step,wall_time,tau_rnea_Rotation,tau_rnea_Pitch,tau_rnea_Elbow,tau_rnea_Wrist_Pitch,tau_rnea_Wrist_Roll,tau_rnea_Jaw,load_Rotation,load_Pitch,load_Elbow,load_Wrist_Pitch,load_Wrist_Roll,load_Jaw,current_Rotation,current_Pitch,current_Elbow,current_Wrist_Pitch,current_Wrist_Roll,current_Jaw
569,1785849421.3979,0.00023,0.03748,-0.36960,-0.03529,0.00058,-0.00057,80.0,-168.0,-44.0,-24.0,20.0,-28.0,1.0,4.0,1.0,0.0,1.0,0.0
570,1785849421.4312,-0.00010,0.03943,-0.36642,-0.03230,0.00054,-0.00058,-40.0,44.0,-72.0,-68.0,52.0,32.0,1.0,2.0,0.0,0.0,0.0,0.0
571,1785849421.4647,0.00008,0.04091,-0.36344,-0.02991,0.00047,-0.00059,20.0,204.0,92.0,100.0,44.0,32.0,0.0,8.0,2.0,3.0,0.0,0.0
572,1785849421.4980,0.00076,0.03797,-0.36837,-0.03504,0.00052,-0.00057,60.0,20.0,108.0,-20.0,-48.0,36.0,1.0,0.0,1.0,0.0,1.0,1.0
573,1785849421.5314,0.00109,0.03848,-0.36847,-0.03625,0.00054,-0.00056,-44.0,-136.0,68.0,40.0,-28.0,60.0,1.0,4.0,3.0,0.0,0.0,1.0
574,1785849421.5648,0.00077,0.04202,-0.36419,-0.03242,0.00049,-0.00057,-24.0,-64.0,20.0,-40.0,68.0,24.0,0.0,0.0,1.0,0.0,1.0,0.0
575,1785849421.5981,0.00033,0.04415,-0.36223,-0.03039,0.00046,-0.00058,-64.0,56.0,-156.0,-52.0,44.0,40.0,1.0,0.0,4.0,1.0,0.0,1.0
576,1785849421.6315,0.00027,0.04343,-0.36637,-0.03134,0.00047,-0.00059,-28.0,-36.0,-48.0,128.0,-40.0,36.0,0.0,0.0,0.0,3.0,1.0,0.0
577,1785849421.6649,0.00056,0.03887,-0.37462,-0.03428,0.00053,-0.00059,28.0,-92.0,72.0,-64.0,32.0,44.0,0.0,1.0,1.0,3.0,0.0,1.0
578,1785849421.6983,0.00034,0.03933,-0.37526,-0.03309,0.00053,-0.00061,52.0,52.0,0.0,-44.0,64.0,44.0,1.0,0.0,0.0,0.0,1.0,1.0
579,1785849421.7318,-0.00015,0.04242,-0.37047,-0.03090,0.00052,-0.00063,-48.0,-48.0,36.0,36.0,40.0,32.0,1.0,1.0,0.0,0.0,0.0,0.0
580,1785849421.7650,-0.00059,0.04205,-0.36786,-0.03092,0.00053,-0.00064,24.0,-64.0,80.0,84.0,-44.0,64.0,0.0,1.0,2.0,3.0,1.0,1.0
581,1785849421.7984,-0.00053,0.03978,-0.36892,-0.03208,0.00054,-0.00063,-28.0,40.0,72.0,24.0,-48.0,-24.0,0.0,1.0,1.0,0.0,0.0,0.0
582,1785849421.8319,0.00021,0.04064,-0.36845,-0.03181,0.00051,-0.00061,-56.0,-68.0,-44.0,-48.0,48.0,40.0,1.0,1.0,1.0,0.0,0.0,0.0
583,1785849421.8652,0.00024,0.04141,-0.36738,-0.03057,0.00049,-0.00062,52.0,-48.0,-96.0,80.0,-32.0,-20.0,1.0,0.0,4.0,1.0,0.0,0.0
584,1785849421.8987,-0.00042,0.04090,-0.36672,-0.02943,0.00049,-0.00063,56.0,80.0,36.0,68.0,56.0,-20.0,1.0,1.0,1.0,2.0,0.0,0.0
585,1785849421.9320,-0.00040,0.03924,-0.36915,-0.03165,0.00053,-0.00064,-56.0,-88.0,184.0,-36.0,20.0,0.0,1.0,2.0,6.0,1.0,0.0,0.0
586,1785849421.9654,0.00029,0.03804,-0.37049,-0.03281,0.00053,-0.00062,-56.0,-84.0,64.0,-60.0,-32.0,60.0,1.0,0.0,0.0,1.0,0.0,1.0
587,1785849421.9989,0.00020,0.04052,-0.36472,-0.02920,0.00047,-0.00063,52.0,128.0,0.0,-24.0,-88.0,-20.0,1.0,5.0,0.0,0.0,1.0,0.0
588,1785849422.0322,-0.00060,0.04111,-0.36246,-0.02968,0.00048,-0.00063,0.0,52.0,76.0,60.0,40.0,20.0,0.0,0.0,3.0,2.0,1.0,0.0
589,1785849422.0656,-0.00103,0.04060,-0.36261,-0.03129,0.00050,-0.00063,-68.0,-88.0,48.0,140.0,24.0,32.0,2.0,2.0,1.0,3.0,0.0,0.0
590,1785849422.0990,-0.00094,0.03942,-0.36409,-0.03160,0.00050,-0.00063,20.0,-60.0,-20.0,-48.0,44.0,28.0,0.0,1.0,0.0,2.0,1.0,0.0
591,1785849422.1324,0.00000,0.04043,-0.36620,-0.03113,0.00050,-0.00063,72.0,24.0,-56.0,-40.0,64.0,20.0,2.0,0.0,0.0,0.0,2.0,0.0
592,1785849422.1659,0.00113,0.04178,-0.36588,-0.03001,0.00047,-0.00061,24.0,64.0,48.0,-32.0,60.0,32.0,0.0,1.0,2.0,0.0,0.0,0.0
593,1785849422.1991,0.00132,0.03940,-0.36866,-0.03147,0.00048,-0.00062,-20.0,20.0,108.0,-24.0,-36.0,28.0,1.0,0.0,3.0,1.0,1.0,0.0
594,1785849422.2325,0.00038,0.03852,-0.36991,-0.03241,0.00052,-0.00063,-32.0,-40.0,-32.0,-68.0,-60.0,20.0,1.0,0.0,0.0,1.0,1.0,0.0
595,1785849422.2659,-0.00016,0.03999,-0.36829,-0.03129,0.00052,-0.00064,-72.0,-48.0,100.0,60.0,-104.0,-20.0,1.0,0.0,3.0,2.0,1.0,0.0
596,1785849422.2993,0.00010,0.03989,-0.36692,-0.03060,0.00049,-0.00062,-44.0,84.0,60.0,-20.0,116.0,44.0,0.0,2.0,2.0,0.0,3.0,0.0
597,1785849422.3327,-0.00043,0.03833,-0.36781,-0.03161,0.00054,-0.00064,76.0,96.0,20.0,-68.0,52.0,-32.0,2.0,0.0,1.0,0.0,0.0,0.0
598,1785849422.3660,-0.00039,0.03811,-0.36878,-0.03237,0.00056,-0.00065,76.0,-92.0,80.0,56.0,-60.0,24.0,0.0,3.0,1.0,1.0,1.0,0.0
599,1785849422.3994,0.00009,0.03901,-0.36816,-0.03156,0.00054,-0.00064,-48.0,84.0,28.0,-56.0,-44.0,20.0,1.0,3.0,0.0,1.0,0.0,0.0
600,1785849422.4329,0.00064,0.04237,-0.36645,-0.03079,0.00051,-0.00062,-56.0,72.0,-28.0,0.0,24.0,32.0,1.0,0.0,0.0,0.0,0.0,0.0
601,1785849422.4662,0.00156,0.04554,-0.36498,-0.03077,0.00047,-0.00061,-20.0,-20.0,-76.0,-52.0,-112.0,28.0,0.0,0.0,0.0,0.0,2.0,0.0
602,1785849422.5863,0.00170,0.04634,-0.36522,-0.03177,0.00043,-0.00058,-24.0,28.0,72.0,0.0,20.0,32.0,0.0,0.0,3.0,0.0,0.0,0.0
603,1785849422.6197,0.00092,0.04573,-0.36494,-0.03121,0.00043,-0.00060,24.0,-64.0,64.0,108.0,56.0,40.0,0.0,1.0,2.0,4.0,1.0,1.0
604,1785849422.6530,-0.00033,0.04362,-0.36658,-0.03243,0.00050,-0.00063,-60.0,-272.0,100.0,108.0,-40.0,-28.0,2.0,18.0,4.0,0.0,1.0,0.0
605,1785849422.6864,-0.00056,0.04103,-0.36635,-0.03115,0.00050,-0.00063,-60.0,-192.0,108.0,-60.0,108.0,28.0,0.0,1.0,4.0,1.0,4.0,0.0
606,1785849422.7198,0.00106,0.04022,-0.36427,-0.02783,0.00042,-0.00063,40.0,40.0,60.0,0.0,88.0,52.0,0.0,2.0,2.0,0.0,0.0,1.0
607,1785849422.7532,0.00103,0.03834,-0.36481,-0.02835,0.00045,-0.00063,-32.0,40.0,52.0,44.0,-96.0,32.0,0.0,0.0,1.0,1.0,3.0,0.0
608,1785849422.7867,-0.00011,0.03824,-0.36431,-0.02936,0.00049,-0.00063,20.0,-64.0,128.0,-32.0,44.0,40.0,0.0,2.0,9.0,0.0,1.0,0.0
609,1785849422.8200,-0.00090,0.03890,-0.36416,-0.02923,0.00050,-0.00065,-92.0,32.0,104.0,-20.0,28.0,48.0,3.0,1.0,4.0,0.0,0.0,1.0
610,1785849422.8534,-0.00113,0.04120,-0.36386,-0.02837,0.00048,-0.00065,-160.0,-28.0,156.0,0.0,56.0,52.0,4.0,0.0,10.0,0.0,1.0,1.0
611,1785849422.8868,-0.00094,0.04239,-0.36396,-0.02807,0.00046,-0.00065,96.0,-64.0,-56.0,-32.0,-44.0,32.0,4.0,2.0,1.0,0.0,1.0,1.0
612,1785849422.9202,-0.00114,0.04248,-0.36511,-0.02737,0.00046,-0.00066,60.0,-72.0,-40.0,32.0,24.0,48.0,0.0,0.0,0.0,1.0,0.0,1.0
613,1785849422.9536,-0.00132,0.04154,-0.36641,-0.02717,0.00048,-0.00067,0.0,-72.0,84.0,-60.0,-20.0,44.0,0.0,2.0,2.0,1.0,0.0,1.0
614,1785849422.9870,-0.00174,0.03983,-0.36811,-0.02812,0.00050,-0.00068,32.0,-24.0,120.0,-28.0,-44.0,56.0,0.0,0.0,4.0,0.0,1.0,2.0
615,1785849423.0203,-0.00157,0.03879,-0.36768,-0.02811,0.00048,-0.00067,-36.0,-72.0,100.0,68.0,-36.0,44.0,1.0,1.0,4.0,1.0,0.0,1.0
616,1785849423.0538,0.00036,0.03842,-0.36581,-0.02779,0.00042,-0.00063,20.0,-56.0,180.0,0.0,-32.0,32.0,0.0,0.0,10.0,0.0,1.0,1.0
617,1785849423.0871,0.00075,0.03994,-0.36096,-0.02648,0.00038,-0.00062,48.0,64.0,44.0,-36.0,24.0,32.0,1.0,1.0,1.0,0.0,0.0,0.0
618,1785849423.1205,-0.00006,0.04112,-0.35891,-0.02660,0.00041,-0.00063,120.0,128.0,32.0,-24.0,56.0,24.0,4.0,2.0,1.0,0.0,1.0,0.0
619,1785849423.1539,0.00023,0.04132,-0.35975,-0.02752,0.00042,-0.00063,-32.0,64.0,96.0,-52.0,40.0,28.0,1.0,0.0,4.0,1.0,0.0,0.0
620,1785849423.1873,0.00093,0.04197,-0.36072,-0.02832,0.00043,-0.00061,-160.0,-36.0,56.0,0.0,-40.0,40.0,6.0,1.0,2.0,0.0,0.0,0.0
621,1785849423.2206,0.00111,0.04339,-0.36053,-0.02789,0.00043,-0.00061,0.0,-36.0,-20.0,60.0,-20.0,20.0,0.0,0.0,0.0,2.0,0.0,0.0
622,1785849423.2540,0.00060,0.04443,-0.36152,-0.02725,0.00044,-0.00063,68.0,28.0,0.0,52.0,32.0,48.0,2.0,0.0,0.0,0.0,0.0,2.0
623,1785849423.2874,-0.00034,0.04299,-0.36648,-0.02903,0.00047,-0.00065,36.0,60.0,84.0,-56.0,28.0,36.0,0.0,0.0,4.0,0.0,0.0,1.0
624,1785849423.3208,-0.00160,0.04133,-0.37055,-0.03049,0.00050,-0.00068,-48.0,36.0,-24.0,-44.0,-44.0,24.0,1.0,0.0,0.0,0.0,1.0,0.0
625,1785849423.3543,-0.00185,0.04097,-0.37051,-0.03064,0.00052,-0.00068,44.0,-52.0,68.0,52.0,-32.0,64.0,1.0,1.0,2.0,1.0,0.0,1.0
626,1785849423.3877,-0.00015,0.04257,-0.36629,-0.02868,0.00046,-0.00065,36.0,-120.0,132.0,40.0,36.0,0.0,0.0,2.0,7.0,1.0,1.0,0.0
627,1785849423.4210,0.00045,0.04300,-0.36134,-0.02680,0.00042,-0.00064,60.0,40.0,204.0,76.0,124.0,32.0,2.0,1.0,14.0,3.0,3.0,0.0
628,1785849423.4544,-0.00058,0.04119,-0.35833,-0.02729,0.00049,-0.00066,84.0,24.0,84.0,192.0,56.0,40.0,0.0,0.0,3.0,7.0,0.0,1.0
629,1785849423.4878,0.00015,0.03867,-0.35919,-0.02973,0.00054,-0.00065,-40.0,-112.0,-48.0,28.0,-112.0,28.0,0.0,4.0,1.0,0.0,3.0,0.0
630,1785849423.5212,0.00124,0.03867,-0.35933,-0.02878,0.00051,-0.00062,-68.0,20.0,56.0,-144.0,52.0,0.0,2.0,1.0,2.0,2.0,1.0,0.0
631,1785849423.5546,0.00115,0.04117,-0.35846,-0.02561,0.00045,-0.00063,64.0,72.0,20.0,-24.0,-60.0,20.0,2.0,2.0,0.0,0.0,1.0,0.0
632,1785849423.5880,0.00048,0.04058,-0.36345,-0.02746,0.00047,-0.00065,24.0,-68.0,-112.0,36.0,-112.0,24.0,0.0,2.0,1.0,0.0,1.0,0.0
633,1785849423.6214,0.00003,0.03980,-0.36757,-0.02822,0.00045,-0.00065,-84.0,-80.0,68.0,-68.0,-80.0,44.0,2.0,0.0,3.0,1.0,1.0,1.0
634,1785849423.6548,-0.00030,0.03914,-0.36896,-0.02838,0.00043,-0.00065,52.0,20.0,160.0,-112.0,-40.0,60.0,1.0,0.0,5.0,1.0,0.0,1.0
635,1785849423.6881,-0.00031,0.04037,-0.36752,-0.02756,0.00041,-0.00065,28.0,68.0,-20.0,136.0,20.0,-28.0,0.0,1.0,0.0,5.0,0.0,0.0
636,1785849423.7215,0.00019,0.03974,-0.36744,-0.02836,0.00039,-0.00064,-24.0,-56.0,-24.0,144.0,-24.0,20.0,0.0,1.0,0.0,2.0,0.0,0.0
637,1785849423.7549,0.00009,0.03914,-0.36561,-0.02852,0.00041,-0.00063,20.0,-28.0,108.0,-76.0,28.0,32.0,0.0,0.0,4.0,2.0,0.0,0.0
638,1785849423.7883,-0.00039,0.04115,-0.36104,-0.02666,0.00042,-0.00064,0.0,28.0,108.0,-20.0,32.0,-20.0,0.0,1.0,4.0,0.0,1.0,0.0
639,1785849423.8216,-0.00060,0.04144,-0.35965,-0.02596,0.00041,-0.00064,40.0,48.0,140.0,108.0,44.0,44.0,0.0,0.0,8.0,3.0,1.0,1.0
640,1785849423.8550,-0.00085,0.03974,-0.36242,-0.02775,0.00046,-0.00065,-32.0,60.0,68.0,-44.0,40.0,-20.0,1.0,1.0,2.0,1.0,1.0,0.0
641,1785849423.8884,-0.00066,0.03985,-0.36458,-0.02884,0.00048,-0.00064,-44.0,-36.0,-48.0,-20.0,-32.0,28.0,1.0,1.0,0.0,0.0,0.0,0.0
642,1785849423.9219,-0.00041,0.04080,-0.36508,-0.02841,0.00048,-0.00064,48.0,68.0,-20.0,-28.0,48.0,44.0,0.0,1.0,0.0,0.0,1.0,1.0
643,1785849423.9552,-0.00011,0.04189,-0.36493,-0.02798,0.00046,-0.00064,92.0,96.0,-68.0,-52.0,40.0,-24.0,1.0,0.0,0.0,0.0,0.0,0.0
644,1785849423.9887,0.00054,0.04335,-0.36490,-0.02843,0.00044,-0.00063,-48.0,-84.0,80.0,96.0,-32.0,48.0,0.0,2.0,3.0,2.0,0.0,1.0
645,1785849424.0220,0.00102,0.04238,-0.36510,-0.02897,0.00043,-0.00062,0.0,-36.0,180.0,-48.0,-52.0,24.0,0.0,0.0,7.0,1.0,1.0,0.0
646,1785849424.0554,0.00121,0.04171,-0.36326,-0.02816,0.00042,-0.00061,-20.0,-32.0,84.0,32.0,-64.0,20.0,0.0,0.0,3.0,1.0,1.0,0.0
647,1785849424.0888,0.00085,0.04036,-0.36312,-0.02911,0.00045,-0.00061,-60.0,-40.0,-52.0,44.0,60.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0
648,1785849424.1222,0.00024,0.03932,-0.36297,-0.02946,0.00046,-0.00062,44.0,-100.0,104.0,-56.0,56.0,32.0,1.0,2.0,4.0,1.0,0.0,0.0
649,1785849424.1556,-0.00043,0.04033,-0.35974,-0.02723,0.00046,-0.00064,32.0,28.0,0.0,-60.0,-52.0,-24.0,0.0,0.0,0.0,0.0,1.0,0.0
650,1785849424.1890,-0.00014,0.04128,-0.36068,-0.02756,0.00050,-0.00064,-36.0,96.0,-28.0,60.0,-56.0,52.0,1.0,2.0,0.0,1.0,1.0,1.0
651,1785849424.2223,0.00021,0.04157,-0.36318,-0.02855,0.00053,-0.00063,48.0,60.0,24.0,-28.0,52.0,28.0,1.0,0.0,1.0,0.0,1.0,0.0
652,1785849424.3418,0.00015,0.04136,-0.36633,-0.02986,0.00054,-0.00063,20.0,28.0,32.0,20.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0
653,1785849424.3750,0.00012,0.04188,-0.36736,-0.02958,0.00051,-0.00064,-56.0,-84.0,-96.0,104.0,-80.0,32.0,1.0,2.0,4.0,5.0,2.0,1.0
654,1785849424.4084,-0.00005,0.04211,-0.36619,-0.02856,0.00047,-0.00063,40.0,40.0,-116.0,112.0,-212.0,64.0,1.0,1.0,2.0,1.0,5.0,2.0
655,1785849424.4418,-0.00035,0.04020,-0.36630,-0.02908,0.00048,-0.00061,-60.0,-36.0,76.0,-28.0,28.0,-20.0,1.0,0.0,2.0,1.0,1.0,0.0
656,1785849424.4751,0.00045,0.04010,-0.36489,-0.02869,0.00045,-0.00059,-56.0,-108.0,100.0,-20.0,116.0,-20.0,0.0,3.0,3.0,0.0,2.0,0.0
657,1785849424.5085,0.00053,0.04000,-0.36470,-0.02780,0.00042,-0.00060,68.0,72.0,116.0,-32.0,-72.0,48.0,2.0,2.0,2.0,0.0,1.0,0.0
658,1785849424.5419,0.00044,0.04007,-0.36572,-0.02848,0.00042,-0.00060,56.0,76.0,-80.0,-44.0,-104.0,36.0,1.0,1.0,2.0,1.0,1.0,0.0
659,1785849424.5753,0.00091,0.04157,-0.36502,-0.02907,0.00042,-0.00058,-44.0,52.0,-96.0,40.0,-52.0,24.0,1.0,0.0,0.0,1.0,0.0,0.0
660,1785849424.6086,0.00115,0.04184,-0.36523,-0.02945,0.00043,-0.00056,-116.0,-136.0,40.0,-20.0,-48.0,44.0,2.0,5.0,1.0,0.0,0.0,1.0
661,1785849424.6420,0.00139,0.04217,-0.36413,-0.02795,0.00039,-0.00056,84.0,-32.0,108.0,32.0,-32.0,40.0,3.0,0.0,2.0,0.0,0.0,1.0
662,1785849424.6754,0.00157,0.04175,-0.36319,-0.02745,0.00035,-0.00056,20.0,-60.0,60.0,52.0,-44.0,28.0,0.0,1.0,0.0,1.0,0.0,0.0
663,1785849424.7088,0.00082,0.04028,-0.36267,-0.02774,0.00038,-0.00056,-108.0,-92.0,52.0,-36.0,-36.0,48.0,2.0,1.0,0.0,0.0,0.0,1.0
664,1785849424.7422,-0.00052,0.03861,-0.36305,-0.02751,0.00040,-0.00059,-52.0,44.0,80.0,24.0,-36.0,-24.0,0.0,0.0,3.0,0.0,1.0,0.0
665,1785849424.7757,-0.00114,0.03725,-0.36489,-0.02840,0.00044,-0.00060,-76.0,52.0,-32.0,24.0,-40.0,24.0,1.0,0.0,1.0,0.0,0.0,0.0
666,1785849424.8090,-0.00099,0.03719,-0.36590,-0.02913,0.00047,-0.00059,-48.0,-60.0,-96.0,-44.0,-40.0,32.0,0.0,1.0,2.0,0.0,1.0,0.0
667,1785849424.8424,-0.00167,0.03983,-0.36430,-0.02715,0.00047,-0.00061,64.0,-28.0,44.0,20.0,44.0,-28.0,1.0,0.0,0.0,1.0,0.0,0.0
668,1785849424.8758,-0.00238,0.04081,-0.36327,-0.02644,0.00046,-0.00062,36.0,56.0,192.0,24.0,120.0,28.0,0.0,0.0,7.0,0.0,2.0,0.0
669,1785849424.9091,-0.00217,0.04013,-0.36385,-0.02801,0.00048,-0.00063,-48.0,128.0,56.0,68.0,-64.0,24.0,1.0,2.0,0.0,2.0,1.0,0.0
670,1785849424.9426,-0.00133,0.04027,-0.36384,-0.02913,0.00048,-0.00060,-32.0,-36.0,-60.0,-36.0,-120.0,28.0,0.0,0.0,1.0,0.0,2.0,0.0
671,1785849424.9759,0.00006,0.04181,-0.36338,-0.02887,0.00047,-0.00057,56.0,-48.0,0.0,-28.0,64.0,-24.0,1.0,1.0,0.0,0.0,3.0,0.0
672,1785849425.0093,0.00120,0.04343,-0.36126,-0.02726,0.00043,-0.00055,72.0,40.0,0.0,-32.0,160.0,36.0,1.0,1.0,0.0,0.0,3.0,1.0
673,1785849425.0428,0.00142,0.04263,-0.36308,-0.02824,0.00043,-0.00056,-20.0,-56.0,0.0,-48.0,-32.0,-20.0,0.0,1.0,0.0,0.0,0.0,0.0
674,1785849425.0761,0.00078,0.04116,-0.36527,-0.02872,0.00042,-0.00058,-68.0,-96.0,68.0,-60.0,-40.0,32.0,1.0,3.0,2.0,1.0,0.0,0.0
675,1785849425.1096,0.00064,0.04039,-0.36517,-0.02799,0.00043,-0.00058,-64.0,-100.0,144.0,40.0,-128.0,-24.0,0.0,1.0,5.0,1.0,2.0,0.0
676,1785849425.1429,0.00090,0.03921,-0.36628,-0.02818,0.00043,-0.00057,-56.0,32.0,52.0,52.0,52.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0
677,1785849425.1763,-0.00012,0.03848,-0.36776,-0.02933,0.00047,-0.00058,56.0,48.0,20.0,24.0,68.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0
678,1785849425.2098,-0.00138,0.03962,-0.36392,-0.02824,0.00046,-0.00060,92.0,72.0,0.0,-32.0,112.0,32.0,1.0,0.0,0.0,0.0,2.0,1.0
679,1785849425.2431,-0.00126,0.04109,-0.35992,-0.02700,0.00044,-0.00061,-100.0,-44.0,136.0,-52.0,-64.0,-28.0,3.0,1.0,8.0,0.0,1.0,0.0
680,1785849425.2765,-0.00047,0.04172,-0.35860,-0.02674,0.00043,-0.00059,48.0,-92.0,220.0,64.0,-36.0,0.0,2.0,4.0,13.0,1.0,0.0,0.0
681,1785849425.3098,-0.00009,0.04045,-0.35982,-0.02747,0.00045,-0.00058,88.0,-48.0,44.0,72.0,-28.0,40.0,2.0,0.0,1.0,1.0,0.0,1.0
682,1785849425.3433,0.00034,0.03912,-0.36077,-0.02869,0.00046,-0.00057,-36.0,32.0,-116.0,-44.0,88.0,-28.0,1.0,0.0,2.0,0.0,2.0,0.0
683,1785849425.3766,0.00035,0.04109,-0.35909,-0.02693,0.00041,-0.00058,-64.0,84.0,-28.0,-28.0,-36.0,36.0,2.0,1.0,0.0,0.0,0.0,0.0
684,1785849425.4100,-0.00004,0.04155,-0.36086,-0.02701,0.00042,-0.00059,28.0,-52.0,84.0,20.0,-32.0,-24.0,0.0,0.0,4.0,0.0,0.0,0.0
685,1785849425.4434,0.00026,0.04142,-0.36454,-0.02723,0.00044,-0.00059,52.0,-56.0,80.0,72.0,56.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0
686,1785849425.4768,0.00034,0.04068,-0.36819,-0.02837,0.00046,-0.00060,-20.0,44.0,-32.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
687,1785849425.5102,-0.00044,0.04087,-0.36786,-0.02827,0.00048,-0.00061,-40.0,-36.0,28.0,56.0,20.0,20.0,1.0,0.0,1.0,2.0,0.0,0.0
688,1785849425.5437,-0.00028,0.04142,-0.36500,-0.02768,0.00046,-0.00061,-24.0,-24.0,48.0,-36.0,-40.0,20.0,0.0,0.0,1.0,0.0,1.0,0.0
689,1785849425.5770,0.00034,0.04142,-0.36311,-0.02713,0.00043,-0.00060,0.0,-84.0,104.0,24.0,-84.0,-20.0,0.0,2.0,3.0,1.0,2.0,0.0
690,1785849425.6104,0.00025,0.04129,-0.36226,-0.02674,0.00043,-0.00059,-80.0,-20.0,-20.0,-32.0,-60.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
691,1785849425.6439,-0.00001,0.04096,-0.36306,-0.02699,0.00043,-0.00060,-32.0,44.0,80.0,-36.0,52.0,24.0,0.0,0.0,2.0,0.0,1.0,0.0
692,1785849425.6772,0.00009,0.04123,-0.36326,-0.02698,0.00042,-0.00060,-24.0,-68.0,132.0,36.0,-20.0,-20.0,0.0,1.0,5.0,0.0,0.0,0.0
693,1785849425.7106,-0.00002,0.04127,-0.36297,-0.02672,0.00041,-0.00060,60.0,96.0,-68.0,52.0,-68.0,32.0,1.0,4.0,2.0,0.0,1.0,0.0
694,1785849425.7440,-0.00004,0.04163,-0.36321,-0.02713,0.00042,-0.00060,20.0,-24.0,40.0,-32.0,0.0,-24.0,0.0,0.0,1.0,1.0,0.0,0.0
695,1785849425.7773,-0.00008,0.04193,-0.36186,-0.02673,0.00043,-0.00059,-24.0,-52.0,160.0,0.0,64.0,0.0,1.0,1.0,6.0,0.0,2.0,0.0
696,1785849425.8108,-0.00008,0.04092,-0.36045,-0.02680,0.00042,-0.00060,40.0,-76.0,72.0,-44.0,32.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
697,1785849425.8441,-0.00005,0.04044,-0.36105,-0.02669,0.00041,-0.00060,-24.0,52.0,20.0,24.0,24.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
698,1785849425.8775,0.00003,0.04047,-0.36176,-0.02692,0.00042,-0.00060,20.0,0.0,24.0,-40.0,-60.0,-24.0,1.0,0.0,1.0,0.0,1.0,0.0
699,1785849425.9109,0.00002,0.04065,-0.36087,-0.02678,0.00043,-0.00060,24.0,64.0,-48.0,48.0,44.0,-48.0,0.0,0.0,1.0,1.0,2.0,1.0
700,1785849425.9442,-0.00010,0.04243,-0.36012,-0.02667,0.00045,-0.00059,-20.0,100.0,-64.0,36.0,124.0,36.0,1.0,0.0,0.0,0.0,3.0,0.0
701,1785849425.9777,0.00016,0.04408,-0.36199,-0.02705,0.00044,-0.00060,32.0,-48.0,100.0,72.0,-68.0,-24.0,0.0,1.0,3.0,2.0,2.0,0.0
702,1785849426.0951,-0.00010,0.04323,-0.36598,-0.02799,0.00046,-0.00060,28.0,-32.0,76.0,40.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0
703,1785849426.1284,-0.00073,0.04264,-0.36885,-0.02829,0.00047,-0.00062,-28.0,-44.0,-56.0,72.0,-68.0,32.0,0.0,1.0,1.0,1.0,2.0,0.0
704,1785849426.1618,-0.00054,0.04095,-0.36953,-0.02868,0.00046,-0.00061,-60.0,-120.0,-68.0,108.0,32.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0
705,1785849426.1951,0.00013,0.04103,-0.36337,-0.02687,0.00041,-0.00060,-56.0,-148.0,76.0,-68.0,0.0,-20.0,0.0,4.0,2.0,1.0,0.0,0.0
706,1785849426.2286,0.00046,0.04035,-0.35848,-0.02557,0.00037,-0.00059,136.0,-100.0,220.0,-32.0,-28.0,28.0,4.0,2.0,9.0,0.0,0.0,0.0
707,1785849426.2620,0.00062,0.03824,-0.35839,-0.02584,0.00038,-0.00058,-44.0,52.0,136.0,28.0,132.0,32.0,1.0,2.0,3.0,1.0,3.0,0.0
708,1785849426.2954,0.00038,0.03683,-0.35873,-0.02633,0.00042,-0.00059,-64.0,92.0,-20.0,-28.0,28.0,-32.0,1.0,2.0,0.0,0.0,0.0,0.0
709,1785849426.3288,0.00035,0.03691,-0.35991,-0.02773,0.00045,-0.00059,-28.0,-96.0,-124.0,56.0,-80.0,-24.0,0.0,3.0,1.0,1.0,2.0,0.0
710,1785849426.3622,0.00034,0.03935,-0.35811,-0.02599,0.00042,-0.00060,-24.0,20.0,-48.0,-48.0,28.0,28.0,0.0,0.0,0.0,1.0,1.0,0.0
711,1785849426.3956,0.00021,0.04059,-0.36041,-0.02560,0.00041,-0.00061,40.0,52.0,48.0,-84.0,-48.0,-20.0,0.0,1.0,1.0,2.0,1.0,0.0
712,1785849426.4289,-0.00044,0.04049,-0.36456,-0.02656,0.00044,-0.00062,-24.0,-20.0,128.0,56.0,56.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0
713,1785849426.4623,-0.00068,0.03954,-0.36584,-0.02741,0.00045,-0.00062,20.0,-40.0,0.0,84.0,48.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
714,1785849426.4958,-0.00016,0.03831,-0.36564,-0.02838,0.00046,-0.00061,36.0,28.0,48.0,-36.0,60.0,24.0,0.0,0.0,2.0,1.0,1.0,0.0
