step,t_obs,t_cmd,dt,pos_shoulder_pan,pos_shoulder_lift,pos_elbow_flex,pos_wrist_flex,pos_wrist_roll,pos_gripper,cmd_shoulder_pan,cmd_shoulder_lift,cmd_elbow_flex,cmd_wrist_flex,cmd_wrist_roll,cmd_gripper,sent_shoulder_pan,sent_shoulder_lift,sent_elbow_flex,sent_wrist_flex,sent_wrist_roll,sent_gripper,velraw_shoulder_pan,velraw_shoulder_lift,velraw_elbow_flex,velraw_wrist_flex,velraw_wrist_roll,velraw_gripper,chunk_start
213,1786013964.1104,1786013964.1152,0.03338,11.7802,44.6154,-44.7473,84.7473,-10.9451,19.5106,12.2896,41.7652,-45.0251,85.5432,-10.2201,19.6501,12.2896,41.7652,-45.0251,85.5432,-10.2201,19.6501,-50,0,-150,300,100,0,0
214,1786013964.1438,1786013964.1485,0.0334,11.6044,44.3516,-44.5714,85.0989,-11.0330,19.5767,11.6214,41.0591,-45.1630,83.3819,-10.3660,19.7602,11.6214,41.0591,-45.1630,83.3819,-10.3660,19.7602,-100,-50,0,150,-50,50,0
215,1786013964.1772,1786013964.1819,0.0334,11.4286,44.3516,-44.3077,84.9231,-10.9451,19.6429,12.3318,40.5482,-45.7372,85.0176,-9.6710,19.6980,12.3318,40.5482,-45.7372,85.0176,-9.6710,19.6980,-100,0,100,0,50,0,0
216,1786013964.2106,1786013964.2151,0.03344,11.5165,44.4396,-44.3077,84.3956,-10.7692,19.6429,11.2396,40.1481,-42.7213,82.9044,-9.8064,19.4673,11.2396,40.1481,-42.7213,82.9044,-9.8064,19.4673,0,0,0,-250,50,0,0
217,1786013964.244,1786013964.2484,0.0334,11.7802,44.2637,-44.3077,84.2198,-10.5055,19.6429,11.1339,40.4653,-42.4791,84.5631,-10.7138,19.8062,11.1339,40.4653,-42.4791,84.5631,-10.7138,19.8062,100,-50,0,-50,100,0,0
218,1786013964.2774,1786013964.2818,0.03336,11.8681,44.0879,-43.9560,83.6923,-10.4176,19.6429,10.8284,38.0141,-42.8630,86.2981,-9.1547,15.6425,10.8284,38.0141,-42.8630,86.2981,-9.1547,15.6425,50,-50,50,-150,0,0,0
219,1786013964.3108,1786013964.3152,0.03343,11.8681,44.0879,-43.0769,83.6923,-10.5934,19.6429,12.5051,37.5171,-42.2302,86.8064,-10.3779,13.8338,12.5051,37.5171,-42.2302,86.8064,-10.3779,13.8338,0,0,350,100,-50,0,0
220,1786013964.3442,1786013964.3485,0.0334,11.7802,43.4725,-42.9011,84.7473,-10.4176,19.1799,12.4852,35.8829,-39.5618,85.4588,-11.7102,15.0163,12.4852,35.8829,-39.5618,85.4588,-11.7102,15.0163,0,-300,50,350,50,-100,0
221,1786013964.3776,1786013964.3819,0.03339,11.8681,42.2418,-42.4615,85.8901,-9.9780,17.5265,11.6767,36.7120,-37.6259,82.4707,-11.5686,18.1346,11.6767,36.7120,-37.6259,82.4707,-11.5686,18.1346,0,-400,150,450,100,-700,0
222,1786013964.411,1786013964.4154,0.03344,11.9560,41.1868,-41.4945,85.3626,-10.6813,16.0053,12.7974,36.2289,-37.1540,83.2869,-11.5627,18.7820,12.7974,36.2289,-37.1540,83.2869,-11.5627,18.7820,0,-350,300,-300,-100,-600,0
223,1786013964.4444,1786013964.4488,0.03336,12.0440,40.4835,-39.6484,84.6593,-11.1209,15.4762,12.8718,36.4026,-37.0524,84.6820,-10.7370,18.3072,12.8718,36.4026,-37.0524,84.6820,-10.7370,18.3072,50,-200,600,-300,-150,-350,0
224,1786013964.4778,1786013964.4821,0.03337,12.2198,40.3077,-38.3297,83.6923,-11.0330,15.8069,12.2528,38.7620,-40.3134,85.0895,-12.1232,18.5636,12.2528,38.7620,-40.3134,85.0895,-12.1232,18.5636,100,-50,550,-350,50,200,0
225,1786013964.5112,1786013964.5155,0.03343,12.3077,40.3956,-37.6264,83.8681,-11.0330,16.9974,13.3944,39.1432,-38.6232,84.7707,-13.3376,18.3429,13.3944,39.1432,-38.6232,84.7707,-13.3376,18.3429,0,50,250,250,0,500,0
226,1786013964.5446,1786013964.549,0.03341,12.3077,40.4835,-37.6264,84.7473,-11.2088,17.5926,12.5879,38.3173,-44.1261,89.2645,-13.1653,18.6127,12.5879,38.3173,-44.1261,89.2645,-13.1653,18.6127,0,0,0,450,-50,300,0
227,1786013964.578,1786013964.5823,0.03336,12.3956,40.4835,-37.9780,84.5714,-12.3516,17.7249,12.2499,36.7428,-39.9202,88.4671,-14.5565,18.7508,12.2499,36.7428,-39.9202,88.4671,-14.5565,18.7508,50,0,-100,-50,-500,100,0
228,1786013964.6114,1786013964.6157,0.03345,12.4835,40.4835,-38.6813,85.2747,-12.5275,18.0556,12.8398,35.5802,-43.9680,89.6639,-14.7004,17.1180,12.8398,35.5802,-43.9680,89.6639,-14.7004,17.1180,50,0,-250,350,-100,150,0
229,1786013964.6447,1786013964.649,0.03334,12.6593,40.5714,-39.4725,86.8571,-13.0549,18.2540,13.2761,35.9774,-42.4942,87.5552,-14.8844,16.4585,13.2761,35.9774,-42.4942,87.5552,-14.8844,16.4585,100,0,-250,600,-200,100,0
230,1786013964.6781,1786013964.6823,0.03338,12.8352,40.3077,-40.1758,87.9121,-13.9341,17.8571,13.4147,35.8013,-40.9137,86.9211,-14.1179,10.8951,13.4147,35.8013,-40.9137,86.9211,-14.1179,10.8951,50,-50,-200,400,-300,-150,0
231,1786013964.7116,1786013964.7159,0.03348,12.9231,40.1319,-40.7033,87.8242,-14.1978,17.1296,13.0116,37.4000,-42.5202,88.1703,-13.7095,11.6086,13.0116,37.4000,-42.5202,88.1703,-13.7095,11.6086,50,-50,-200,-100,-150,-350,0
232,1786013964.745,1786013964.7497,0.0334,12.9231,39.7802,-40.4396,87.2088,-14.1978,16.4683,11.6122,36.7398,-42.3612,87.5028,-13.2467,9.7904,11.6122,36.7398,-42.3612,87.5028,-13.2467,9.7904,0,-150,150,-300,0,-150,0
233,1786013964.7783,1786013964.783,0.03335,12.9231,39.7802,-40.2637,87.7363,-14.0220,14.7487,12.4008,37.4870,-41.0971,86.9521,-13.1963,6.9302,12.4008,37.4870,-41.0971,86.9521,-13.1963,6.9302,0,50,100,150,50,-750,0
234,1786013964.8117,1786013964.8166,0.0334,12.8352,39.8681,-40.2637,87.7363,-13.5824,12.6323,12.6601,38.3927,-42.0011,86.0184,-13.9783,2.0235,12.6601,38.3927,-42.0011,86.0184,-13.9783,2.4339,0,50,0,-50,150,-900,0
235,1786013964.8451,1786013964.8502,0.03338,12.7473,39.8681,-40.2637,87.3846,-13.5824,10.7804,13.8525,35.8524,-42.2730,83.6285,-14.9267,2.7146,13.8525,35.8524,-42.2730,83.6285,-14.9267,2.7146,-50,0,0,-200,0,-700,0
236,1786013964.8785,1786013964.8833,0.03338,12.4835,39.8681,-40.2637,86.8571,-13.6703,8.3333,14.3269,35.1422,-40.7887,84.8696,-14.3575,2.5238,14.3269,35.1422,-40.7887,84.8696,-14.3575,2.5238,-100,0,0,-200,0,-1200,0
237,1786013964.9119,1786013964.9168,0.03339,12.6593,39.6923,-40.4396,85.8022,-14.0220,5.7540,13.5458,36.7847,-39.2583,83.9629,-15.0921,3.4947,13.5458,36.7847,-39.2583,83.9629,-15.0921,3.4947,0,0,-50,-350,-150,-1200,0
238,1786013964.9453,1786013964.9501,0.0334,13.0110,39.4286,-40.2637,84.9231,-14.2857,4.6958,14.8238,36.4131,-43.2323,85.2729,-13.9637,4.0189,14.8238,36.4131,-43.2323,85.2729,-13.9637,4.0189,150,-150,100,-400,-150,-550,0
239,1786013964.9787,1786013964.9835,0.03336,13.5385,39.2527,-39.4725,84.9231,-14.5495,4.5635,14.8838,36.6597,-42.9456,84.2435,-13.6236,4.1206,14.8838,36.6597,-42.9456,84.2435,-13.6236,4.1206,100,-50,200,0,-50,-50,0
240,1786013965.0121,1786013965.0169,0.03345,13.9780,39.3407,-39.2967,85.0989,-14.3736,4.5635,14.8675,36.8876,-43.0096,84.9318,-11.9723,4.0332,14.8675,36.8876,-43.0096,84.9318,-11.9723,4.0332,150,0,50,50,-50,0,0
241,1786013965.0455,1786013965.0503,0.03336,14.1538,39.5165,-39.8242,85.0110,-13.7582,4.3651,14.4250,35.9674,-41.5117,84.4126,-13.4744,3.7810,14.4250,35.9674,-41.5117,84.4126,-13.4744,3.7810,50,50,-200,-100,200,-50,0
242,1786013965.0789,1786013965.0837,0.03338,14.3297,39.5165,-40.2637,84.7473,-13.4945,4.3651,14.8259,36.5600,-42.6898,84.2667,-13.8100,3.8035,14.8259,36.5600,-42.6898,84.2667,-13.8100,3.8035,0,0,-200,-150,50,50,0
243,1786013965.1123,1786013965.1168,0.03344,14.4176,39.1648,-40.2637,84.7473,-12.8791,4.1005,13.9307,35.5454,-41.6231,83.5209,-16.3674,3.5925,13.9307,35.5454,-41.6231,83.5209,-16.3674,3.5925,0,-100,0,0,250,-100,0
244,1786013965.1456,1786013965.15,0.03335,14.5055,39.1648,-40.3516,84.5714,-13.5824,4.0344,13.8552,36.0260,-41.0600,81.4604,-19.4043,3.8728,13.8552,36.0260,-41.0600,81.4604,-19.4043,3.8728,50,0,0,-50,-250,-50,0
245,1786013965.1791,1786013965.1838,0.03342,14.4176,39.1648,-40.4396,84.1319,-14.4615,3.9021,14.3224,37.4134,-42.3308,84.5362,-17.7375,4.0617,14.3224,37.4134,-42.3308,84.5362,-17.7375,4.0617,-50,0,-50,-150,-300,-100,0
246,1786013965.2124,1786013965.2172,0.03337,14.3297,39.2527,-40.1758,83.3407,-16.1319,3.8360,13.3427,36.7471,-41.6911,83.9221,-16.8554,3.7222,13.3427,36.7471,-41.6911,83.9221,-16.8554,3.7222,0,0,150,-250,-500,0,0
247,1786013965.2458,1786013965.2502,0.03336,14.1538,39.2527,-40.3516,82.6374,-17.7143,3.9683,13.8766,36.3768,-41.1821,83.3869,-15.1668,3.4120,13.8766,36.3768,-41.1821,83.3869,-15.1668,3.4120,-50,0,-50,-200,-650,100,0
248,1786013965.2793,1786013965.2841,0.03347,14.0659,39.1648,-40.4396,83.1648,-17.4505,3.9683,13.5043,37.8436,-40.5944,85.4563,-15.8610,3.2826,13.5043,37.8436,-40.5944,85.4563,-15.8610,3.2826,0,-50,0,100,100,0,0
249,1786013965.3127,1786013965.3172,0.03342,13.9780,39.1648,-40.3516,83.6044,-16.3077,3.6376,11.9447,33.7055,-39.5425,84.0934,-17.1966,3.3268,11.9447,33.7055,-39.5425,84.0934,-17.1966,3.3268,0,0,0,150,400,-150,0
250,1786013965.346,1786013965.4628,0.03338,13.8901,39.2527,-40.0879,83.6923,-16.2198,3.5714,15.4366,37.2961,-46.5229,87.5893,-11.3880,3.2509,15.4366,37.2961,-46.5229,87.5893,-11.3880,3.2509,-50,0,100,100,100,-50,1
251,1786013965.464,1786013965.4691,0.11793,12.3956,38.5495,-39.2088,84.0440,-16.8352,3.5714,14.2320,40.1697,-47.7684,85.8865,-12.2746,3.7090,14.2320,40.1697,-47.7684,85.8865,-12.2746,3.7090,-200,-50,0,0,0,0,1
252,1786013965.4973,1786013965.5021,0.0333,12.2198,38.3736,-39.2088,84.0440,-16.9231,3.5714,14.2565,38.9216,-46.2494,85.7249,-12.1147,3.5863,14.2565,38.9216,-46.2494,85.7249,-12.1147,3.5863,-50,-100,0,0,0,0,0
253,1786013965.5307,1786013965.5355,0.03339,12.4835,38.4615,-39.6484,84.7473,-16.3077,3.5714,13.7539,37.7136,-47.0544,87.1029,-13.2711,3.2390,13.7539,37.7136,-47.0544,87.1029,-13.2711,3.2390,150,0,-50,200,50,0,0
254,1786013965.5641,1786013965.5688,0.03339,13.0989,39.5165,-41.3187,85.1868,-14.4615,3.5714,14.4342,37.5497,-49.7962,89.4308,-13.2522,3.2833,14.4342,37.5497,-49.7962,89.4308,-13.2522,3.2833,200,350,-600,100,750,0,0
255,1786013965.5974,1786013965.6025,0.03339,13.5385,40.0440,-42.9890,85.7143,-13.8462,3.4392,14.2408,40.6343,-49.8032,87.3421,-13.6639,3.3690,14.2408,40.6343,-49.8032,87.3421,-13.6639,3.3690,150,150,-500,50,200,-50,0
256,1786013965.6308,1786013965.6357,0.03336,13.8901,40.0440,-44.3956,87.3846,-13.8462,3.4392,12.6870,37.9198,-48.1500,86.4015,-12.8559,3.5420,12.6870,37.9198,-48.1500,86.4015,-12.8559,3.5420,150,0,-450,650,0,0,0
257,1786013965.6642,1786013965.6688,0.03336,13.8901,40.0440,-45.8022,88.0000,-13.8462,3.4392,13.9240,37.8135,-48.7798,87.3022,-13.9165,3.5078,13.9240,37.8135,-48.7798,87.3022,-13.9165,3.5078,0,0,-500,200,0,0,0
258,1786013965.6976,1786013965.7022,0.03343,13.6264,40.3077,-46.2418,87.3846,-13.4945,3.4392,13.6372,37.6000,-47.2002,87.5460,-11.7434,3.3656,13.6372,37.6000,-47.2002,87.5460,-11.7434,3.3656,-100,150,-100,-50,150,0,0
259,1786013965.7309,1786013965.7355,0.03332,13.0989,40.3956,-46.3297,86.9451,-13.5824,3.4392,13.7538,36.3784,-45.0724,86.2292,-12.8697,3.3121,13.7538,36.3784,-45.0724,86.2292,-12.8697,3.3121,-150,0,-50,-250,-50,0,0
260,1786013965.7644,1786013965.769,0.03345,13.0110,40.6593,-46.1538,87.3846,-13.2308,3.4392,14.1038,35.1115,-45.7225,87.5491,-12.7717,3.2857,14.1038,35.1115,-45.7225,87.5491,-12.7717,3.2857,-50,100,50,200,-50,0,0
261,1786013965.7977,1786013965.8023,0.03338,13.1868,40.4835,-45.3626,86.9451,-13.1429,3.4392,13.1286,36.7531,-45.3064,87.9339,-12.7334,3.1879,13.1286,36.7531,-45.3064,87.9339,-12.7334,3.1879,50,0,300,-100,50,0,0
262,1786013965.8311,1786013965.8358,0.03336,13.7143,39.8681,-44.9231,86.7692,-13.2308,3.4392,14.7321,35.2659,-47.3457,89.3224,-10.1874,3.0499,14.7321,35.2659,-47.3457,89.3224,-10.1874,3.0499,150,-250,250,-100,0,0,0
263,1786013965.8645,1786013965.8693,0.03342,13.7143,39.7802,-44.9231,87.4725,-13.0549,3.4392,15.9468,38.9650,-47.1750,88.4859,-13.0642,3.1055,15.9468,38.9650,-47.1750,88.4859,-13.0642,3.1055,0,0,0,250,0,0,0
264,1786013965.8979,1786013965.9027,0.0334,13.8022,39.7802,-45.0989,88.1758,-12.3516,3.3730,14.2447,38.2407,-46.9491,86.9953,-13.0254,3.4118,14.2447,38.2407,-46.9491,86.9953,-13.0254,3.4118,0,0,-100,250,250,0,0
265,1786013965.9313,1786013965.936,0.03335,14.1538,39.8681,-45.2747,88.4396,-11.2088,3.3069,15.2882,38.5436,-46.2141,88.1550,-10.9959,3.3845,15.2882,38.5436,-46.2141,88.1550,-10.9959,3.3845,150,0,-100,200,400,-50,0
266,1786013965.9646,1786013965.9694,0.03338,14.2418,39.8681,-45.3626,87.8242,-11.6484,3.3069,14.5108,37.6354,-45.4971,88.6561,-11.0582,3.4384,14.5108,37.6354,-45.4971,88.6561,-11.0582,3.4384,0,0,0,-250,-50,0,0
267,1786013965.998,1786013966.0028,0.0334,14.5934,39.8681,-45.3626,87.5604,-12.6154,3.3069,15.3048,37.1492,-48.0683,88.1471,-9.6946,3.3657,15.3048,37.1492,-48.0683,88.1471,-9.6946,3.3657,150,0,0,0,-400,0,0
268,1786013966.0315,1786013966.0362,0.03343,14.5934,39.8681,-45.1868,88.2637,-12.0879,3.3069,14.1714,38.6643,-48.0129,87.8458,-9.6034,3.5252,14.1714,38.6643,-48.0129,87.8458,-9.6034,3.5252,0,0,50,300,200,0,0
269,1786013966.0649,1786013966.0702,0.03341,14.5934,39.9560,-45.3626,88.2637,-11.0330,3.3069,14.8334,39.1686,-47.0437,88.9567,-10.4665,3.5737,14.8334,39.1686,-47.0437,88.9567,-10.4665,3.5737,0,50,-50,0,400,0,0
270,1786013966.0983,1786013966.1032,0.03343,14.3297,40.0440,-45.6264,88.1758,-10.5934,3.3069,13.0339,38.8805,-47.1154,86.7030,-11.6986,3.5755,13.0339,38.8805,-47.1154,86.7030,-11.6986,3.5755,-100,0,-50,-50,150,0,0
271,1786013966.1317,1786013966.1365,0.03337,14.2418,40.1319,-45.6264,88.3516,-10.6813,3.3069,13.9258,40.5609,-51.2746,90.1194,-9.3886,3.4767,13.9258,40.5609,-51.2746,90.1194,-9.3886,3.4767,-50,50,-50,0,-50,0,0
272,1786013966.165,1786013966.1698,0.03335,14.1538,40.2198,-45.7143,88.2637,-11.0330,3.3069,12.5038,37.8365,-49.0329,89.2911,-9.4316,3.1984,12.5038,37.8365,-49.0329,89.2911,-9.4316,3.1984,-50,50,-50,0,-100,0,0
273,1786013966.1984,1786013966.2032,0.03341,14.1538,40.8352,-46.0659,87.9121,-11.1209,3.3069,14.3643,40.8740,-47.5323,88.2347,-9.5762,3.4983,14.3643,40.8740,-47.5323,88.2347,-9.5762,3.4983,0,50,-150,-100,-150,0,0
274,1786013966.2319,1786013966.2367,0.03343,13.8901,41.3626,-46.7692,88.5275,-10.3297,3.3069,13.9139,41.2589,-50.3152,89.5632,-7.6541,3.3747,13.9139,41.2589,-50.3152,89.5632,-7.6541,3.3747,-50,200,-300,150,250,0,0
275,1786013966.2652,1786013966.2697,0.03335,13.7143,41.4505,-46.6813,88.7033,-10.1538,3.3069,12.6095,38.4983,-46.7653,86.6543,-6.6113,3.3157,12.6095,38.4983,-46.7653,86.6543,-6.6113,3.3157,-50,0,0,100,100,0,0
276,1786013966.2986,1786013966.3034,0.03344,13.4505,41.7143,-46.5934,88.6154,-9.3626,3.3069,12.9235,41.7583,-49.3043,88.5281,-8.0721,3.2204,12.9235,41.7583,-49.3043,88.5281,-8.0721,3.2204,-50,50,50,0,200,0,0
277,1786013966.332,1786013966.3368,0.03334,13.1868,41.7143,-46.3297,88.7033,-8.1319,3.3069,13.6530,37.9327,-43.3956,89.9259,-7.7024,3.1729,13.6530,37.9327,-43.3956,89.9259,-7.7024,3.1729,-100,0,50,50,450,0,0
278,1786013966.3654,1786013966.3702,0.03343,13.0989,41.8022,-46.3297,88.5275,-8.2198,3.3069,13.2395,38.5455,-48.7948,90.1672,-5.4905,3.1941,13.2395,38.5455,-48.7948,90.1672,-5.4905,3.1941,0,0,0,-50,150,0,0
279,1786013966.3988,1786013966.4035,0.03334,13.2747,41.8022,-46.6813,89.2308,-8.2198,3.3069,12.8147,39.2994,-47.7835,90.5249,-4.6241,3.3726,12.8147,39.2994,-47.7835,90.5249,-4.6241,3.3726,50,-50,-100,250,-50,0,0
280,1786013966.4322,1786013966.437,0.03342,13.5385,41.7143,-46.8571,89.5824,-7.2527,3.3069,13.4562,42.2941,-51.5867,91.7246,-4.9280,3.4467,13.4562,42.2941,-51.5867,91.7246,-4.9280,3.4467,100,-50,-50,150,350,0,0
281,1786013966.4656,1786013966.4701,0.03345,13.5385,41.7143,-46.8571,89.9341,-6.1099,3.3069,13.2281,42.5512,-51.2768,92.0205,-5.5603,3.1921,13.2281,42.5512,-51.2768,92.0205,-5.5603,3.1921,0,0,0,100,450,0,0
282,1786013966.499,1786013966.5035,0.03336,13.4505,42.1538,-46.9451,90.6374,-5.8462,3.3069,12.9789,40.4849,-50.4553,90.0929,-6.8155,3.6525,12.9789,40.4849,-50.4553,90.0929,-6.8155,3.6525,-50,200,0,300,100,0,0
283,1786013966.5324,1786013966.5372,0.03341,13.2747,43.2967,-48.0000,91.1648,-5.7582,3.3069,13.3003,42.3205,-47.5034,89.4467,-6.2499,3.4114,13.3003,42.3205,-47.5034,89.4467,-6.2499,3.4114,-50,400,-350,50,50,0,0
284,1786013966.5658,1786013966.5705,0.03337,13.1868,43.3846,-48.2637,90.8132,-6.0220,3.3730,12.4513,41.9404,-46.1278,88.6199,-7.6552,3.4683,12.4513,41.9404,-46.1278,88.6199,-7.6552,3.4683,-50,50,-150,-50,-100,50,0
285,1786013966.5991,1786013966.6038,0.03336,13.1868,43.2967,-47.7363,89.9341,-6.2857,3.3069,12.6695,41.8704,-49.6517,88.8717,-8.9052,3.3458,12.6695,41.8704,-49.6517,88.8717,-8.9052,3.3458,0,-50,200,-300,-100,0,0
286,1786013966.6325,1786013966.6371,0.03341,13.2747,43.0330,-46.7692,89.6703,-6.4615,3.3069,12.9132,41.8720,-46.9817,89.2632,-7.6384,3.3470,12.9132,41.8720,-46.9817,89.2632,-7.6384,3.3470,50,-100,350,-50,-50,0,0
287,1786013966.6659,1786013966.6705,0.03337,13.1868,43.2088,-46.4176,89.4945,-7.6044,3.3069,13.3475,41.0865,-46.6512,88.2580,-8.2320,3.5494,13.3475,41.0865,-46.6512,88.2580,-8.2320,3.5494,0,50,150,-100,-500,0,0
288,1786013966.6993,1786013966.704,0.0334,13.0110,43.4725,-46.2418,89.4945,-7.8681,3.3069,12.3318,43.8177,-48.0060,88.3597,-8.6002,3.5815,12.3318,43.8177,-48.0060,88.3597,-8.6002,3.5815,-50,100,50,0,-150,0,0
289,1786013966.7327,1786013966.7373,0.03337,12.9231,43.3846,-46.1538,89.1429,-7.6044,3.3069,11.3664,39.3856,-47.8528,87.5288,-7.8910,3.2600,11.3664,39.3856,-47.8528,87.5288,-7.8910,3.2600,-50,-50,0,-200,100,0,0
290,1786013966.7661,1786013966.7703,0.0334,12.9231,43.3846,-46.5055,88.8791,-8.1319,3.3069,10.9902,40.9347,-49.4855,88.0398,-10.6822,3.4208,10.9902,40.9347,-49.4855,88.0398,-10.6822,3.4208,0,-50,-100,-100,-50,0,0
291,1786013966.7995,1786013966.8038,0.03345,12.4835,43.8242,-46.7692,88.2637,-8.1319,3.3069,12.9529,37.7476,-45.1998,88.9055,-7.9172,3.4620,12.9529,37.7476,-45.1998,88.9055,-7.9172,3.4620,-100,200,-50,-200,0,0,0
292,1786013966.8329,1786013966.8374,0.03342,12.1319,44.0879,-46.9451,88.3516,-8.5714,3.3069,11.2212,40.5998,-47.7763,88.5079,-8.5395,3.9963,11.2212,40.5998,-47.7763,88.5079,-8.5395,3.9963,-150,50,-100,150,-150,0,0
293,1786013966.8663,1786013966.8711,0.03336,11.7802,44.0000,-47.0330,88.7033,-9.4505,3.3069,11.6356,43.5935,-50.1901,88.4958,-8.7286,3.5568,11.6356,43.5935,-50.1901,88.4958,-8.7286,3.5568,-150,50,-50,150,-350,0,0
294,1786013966.8997,1786013966.9045,0.03339,11.8681,43.3846,-46.9451,88.7033,-9.2747,3.3069,10.7745,43.4714,-50.5704,87.7707,-9.3424,3.6490,10.7745,43.4714,-50.5704,87.7707,-9.3424,3.6490,50,-250,50,0,-50,0,0
295,1786013966.933,1786013966.9378,0.03335,12.2198,43.0330,-47.4725,88.7033,-9.1868,3.3069,9.7381,42.7826,-49.2245,88.4254,-8.5090,3.6985,9.7381,42.7826,-49.2245,88.4254,-8.5090,3.6985,100,-100,-250,0,50,0,0
296,1786013966.9664,1786013966.9712,0.03341,12.0440,43.4725,-48.5275,88.3516,-9.1868,3.5053,10.5842,43.6890,-50.5067,88.9695,-8.2725,3.6639,10.5842,43.6890,-50.5067,88.9695,-8.2725,3.6639,-50,50,-350,-50,0,50,0
297,1786013966.9998,1786013967.0046,0.03335,11.6923,44.1758,-48.4396,88.2637,-9.0110,3.6376,10.6037,43.8304,-50.9709,88.8594,-9.1782,3.1809,10.6037,43.8304,-50.9709,88.8594,-9.1782,3.1809,-150,250,0,-100,0,50,0
298,1786013967.0332,1786013967.0377,0.0334,10.9890,44.6154,-48.2637,88.9670,-8.5714,3.5053,10.7930,39.9129,-49.2517,87.7729,-9.8913,4.7168,10.7930,39.9129,-49.2517,87.7729,-9.8913,4.7168,-250,150,50,200,150,0,0
299,1786013967.0666,1786013967.0714,0.03344,10.8132,44.9670,-48.2637,88.7912,-9.0989,3.5714,10.8485,42.1381,-46.6889,87.8835,-9.8194,3.6369,10.8485,42.1381,-46.6889,87.8835,-9.8194,3.6369,-100,150,0,0,-250,50,0
300,1786013967.1,1786013967.2158,0.03338,10.8132,44.7033,-48.3516,88.5275,-9.2747,3.7037,6.8030,44.5533,-56.6286,88.3286,-11.7595,0.7273,6.8030,44.5533,-56.6286,88.3286,-11.7595,0.7273,0,-50,-50,-50,-50,50,1
301,1786013967.217,1786013967.2222,0.117,11.4286,44.7033,-46.6813,88.2637,-9.7143,3.8360,7.6080,44.8830,-61.9152,92.2466,-7.0306,0.2785,7.6080,44.8830,-56.6813,92.2466,-7.0306,0.2785,0,50,50,0,-50,100,1
302,1786013967.2503,1786013967.2553,0.03328,11.2527,44.7033,-46.5934,88.2637,-9.5385,3.7037,9.2163,46.3598,-60.9030,92.8069,-9.3977,0.5571,9.2163,46.3598,-56.5934,92.8069,-9.3977,0.5571,-50,0,0,0,50,-100,0
303,1786013967.2837,1786013967.2888,0.03342,10.5495,44.7912,-47.2088,89.0549,-9.5385,2.9101,9.6761,44.5544,-63.9800,94.5835,-10.8485,0.1470,9.6761,44.5544,-57.4725,94.5835,-10.8485,0.1470,-200,-50,-100,100,100,-350,0
304,1786013967.3171,1786013967.3221,0.03338,9.6703,46.1099,-49.4945,90.7253,-8.9231,1.9180,10.4463,42.1962,-63.1326,96.1692,-11.1778,0.2308,10.4463,42.1962,-59.8462,96.1692,-11.1778,0.2308,-300,400,-800,550,250,-450,0
305,1786013967.3505,1786013967.3554,0.03338,9.1429,46.8132,-51.7802,92.2198,-9.2747,1.4550,9.2832,40.3067,-62.2189,95.5788,-12.9785,0.4977,9.2832,40.3067,-62.0440,95.5788,-12.9785,0.4977,-150,250,-750,500,-150,-250,0
306,1786013967.3839,1786013967.3886,0.03344,9.1429,46.9011,-53.6264,93.8022,-10.0659,1.3889,9.5772,44.1664,-66.3772,97.0181,-14.0597,0.7170,9.5772,44.1664,-63.8901,97.0181,-14.0597,0.7170,0,0,-650,600,-300,-50,0
307,1786013967.4173,1786013967.4223,0.03341,9.4066,46.1978,-55.9121,94.4176,-11.0330,1.3889,10.8810,42.5461,-67.1117,98.7749,-11.8329,0.3451,10.8810,42.5461,-66.2637,98.7749,-11.8329,0.3451,100,-200,-750,250,-300,0,0
308,1786013967.4507,1786013967.4557,0.03334,9.7582,45.4066,-58.4615,94.8571,-12.5275,1.3889,10.9884,43.0386,-62.8721,98.4741,-11.8418,0.4316,10.9884,43.0386,-62.8721,98.4741,-11.8418,0.4316,100,-250,-850,150,-600,0,0
309,1786013967.4841,1786013967.489,0.03344,10.1099,45.3187,-60.9231,96.7033,-12.4396,1.2566,7.3510,45.4284,-66.2580,95.9853,-11.7604,0.4497,7.3510,45.4284,-66.2580,95.9853,-11.7604,0.4497,100,0,-850,500,50,-50,0
310,1786013967.5174,1786013967.522,0.03335,10.2857,45.3187,-62.4176,97.3187,-11.8242,1.2566,8.9503,41.8495,-66.2388,95.4246,-10.3411,0.4660,8.9503,41.8495,-66.2388,95.4246,-10.3411,0.4660,50,0,-500,250,350,0,0
311,1786013967.5508,1786013967.5557,0.03338,10.1978,45.6703,-63.1209,96.9670,-12.0879,1.2566,8.4027,45.1001,-66.2529,96.2597,-12.6813,0.6621,8.4027,45.1001,-66.2529,96.2597,-12.6813,0.6621,-50,100,-200,-100,-150,0,0
312,1786013967.5842,1786013967.5887,0.0334,9.7582,46.2857,-63.4725,96.1758,-11.5604,1.2566,8.0147,44.8766,-66.0808,95.8758,-11.1084,0.7703,8.0147,44.8766,-66.0808,95.8758,-11.1084,0.7703,-200,200,-150,-250,250,0,0
313,1786013967.6176,1786013967.6224,0.03342,9.2308,46.4615,-63.6484,96.2637,-11.2088,1.2566,9.5459,46.4219,-65.0143,93.7769,-11.0738,0.3691,9.5459,46.4219,-65.0143,93.7769,-11.0738,0.3691,-150,50,-50,50,150,0,0
