step,t_obs,t_cmd,dt,pos_shoulder_pan,pos_shoulder_lift,pos_elbow_flex,pos_wrist_flex,pos_wrist_roll,pos_gripper,cmd_shoulder_pan,cmd_shoulder_lift,cmd_elbow_flex,cmd_wrist_flex,cmd_wrist_roll,cmd_gripper,sent_shoulder_pan,sent_shoulder_lift,sent_elbow_flex,sent_wrist_flex,sent_wrist_roll,sent_gripper,velraw_shoulder_pan,velraw_shoulder_lift,velraw_elbow_flex,velraw_wrist_flex,velraw_wrist_roll,velraw_gripper,chunk_start
193,1786014297.8797,1786014297.8844,0.03339,32.7033,0.8352,21.0989,62.5934,1.9780,5.9524,33.4241,-2.0129,21.2552,62.7184,2.2565,7.5618,33.4241,-2.0129,21.2552,62.7184,2.2565,7.5618,-100,0,50,0,0,300,0
194,1786014297.9131,1786014297.9177,0.03341,32.7033,0.8352,21.1868,62.5934,2.1538,6.4153,33.5208,-2.1811,21.1966,62.7253,2.4248,7.6631,33.5208,-2.1811,21.1966,62.7253,2.4248,7.6631,0,0,0,0,0,250,0
195,1786014297.9465,1786014297.9512,0.03338,33.0549,0.8352,21.2747,62.5934,1.9780,6.8122,33.4807,-2.1875,21.5267,62.6526,2.2771,7.6276,33.4807,-2.1875,21.5267,62.6526,2.2771,7.6276,150,0,0,0,-50,200,0
196,1786014297.9799,1786014297.9845,0.03342,33.4066,0.8352,21.3626,62.5934,1.9780,7.0767,33.4568,-2.3180,22.0258,62.5215,2.3051,7.5425,33.4568,-2.3180,22.0258,62.5215,2.3051,7.5425,150,0,50,0,0,100,0
197,1786014298.0133,1786014298.018,0.03336,33.4066,0.8352,21.5385,62.5934,1.9780,7.2090,33.3469,-2.6856,22.1796,62.2697,1.9686,7.4987,33.3469,-2.6856,22.1796,62.2697,1.9686,7.4987,0,0,50,0,0,50,0
198,1786014298.0467,1786014298.0513,0.03341,33.4066,0.8352,21.9780,62.5934,1.9780,7.2751,33.5370,-2.7246,22.5218,62.0869,1.9655,7.4068,33.5370,-2.7246,22.5218,62.0869,1.9655,7.4068,0,0,100,0,0,0,0
199,1786014298.0801,1786014298.0847,0.03337,33.1429,0.7473,22.2418,62.5934,1.9780,7.2751,33.4214,-3.0022,22.4895,61.9613,1.8656,7.1808,33.4214,-3.0022,22.4895,61.9613,1.8656,7.1808,-100,-50,50,0,0,0,0
200,1786014298.1134,1786014298.3442,0.03338,32.9670,0.6593,22.3297,62.5055,1.9780,7.2090,35.1452,4.0144,21.5186,63.7199,4.2375,8.5653,35.1452,4.0144,21.5186,63.7199,4.2375,8.5653,-50,-50,50,-50,0,-50,1
201,1786014298.3454,1786014298.3506,0.23192,33.2308,0.3077,22.5934,62.3297,1.9780,7.2090,36.1529,4.0745,21.5979,63.6604,4.2952,8.0158,36.1529,4.0745,21.5979,63.6604,4.2952,8.0158,0,0,0,0,0,0,1
202,1786014298.3787,1786014298.3835,0.03336,33.2308,0.3077,22.5934,62.3297,1.9780,7.2090,36.4722,3.9079,21.1097,63.8626,4.3658,7.7282,36.4722,3.9079,21.1097,63.8626,4.3658,7.7282,0,0,0,0,0,0,0
203,1786014298.4121,1786014298.4168,0.0334,33.7582,0.4835,22.5934,62.8571,2.5934,7.4735,37.1928,3.7263,21.5749,63.7741,4.7340,7.6599,37.1928,3.7263,21.5749,63.7741,4.7340,7.6599,100,50,0,150,100,100,0
204,1786014298.4455,1786014298.4502,0.03338,34.7253,1.8022,22.5055,63.3846,3.6484,7.5397,37.4766,3.4951,21.7400,63.7316,4.8423,7.6955,37.4766,3.4951,21.7400,63.7316,4.8423,7.6955,300,500,-50,100,350,0,0
205,1786014298.4789,1786014298.4836,0.03342,35.8681,3.3846,22.5055,63.1209,3.7363,7.5397,37.9263,3.4139,22.0120,63.8482,4.9807,7.8273,37.9263,3.4139,22.0120,63.8482,4.9807,7.8273,400,600,0,0,50,0,0
206,1786014298.5123,1786014298.5171,0.0334,36.6593,3.7363,22.6813,63.4725,4.0879,7.5397,37.9380,3.1108,22.3145,63.6972,5.1672,7.8607,37.9380,3.1108,22.3145,63.6972,5.1672,7.8607,350,100,50,150,150,0,0
207,1786014298.5457,1786014298.5505,0.03337,37.0989,3.5604,22.5055,63.5604,4.4396,7.5397,38.2928,2.8230,22.6738,63.6607,4.9285,8.0450,38.2928,2.8230,22.6738,63.6607,4.9285,8.0450,150,-100,0,0,100,0,0
208,1786014298.579,1786014298.5837,0.03335,37.0989,3.3846,22.4176,63.1209,4.5275,7.6720,38.3856,2.1866,23.1448,63.5650,4.7064,8.2398,38.3856,2.1866,23.1448,63.5650,4.7064,8.2398,-50,-100,-50,-100,50,100,0
209,1786014298.6125,1786014298.6171,0.03341,37.2747,3.5604,22.5934,63.5604,4.5275,7.7381,38.5258,2.1410,23.4968,63.5827,4.8810,8.7020,38.5258,2.1410,23.4968,63.5827,4.8810,8.7020,0,100,100,50,0,50,0
210,1786014298.6459,1786014298.6515,0.03344,37.7143,3.6484,23.2967,63.6484,4.6154,7.7381,38.5040,1.6611,23.8963,63.4684,4.4714,9.6101,38.5040,1.6611,23.8963,63.4684,4.4714,9.6101,150,0,200,0,50,-50,0
211,1786014298.6793,1786014298.6847,0.03343,38.1538,3.6484,23.3846,63.6484,4.6154,8.1349,38.5916,1.6956,24.4648,63.5405,4.7583,11.2895,38.5916,1.6956,24.4648,63.5405,4.7583,11.2895,100,0,50,0,0,200,0
212,1786014298.7126,1786014298.7171,0.03331,38.2418,3.5604,23.8242,63.3846,4.6154,8.7302,38.0690,0.9294,24.6255,63.5925,4.3256,13.3883,38.0690,0.9294,24.6255,63.5925,4.3256,13.3883,50,-50,150,-150,0,200,0
213,1786014298.746,1786014298.751,0.0334,37.8901,3.5604,24.2637,63.3846,4.7033,9.7222,37.6585,0.6832,24.9276,63.6451,4.1383,16.0766,37.6585,0.6832,24.9276,63.6451,4.1383,16.0766,-150,0,150,0,0,450,0
214,1786014298.7794,1786014298.7841,0.03339,37.8022,3.3846,24.4396,63.4725,4.6154,11.0450,37.3674,0.2227,25.3260,63.6483,4.4724,18.1525,37.3674,0.2227,25.3260,63.6483,4.4724,18.1525,-50,-50,50,50,-50,650,0
215,1786014298.8128,1786014298.8172,0.03336,37.8022,3.2088,24.7912,63.2967,4.4396,12.8307,36.9646,-0.1877,25.3753,63.7714,4.4458,19.9026,36.9646,-0.1877,25.3753,63.7714,4.4458,19.9026,0,-50,100,-50,0,700,0
216,1786014298.8462,1786014298.851,0.03342,37.8022,2.9451,25.1429,63.2967,4.4396,14.8148,36.7099,-0.6949,25.5227,63.9993,4.5217,21.1245,36.7099,-0.6949,25.5227,63.9993,4.5217,21.1245,0,-100,100,0,0,950,0
217,1786014298.8796,1786014298.8844,0.03338,37.8022,2.5934,25.2308,63.4725,4.4396,16.7328,36.5711,-0.9203,25.5761,63.9143,4.7577,21.8565,36.5711,-0.9203,25.5761,63.9143,4.7577,21.8565,0,-100,0,50,0,900,0
218,1786014298.913,1786014298.918,0.03344,37.3626,2.3297,25.4945,63.2967,4.4396,18.4524,36.4675,-1.2431,26.0185,64.0039,4.1223,22.3672,36.4675,-1.2431,26.0185,64.0039,4.1223,22.3672,-100,-100,100,-100,0,800,0
219,1786014298.9464,1786014298.9512,0.03333,37.0989,2.0659,25.5824,63.7363,4.4396,19.7751,36.2642,-1.3532,26.2887,64.0862,3.7745,22.7558,36.2642,-1.3532,26.2887,64.0862,3.7745,22.7558,-100,-100,50,250,0,600,0
220,1786014298.9798,1786014298.9846,0.0334,36.8352,1.8022,25.8462,63.4725,4.3516,20.6349,36.4282,-1.5485,26.2789,64.0064,3.9393,22.9978,36.4282,-1.5485,26.2789,64.0064,3.9393,22.9978,-100,-100,50,-100,-50,400,0
221,1786014299.0131,1786014299.018,0.03338,36.6593,1.5385,26.1978,63.7363,4.2637,21.4286,36.2542,-1.6322,26.6694,64.2035,3.3692,23.2284,36.2542,-1.6322,26.6694,64.2035,3.3692,23.2284,-50,-50,100,-100,-50,350,0
222,1786014299.0466,1786014299.0514,0.03344,36.5714,1.4505,26.2857,63.8242,4.2637,21.9577,36.1629,-1.5390,27.1616,64.1594,3.2684,23.2698,36.1629,-1.5390,27.1616,64.1594,3.2684,23.2698,-50,-50,50,50,0,200,0
223,1786014299.0799,1786014299.0847,0.03335,36.5714,1.3626,26.4615,63.5604,3.9121,22.3545,36.0988,-1.3773,27.1984,64.2045,3.2018,23.2840,36.0988,-1.3773,27.1984,64.2045,3.2018,23.2840,0,0,0,-100,-100,200,0
224,1786014299.1133,1786014299.1181,0.0334,36.5714,1.2747,26.9011,63.6484,3.7363,22.6190,35.9676,-1.2443,26.8664,64.1591,3.5826,23.3041,35.9676,-1.2443,26.8664,64.1591,3.5826,23.3041,0,0,150,-50,-50,100,0
225,1786014299.1467,1786014299.1514,0.0334,36.4835,1.2747,27.0769,64.0000,3.5604,22.8175,35.9174,-1.1864,27.4809,64.0768,3.8488,23.2577,35.9174,-1.1864,27.4809,64.0768,3.8488,23.2577,0,0,50,200,-100,100,0
226,1786014299.1801,1786014299.1848,0.03338,36.3956,1.2747,27.0769,63.9121,3.5604,22.9497,35.8512,-1.2024,27.3345,64.0878,3.7258,23.2202,35.8512,-1.2024,27.3345,64.0878,3.7258,23.2202,-50,0,0,0,0,50,0
227,1786014299.2135,1786014299.2185,0.03341,36.3956,1.2747,27.1648,63.9121,3.5604,23.0159,35.8392,-1.0584,27.4781,63.9955,3.5236,23.1213,35.8392,-1.0584,27.4781,63.9955,3.5236,23.1213,0,0,50,-50,0,50,0
228,1786014299.2469,1786014299.2516,0.03341,36.3956,1.1868,27.3407,64.0000,3.5604,23.0159,35.7225,-0.8378,27.6426,63.9257,3.7739,23.0401,35.7225,-0.8378,27.6426,63.9257,3.7739,23.0401,0,-50,0,50,0,0,0
229,1786014299.2803,1786014299.285,0.03333,36.3077,1.0989,27.3407,64.0000,3.5604,23.0159,35.8486,-0.6771,27.9071,63.9757,3.4484,22.9042,35.8486,-0.6771,27.9071,63.9757,3.4484,22.9042,0,-50,50,0,0,0,0
230,1786014299.3137,1786014299.3183,0.03342,36.1319,1.0989,27.5165,64.0000,3.5604,23.0159,35.9464,-0.3972,27.5167,64.0236,4.0108,22.7994,35.9464,-0.3972,27.5167,64.0236,4.0108,22.7994,-50,0,100,0,0,0,0
231,1786014299.3471,1786014299.3517,0.03339,36.1319,1.0989,27.6923,64.0000,3.5604,23.0159,36.0117,-0.1385,27.0404,63.9053,4.5016,22.5919,36.0117,-0.1385,27.0404,63.9053,4.5016,22.5919,-50,0,0,0,0,0,0
232,1786014299.3804,1786014299.3851,0.03335,36.0440,1.0989,27.6923,64.0000,3.7363,23.0159,36.0057,-0.1104,26.9203,63.8793,4.8186,22.3590,36.0057,-0.1104,26.9203,63.8793,4.8186,22.3590,-50,0,0,0,50,0,0
233,1786014299.4139,1786014299.4185,0.03347,36.1319,1.0989,27.6923,64.0000,4.0000,22.8175,35.9963,0.2486,26.5702,63.8932,5.0046,22.3270,35.9963,0.2486,26.5702,63.8932,5.0046,22.3270,50,0,0,0,150,-100,0
234,1786014299.4473,1786014299.452,0.03335,36.1319,1.0989,27.6923,64.0000,4.2637,22.6852,36.0139,0.3858,26.4693,63.8905,5.0393,22.2410,36.0139,0.3858,26.4693,63.8905,5.0393,22.2410,0,0,0,0,100,-100,0
235,1786014299.4807,1786014299.4852,0.0334,36.0440,1.0989,27.6923,64.0000,4.4396,22.5529,36.0571,0.4432,25.8880,63.8556,5.3453,22.2134,36.0571,0.4432,25.8880,63.8556,5.3453,22.2134,-50,0,0,0,50,-50,0
236,1786014299.514,1786014299.5185,0.03338,36.0440,1.0989,27.6923,64.0000,4.6154,22.4868,36.2768,0.8874,25.7151,63.8437,5.5858,22.4008,36.2768,0.8874,25.7151,63.8437,5.5858,22.4008,0,0,0,0,50,0,0
237,1786014299.5475,1786014299.552,0.03342,36.0440,1.0989,27.5165,64.0000,4.8791,22.4206,36.3197,0.9394,25.6203,63.9382,5.8306,22.4453,36.3197,0.9394,25.6203,63.9382,5.8306,22.4453,0,0,-100,0,100,0,0
238,1786014299.5808,1786014299.5853,0.03335,36.1319,1.1868,27.3407,64.0000,5.1429,22.4868,36.3868,1.1635,24.9217,64.2278,5.7673,22.5729,36.3868,1.1635,24.9217,64.2278,5.7673,22.5729,0,0,-50,0,100,50,0
239,1786014299.6142,1786014299.6186,0.0334,36.1319,1.2747,27.1648,64.0000,5.3187,22.4868,36.3656,1.5878,24.7571,64.1607,6.0509,22.7106,36.3656,1.5878,24.7571,64.1607,6.0509,22.7106,0,0,-50,0,100,0,0
240,1786014299.6476,1786014299.652,0.03343,36.1319,1.2747,26.9890,64.0000,5.3187,22.4868,36.4365,2.0940,24.1210,64.3236,6.0830,22.6710,36.4365,2.0940,24.1210,64.3236,6.0830,22.6710,0,0,-100,0,0,0,0
241,1786014299.681,1786014299.6854,0.03339,36.1319,1.5385,26.6374,64.0000,5.5824,22.4868,36.5954,2.3377,23.6205,64.5286,6.1584,22.5139,36.5954,2.3377,23.6205,64.5286,6.1584,22.5139,0,100,-100,0,100,0,0
242,1786014299.7144,1786014299.7187,0.03339,36.1319,1.9780,26.1099,64.0879,5.6703,22.4868,36.5329,3.0454,22.9743,64.9453,6.0633,21.8216,36.5329,3.0454,22.9743,64.9453,6.0633,21.8216,0,150,-150,0,0,0,0
243,1786014299.7478,1786014299.7525,0.03341,36.1319,2.3297,25.6703,64.1758,5.6703,22.4868,36.5576,3.5633,21.7390,65.4758,6.2372,20.4716,36.5576,3.5633,21.7390,65.4758,6.2372,20.4716,0,100,-150,50,0,0,0
244,1786014299.7812,1786014299.786,0.03334,36.2198,2.8571,25.0549,64.5275,5.6703,22.2222,36.7482,4.0492,20.5519,65.9994,6.9078,17.5603,36.7482,4.0492,20.5519,65.9994,6.9078,17.5603,50,150,-200,100,0,-100,0
245,1786014299.8146,1786014299.8192,0.03338,36.2198,3.4725,24.2637,64.9670,5.9341,21.4947,36.9659,4.5964,19.7529,66.3556,6.9061,14.1798,36.9659,4.5964,19.7529,66.3556,6.9061,14.1798,0,200,-250,150,100,-350,0
246,1786014299.848,1786014299.8529,0.03344,36.2198,4.0000,23.2967,65.3187,6.1978,20.2381,36.9878,5.7547,18.9874,66.2401,7.0367,9.8184,36.9878,5.7547,18.9874,66.2401,7.0367,9.9735,0,150,-350,150,50,-550,0
247,1786014299.8813,1786014299.8865,0.03334,36.3077,4.5275,22.5055,65.6703,6.4615,18.1217,37.0275,6.5704,18.4660,65.9706,7.2918,5.7629,37.0275,6.5704,18.4660,65.9706,7.2918,7.7910,0,200,-250,100,100,-900,0
248,1786014299.9147,1786014299.9194,0.03341,36.3077,5.3187,21.7143,65.7582,6.5495,15.5423,37.0074,7.1789,17.5987,65.7708,7.7200,3.2242,37.0074,7.1789,17.5987,65.7708,7.7200,5.1455,0,300,-250,0,50,-1250,0
249,1786014299.9482,1786014299.953,0.03344,36.4835,6.1978,21.0110,65.7582,6.8132,12.8307,36.9376,7.4307,17.0949,65.4700,6.5857,1.8802,36.9376,7.4307,17.0949,65.4700,6.5857,2.3677,50,300,-250,0,100,-1200,0
250,1786014299.9815,1786014300.2085,0.03335,36.4835,6.8132,20.3077,65.7582,7.0769,10.1852,33.8255,10.1617,16.8764,66.3184,7.2595,15.7372,33.8255,10.1617,16.8764,66.3184,7.2595,12.9101,0,200,-300,0,100,-1250,1
251,1786014300.2096,1786014300.2147,0.2281,36.5714,7.3407,19.2527,65.7582,6.7253,2.9101,33.4529,9.7847,17.7005,66.4190,8.4742,12.4898,33.4529,9.7847,17.7005,66.4190,8.4742,12.4898,0,0,0,0,0,-50,1
252,1786014300.243,1786014300.2477,0.03332,36.5714,7.4286,19.2527,65.7582,6.7253,2.7778,33.6340,9.3738,19.3958,65.9704,10.2205,8.5478,33.6340,9.3738,19.3958,65.9704,10.2205,8.5478,0,0,0,0,0,-100,0
253,1786014300.2763,1786014300.281,0.03337,36.3077,8.2198,19.0769,65.9341,7.2527,3.2407,32.5268,7.9084,19.9979,64.0551,10.0503,0.3419,32.5268,7.9084,19.9979,64.0551,10.0503,0.3419,0,250,-50,100,200,200,0
254,1786014300.3097,1786014300.3142,0.03337,35.2527,8.7473,19.3407,65.9341,8.7473,4.8280,32.6102,8.3128,20.0461,64.9494,10.2786,0.7192,32.6102,8.3128,20.0461,64.9494,10.2786,0.7192,-300,250,50,0,550,850,0
255,1786014300.3431,1786014300.3476,0.03344,34.5495,8.5714,19.6923,65.4945,9.2747,6.4153,33.0061,8.5051,20.4706,65.7472,10.7566,3.0179,33.0061,8.5051,20.4706,65.7472,10.7566,3.0179,-250,-50,150,0,300,800,0
256,1786014300.3765,1786014300.381,0.03334,34.0220,8.4835,19.7802,64.9670,9.5385,6.8783,33.0053,8.2871,19.8594,65.8598,10.7096,3.2137,33.0053,8.2871,19.8594,65.8598,10.7096,3.2137,-200,-100,50,-200,50,250,0
257,1786014300.4099,1786014300.4144,0.03343,33.8462,8.5714,19.7802,65.0549,9.9780,6.2169,33.1219,8.5828,19.2524,66.5195,10.5063,4.2834,33.1219,8.5828,19.2524,66.5195,10.5063,4.2834,-50,50,0,50,150,-500,0
258,1786014300.4432,1786014300.4477,0.03334,33.7582,8.5714,19.7802,65.3187,9.9780,4.8280,33.3898,9.1802,18.1252,67.7417,9.8381,5.5004,33.3898,9.1802,18.1252,67.7417,9.8381,5.5004,-50,0,0,100,50,-650,0
259,1786014300.4766,1786014300.4811,0.03338,33.7582,8.5714,19.6044,65.6703,9.9780,4.2328,33.4838,9.2723,16.9923,68.6946,9.6994,5.9850,33.4838,9.2723,16.9923,68.6946,9.6994,5.9850,0,0,0,100,0,-300,0
260,1786014300.51,1786014300.5145,0.03342,33.7582,8.8352,19.0769,66.3736,10.0659,4.4974,33.2281,9.5618,16.1710,69.4570,9.3204,6.4599,33.2281,9.5618,16.1710,69.4570,9.3204,6.4599,0,50,-150,250,0,200,0
261,1786014300.5434,1786014300.548,0.03336,33.7582,9.0989,18.2857,67.2527,9.7143,5.2910,33.1988,9.7207,15.1502,70.5977,9.1368,6.9506,33.1988,9.7207,15.1502,70.5977,9.1368,6.9506,0,150,-250,250,-50,350,0
262,1786014300.5768,1786014300.5812,0.03337,33.5824,9.4505,17.5824,67.9560,9.5385,5.7540,33.0371,10.0419,14.4296,71.1594,8.6265,7.7873,33.0371,10.0419,14.4296,71.1594,8.6265,7.7873,-50,150,-200,250,-50,200,0
263,1786014300.6101,1786014300.6145,0.03337,33.5824,9.7143,16.8791,68.9231,9.5385,6.2169,32.7076,9.8042,13.6349,71.7588,8.0078,8.7815,32.7076,9.8042,13.6349,71.7588,8.0078,8.7815,0,100,-250,350,0,200,0
264,1786014300.6436,1786014300.648,0.03342,33.4945,9.8901,16.3516,69.7143,9.0989,6.8122,32.6438,10.1053,13.0370,72.8273,7.7094,10.1625,32.6438,10.1053,13.0370,72.8273,7.7094,10.1625,0,50,-150,250,-100,250,0
265,1786014300.6769,1786014300.6812,0.03337,33.3187,9.9780,15.7363,70.5055,8.6593,7.6058,32.5291,10.0909,12.2719,73.8551,7.5936,11.4923,32.5291,10.0909,12.2719,73.8551,7.5936,11.4923,-50,50,-200,300,-150,400,0
266,1786014300.7103,1786014300.7146,0.03337,33.1429,10.3297,15.2088,71.2967,8.3077,8.5979,32.2705,10.0174,11.9635,74.5079,7.5407,12.4898,32.2705,10.0174,11.9635,74.5079,7.5407,12.4898,-50,100,-200,300,-150,450,0
267,1786014300.7438,1786014300.7481,0.03344,32.9670,10.4176,14.7692,72.4396,8.0440,9.7884,31.9819,9.9334,11.2579,75.5149,7.1681,13.0671,31.9819,9.9334,11.2579,75.5149,7.1681,13.0671,-50,50,-150,350,-100,550,0
268,1786014300.7771,1786014300.7814,0.03335,32.7033,10.4176,14.4176,73.3187,7.8681,10.8466,31.9100,10.1848,10.5913,76.4381,6.8051,13.2040,31.9100,10.1848,10.5913,76.4381,6.8051,13.2040,-100,0,-100,400,-50,500,0
269,1786014300.8105,1786014300.8148,0.03336,32.4396,10.4176,13.8901,74.1099,7.6044,11.5741,31.4725,9.8534,10.2979,77.2012,6.1453,13.2511,31.4725,9.8534,10.2979,77.2012,6.1453,13.2511,-50,0,-150,300,-100,350,0
270,1786014300.8439,1786014300.8483,0.03346,32.2637,10.5055,13.1868,74.9890,7.1648,12.1693,31.2216,9.7328,9.7754,78.2065,5.6199,13.1358,31.2216,9.7328,9.7754,78.2065,5.6199,13.1358,-100,0,-200,300,-150,250,0
271,1786014300.8773,1786014300.882,0.03335,32.0000,10.5055,12.8352,75.7802,6.8132,12.4339,31.1548,9.7907,8.7789,79.4171,5.2890,12.9055,31.1548,9.7907,8.7789,79.4171,5.2890,12.9055,-100,0,-100,300,-150,150,0
272,1786014300.9107,1786014300.9155,0.03338,31.7363,10.5055,12.3077,76.7473,6.2857,12.5661,30.9309,9.6318,7.9173,81.2634,4.7271,12.5849,30.9309,9.6318,7.9173,81.2634,4.7271,12.5849,-100,0,-150,350,-150,50,0
273,1786014300.9441,1786014300.9492,0.03344,31.5604,10.5055,11.6044,77.8022,5.8462,12.5661,30.6871,10.0455,7.4873,82.3463,4.1238,12.1692,30.6871,10.0455,7.4873,82.3463,4.1238,12.1692,-100,0,-200,350,-150,0,0
274,1786014300.9775,1786014300.9823,0.03336,31.3846,10.5055,10.8132,79.0330,5.4066,12.6323,30.4207,9.7878,5.6666,84.0006,3.7707,11.5805,30.4207,9.7878,5.6666,84.0006,3.7707,11.5805,-100,0,-300,450,-150,0,0
275,1786014301.0108,1786014301.0156,0.03338,31.2088,10.5055,10.1099,80.5275,4.8791,12.5661,30.1549,9.3028,4.1546,85.3440,2.9023,10.6726,30.1549,9.3028,4.1546,85.3440,2.9023,10.6726,-50,0,-250,450,-200,0,0
276,1786014301.0442,1786014301.0491,0.0334,30.9451,10.5055,9.2308,81.9341,4.4396,12.1032,29.5962,8.6800,2.6385,86.1722,1.7934,9.2169,29.5962,8.6800,2.6385,86.1722,1.7934,9.2169,-100,0,-300,450,-150,-200,0
277,1786014301.0776,1786014301.0825,0.03338,30.6813,10.5055,7.8242,83.1648,3.8242,11.5079,28.7344,8.3749,0.9840,87.1016,0.7688,7.8274,28.7344,8.3749,0.9840,87.1016,0.7688,7.8274,-50,0,-450,500,-200,-250,0
278,1786014301.111,1786014301.116,0.03337,30.3297,10.5055,6.4176,84.2198,2.9451,10.5820,28.0008,7.7589,-0.3198,88.0670,0.0265,6.4964,28.0008,7.7589,-0.3198,88.0670,0.0265,6.4964,-150,0,-500,350,-300,-500,0
279,1786014301.1444,1786014301.1495,0.03345,29.7143,10.4176,4.8352,85.3626,1.9780,9.3915,27.0623,6.5906,-1.5388,89.0885,-0.7535,5.2993,27.0623,6.5906,-1.5388,89.0885,-0.7535,5.2993,-200,-50,-500,400,-300,-550,0
280,1786014301.1778,1786014301.1827,0.03337,29.0989,10.4176,3.4286,86.3297,1.1868,8.2011,25.8856,5.8827,-2.4711,90.2125,-1.1093,4.4102,25.8856,5.8827,-2.4711,90.2125,-1.1093,4.4102,-200,0,-450,300,-300,-550,0
281,1786014301.2112,1786014301.216,0.03342,28.3077,10.3297,2.1978,87.3846,0.3956,6.9444,24.9145,4.7913,-4.6513,91.0296,-1.5294,3.8539,24.9145,4.7913,-4.6513,91.0296,-1.5294,3.8539,-300,-50,-450,350,-250,-550,0
282,1786014301.2446,1786014301.2494,0.03337,27.3407,9.7143,1.0549,88.5275,-0.1319,5.8201,23.8339,3.6578,-6.1384,91.5451,-2.0378,3.5573,23.8339,3.6578,-6.1384,91.5451,-2.0378,3.5573,-300,-200,-400,400,-200,-450,0
283,1786014301.278,1786014301.2826,0.03337,26.4615,9.0110,-0.1758,89.6703,-0.6593,5.0926,22.6517,2.7329,-6.8378,92.0982,-2.5345,3.6292,22.6517,2.7329,-6.8378,92.0982,-2.5345,3.6292,-350,-250,-450,450,-200,-350,0
284,1786014301.3113,1786014301.3158,0.03338,25.4066,8.1319,-1.8462,90.3736,-1.1868,4.4974,21.5384,1.5985,-8.8005,92.3928,-2.4779,3.7386,21.5384,1.5985,-8.8005,92.3928,-2.4779,3.7386,-300,-300,-550,300,-200,-250,0
285,1786014301.3447,1786014301.3492,0.03338,24.3516,7.0769,-3.1648,90.7253,-1.7143,4.2328,20.2523,0.9912,-9.9715,92.6575,-3.1350,3.7215,20.2523,0.9912,-9.9715,92.6575,-3.1350,3.7215,-350,-350,-450,150,-200,-100,0
286,1786014301.3781,1786014301.3825,0.03338,23.2967,5.9341,-4.3956,91.6923,-1.8901,4.0344,19.0475,0.1156,-11.5312,92.7273,-3.3316,3.6894,19.0475,0.1156,-11.5312,92.7273,-3.3316,3.6894,-350,-400,-450,350,-50,-50,0
287,1786014301.4115,1786014301.4159,0.03337,22.1538,5.1429,-5.9780,91.8681,-2.5055,4.0344,17.4474,-0.7388,-13.0613,92.7125,-3.9483,3.7424,17.4474,-0.7388,-13.0613,92.7125,-3.9483,3.7424,-400,-250,-500,100,-150,0,0
288,1786014301.4449,1786014301.4496,0.03346,20.8352,4.3516,-7.3846,92.2198,-2.9451,3.9683,16.0450,-1.0892,-14.3745,92.3787,-4.2785,3.8187,16.0450,-1.0892,-14.3745,92.3787,-4.2785,3.8187,-450,-300,-450,100,-100,-50,0
289,1786014301.4783,1786014301.4838,0.0334,19.6044,3.5604,-8.9670,92.3956,-3.1209,3.8360,14.5184,-1.7049,-16.2240,91.8493,-4.5297,3.8778,14.5184,-1.7049,-16.2240,91.8493,-4.5297,3.8778,-450,-300,-550,0,-100,-100,0
290,1786014301.5116,1786014301.5165,0.03333,18.1978,2.8571,-10.4615,92.2198,-3.8242,3.9021,12.9308,-1.8000,-17.7960,91.2181,-4.6871,3.9804,12.9308,-1.8000,-17.7960,91.2181,-4.6871,3.9804,-450,-200,-500,-50,-350,50,0
291,1786014301.5451,1786014301.55,0.03342,16.7912,2.2418,-11.8681,92.3077,-3.9121,3.9021,11.2508,-2.1580,-19.2586,90.2073,-5.2712,4.0418,11.2508,-2.1580,-19.2586,90.2073,-5.2712,4.0418,-500,-200,-500,0,-50,0,0
292,1786014301.5784,1786014301.5828,0.03332,15.2967,1.8022,-13.4505,91.9560,-4.1758,3.9021,9.7080,-1.9896,-20.3631,88.8812,-4.9033,4.0592,9.7080,-1.9896,-20.3631,88.8812,-4.9033,4.0592,-500,-200,-600,-100,-50,0,0
293,1786014301.6118,1786014301.6162,0.03342,13.8901,1.4505,-15.1209,91.2527,-4.6154,3.9021,8.0713,-2.7705,-21.9996,87.4376,-5.8397,3.9921,8.0713,-2.7705,-21.9996,87.4376,-5.8397,3.9921,-500,-150,-550,-250,-100,0,0
294,1786014301.6452,1786014301.6495,0.03337,12.2198,1.1868,-16.5275,90.2857,-4.7033,3.9021,6.4455,-2.8441,-23.3496,85.2302,-5.7522,4.0090,6.4455,-2.8441,-23.3496,85.2302,-5.7522,4.0090,-550,-100,-500,-350,0,0,0
295,1786014301.6786,1786014301.6828,0.03338,10.5495,0.7473,-17.7582,89.2308,-4.8791,3.8360,4.8630,-2.3942,-24.6570,83.4684,-6.1882,4.0172,4.8630,-2.3942,-24.6570,83.4684,-6.1882,4.0172,-550,-150,-400,-400,0,0,0
296,1786014301.7119,1786014301.7163,0.03336,8.9670,0.6593,-19.3407,87.6484,-5.2308,3.7698,3.3696,-2.2901,-25.3161,81.8464,-6.0670,4.0149,3.3696,-2.2901,-25.3161,81.8464,-6.0670,4.0149,-550,-50,-500,-400,-100,0,0
297,1786014301.7453,1786014301.75,0.03343,7.4725,0.4835,-20.6593,85.9780,-5.4945,3.7698,2.2611,-1.1956,-26.0637,80.5121,-6.5382,4.1396,2.2611,-1.1956,-26.0637,80.5121,-6.5382,4.1396,-550,-50,-450,-600,-100,0,0
