step,t_obs,t_cmd,dt,pos_shoulder_pan,pos_shoulder_lift,pos_elbow_flex,pos_wrist_flex,pos_wrist_roll,pos_gripper,cmd_shoulder_pan,cmd_shoulder_lift,cmd_elbow_flex,cmd_wrist_flex,cmd_wrist_roll,cmd_gripper,sent_shoulder_pan,sent_shoulder_lift,sent_elbow_flex,sent_wrist_flex,sent_wrist_roll,sent_gripper,velraw_shoulder_pan,velraw_shoulder_lift,velraw_elbow_flex,velraw_wrist_flex,velraw_wrist_roll,velraw_gripper,chunk_start
90,1786014294.047,1786014294.0515,0.03335,33.2308,7.8681,17.7582,72.1758,-19.8242,28.4392,33.9595,5.6778,18.2987,71.2987,-19.1022,28.5800,33.9595,5.6778,18.2987,71.2987,-19.1022,28.5800,0,0,50,-50,0,0,0
91,1786014294.0804,1786014294.0853,0.03341,33.2308,7.8681,17.9341,71.6484,-19.7363,28.4392,33.8686,5.9708,18.3711,70.8767,-19.7551,28.5079,33.8686,5.9708,18.3711,70.8767,-19.7551,28.5079,0,0,50,-150,0,0,0
92,1786014294.1139,1786014294.1184,0.03346,33.2308,7.7802,18.2857,71.8242,-19.7363,28.4392,33.6490,5.7644,19.2147,70.6367,-19.6958,28.4615,33.6490,5.7644,19.2147,70.6367,-19.6958,28.4615,0,0,100,0,0,0,0
93,1786014294.1472,1786014294.1518,0.03335,33.2308,7.8681,18.4615,71.5604,-19.7363,28.4392,33.6402,5.3835,18.8678,70.5419,-19.4054,28.4563,33.6402,5.3835,18.8678,70.5419,-19.4054,28.4563,0,50,50,-100,0,0,0
94,1786014294.1806,1786014294.1851,0.03338,33.2308,7.8681,18.8132,70.8571,-19.7363,28.4392,33.7548,5.9142,19.5466,70.3996,-19.2425,28.3678,33.7548,5.9142,19.5466,70.3996,-19.2425,28.3678,0,0,150,-200,0,0,0
95,1786014294.214,1786014294.2185,0.0334,33.4066,7.7802,18.9011,71.1209,-19.7363,28.4392,33.7969,6.0757,19.7571,70.0842,-19.2748,28.3905,33.7969,6.0757,19.7571,70.0842,-19.2748,28.3905,50,0,0,0,0,0,0
96,1786014294.2474,1786014294.2521,0.03338,33.4066,7.7802,19.4286,70.5055,-19.7363,28.6376,33.7378,6.0314,20.5905,69.8614,-19.4878,28.1749,33.7378,6.0314,20.5905,69.8614,-19.4878,28.1749,0,0,150,-100,0,100,0
97,1786014294.2807,1786014294.2853,0.03337,33.4066,7.7802,19.6923,70.4176,-19.7363,28.6376,33.7896,6.4216,20.1322,69.8523,-19.1551,28.0305,33.7896,6.4216,20.1322,69.8523,-19.1551,28.0305,0,0,50,0,0,0,0
98,1786014294.3142,1786014294.3186,0.03343,33.4066,7.7802,20.0440,70.1538,-19.7363,28.5053,33.9173,6.3553,20.1880,69.6878,-19.0617,27.6583,33.9173,6.3553,20.1880,69.6878,-19.0617,27.6583,0,0,150,-100,0,-50,0
99,1786014294.3476,1786014294.352,0.0334,33.4945,7.6923,20.2198,69.9780,-19.6484,28.3069,33.9708,6.9037,20.4363,69.3980,-18.9604,27.0988,33.9708,6.9037,20.4363,69.3980,-18.9604,27.0988,50,0,100,0,0,-50,0
100,1786014294.381,1786014294.6073,0.0334,33.4945,7.6923,20.2198,69.8022,-19.5604,28.0423,32.7519,6.8076,15.8103,72.1840,-18.4511,25.8428,32.7519,6.8076,15.8103,72.1840,-18.4511,25.8428,0,0,0,0,0,-150,1
101,1786014294.6084,1786014294.6134,0.22742,33.5824,7.6923,20.3077,69.5385,-19.3846,27.4471,32.9171,6.2829,16.5799,72.1313,-18.3247,25.5997,32.9171,6.2829,16.5799,72.1313,-18.3247,25.5997,0,0,0,0,0,0,1
102,1786014294.6417,1786014294.6462,0.03335,33.5824,7.6923,20.3077,69.5385,-19.2967,27.3810,33.1531,7.3435,17.1644,72.2897,-18.2027,25.3483,33.1531,7.3435,17.1644,72.2897,-18.2027,25.3483,0,0,0,0,0,0,0
103,1786014294.6751,1786014294.6797,0.03338,33.4945,7.6923,19.7802,70.0659,-19.0330,26.7857,33.2570,7.1505,17.6994,71.9503,-17.9436,25.1679,33.2570,7.1505,17.6994,71.9503,-17.9436,25.1679,-50,0,-200,300,150,-200,0
104,1786014294.7085,1786014294.7128,0.03336,33.3187,7.8681,18.9890,71.0330,-18.6813,26.0582,33.3037,8.0470,17.9475,71.8057,-18.0684,24.9987,33.3037,8.0470,17.9475,71.8057,-18.0684,24.9987,0,50,-250,350,100,-350,0
105,1786014294.7419,1786014294.7462,0.0334,33.2308,7.9560,18.8132,71.1209,-18.5934,25.7937,33.2966,7.8356,17.8991,71.6401,-18.0689,24.9572,33.2966,7.8356,17.8991,71.6401,-18.0689,24.9572,-50,0,-50,50,50,-150,0
106,1786014294.7753,1786014294.7796,0.03339,33.2308,8.1319,18.8132,71.1209,-18.5055,25.5291,33.1148,7.6421,19.0066,71.2894,-18.2055,24.9350,33.1148,7.6421,19.0066,71.2894,-18.2055,24.9350,0,100,0,0,50,-100,0
107,1786014294.8087,1786014294.813,0.0334,33.2308,8.1319,18.8132,71.1209,-18.5055,25.3307,32.8469,8.1881,19.0674,71.0354,-18.5303,24.8875,32.8469,8.1881,19.0674,71.0354,-18.5303,24.8875,0,0,0,0,0,-100,0
108,1786014294.8421,1786014294.8465,0.0334,33.2308,8.1319,18.9011,71.0330,-18.5055,25.3307,32.6968,7.8086,19.9158,70.7581,-19.1619,25.0638,32.6968,7.8086,19.9158,70.7581,-19.1619,25.0638,0,0,0,-50,0,0,0
109,1786014294.8755,1786014294.88,0.03341,33.2308,8.1319,18.9890,71.0330,-18.5055,25.1984,32.5723,7.9437,19.8010,70.9224,-19.0968,24.9590,32.5723,7.9437,19.8010,70.9224,-19.0968,24.9590,0,0,0,0,0,-50,0
110,1786014294.9089,1786014294.9133,0.03342,33.2308,8.1319,19.3407,70.9451,-18.6813,25.1984,32.5576,7.5514,20.1759,70.6658,-19.1361,24.8817,32.5576,7.5514,20.1759,70.6658,-19.1361,24.8817,0,0,150,-50,0,0,0
111,1786014294.9423,1786014294.947,0.03334,33.0549,8.1319,19.5165,70.8571,-18.8571,25.1984,32.5519,7.8281,20.0910,70.6367,-18.9905,24.6448,32.5519,7.8281,20.0910,70.6367,-18.9905,24.6448,-50,0,50,0,-50,0,0
112,1786014294.9756,1786014294.9805,0.03338,33.0549,8.1319,19.6923,70.8571,-18.8571,25.1984,32.5384,8.1635,20.8115,70.2972,-19.4024,23.8606,32.5384,8.1635,20.8115,70.2972,-19.4024,23.8606,0,0,50,0,0,0,0
113,1786014295.009,1786014295.014,0.03339,33.0549,8.1319,19.6923,70.8571,-18.8571,25.0661,32.4526,8.6338,21.1092,70.7591,-19.4061,22.5827,32.4526,8.6338,21.1092,70.7591,-19.4061,22.5827,0,0,0,0,0,0,0
114,1786014295.0424,1786014295.0471,0.03338,33.0549,8.1319,20.0440,70.5934,-19.0330,24.6032,32.1945,8.5558,21.2104,70.8269,-19.4990,19.8006,32.1945,8.5558,21.2104,70.8269,-19.4990,19.8006,0,0,100,-100,-50,-250,0
115,1786014295.0758,1786014295.0805,0.03343,33.0549,8.1319,20.2198,70.5055,-19.1209,23.7434,32.3532,8.4061,20.8848,71.0644,-19.8174,15.9079,32.3532,8.4061,20.8848,71.0644,-19.8174,15.9079,0,0,50,0,0,-350,0
116,1786014295.1092,1786014295.1141,0.0334,32.9670,8.1319,20.3956,70.5055,-19.2088,22.5529,32.2440,8.4321,21.0481,70.8454,-19.9051,10.8768,32.2440,8.4321,21.0481,70.8454,-19.9051,12.2884,-50,0,50,0,0,-500,0
117,1786014295.1426,1786014295.1472,0.03335,32.8791,8.2198,20.3956,70.5055,-19.4725,20.4365,31.8605,8.6187,21.5475,69.9745,-19.6541,4.3108,31.8605,8.6187,21.5475,69.9745,-19.6541,10.1720,-50,0,0,0,-100,-950,0
118,1786014295.176,1786014295.181,0.03342,32.7912,8.2198,20.4835,70.5055,-19.5604,17.8571,32.1551,8.6114,22.3088,68.9906,-19.4410,0.2367,32.1551,8.6114,22.3088,68.9906,-19.4410,7.4603,-50,0,0,0,-50,-1200,0
119,1786014295.2094,1786014295.2141,0.03338,32.5275,8.2198,21.1868,70.2418,-19.5604,14.8148,32.4116,8.8089,22.8349,68.3076,-19.4996,-1.6799,32.4116,8.8089,22.8349,68.3076,-19.4996,4.4180,-50,0,250,-100,0,-1250,0
120,1786014295.2428,1786014295.2475,0.03338,32.1758,8.8352,22.0659,69.8022,-19.5604,12.3677,32.6721,8.6929,23.7492,68.0623,-19.1853,-1.2355,32.6721,8.6929,23.7492,68.0623,-19.1853,2.0370,-100,150,250,-250,0,-1050,0
121,1786014295.2762,1786014295.2807,0.0334,32.0879,9.0989,22.6813,69.1868,-19.4725,9.5899,32.9041,8.5493,24.3996,67.5872,-19.4823,-0.3917,32.9041,8.5493,24.3996,67.5872,-19.4823,-0.3917,-50,100,250,-300,100,-1100,0
122,1786014295.3095,1786014295.314,0.03337,32.2637,8.7473,23.2088,68.4835,-19.4725,6.7460,33.3119,8.8946,24.9655,67.2690,-19.8034,0.1446,33.3119,8.8946,24.9655,67.2690,-19.8034,0.1446,100,-100,200,-250,0,-1300,0
123,1786014295.343,1786014295.3475,0.03349,32.3516,8.8352,24.0000,68.1319,-19.5604,4.2989,33.3143,8.7546,25.1731,67.0083,-19.5084,0.4730,33.3143,8.7546,25.1731,67.0083,-19.5084,0.4730,0,0,250,-100,0,-1150,0
124,1786014295.3764,1786014295.3808,0.03334,32.6154,9.1868,24.5275,67.8681,-19.4725,2.7778,33.4152,8.5947,25.1204,67.3505,-19.8555,0.7718,33.4152,8.5947,25.1204,67.3505,-19.8555,0.7718,100,150,150,50,50,-550,0
125,1786014295.4098,1786014295.4141,0.03339,32.9670,9.1868,24.8791,67.7802,-19.4725,2.2487,33.5283,8.6305,24.8467,67.5237,-19.9825,0.8421,33.5283,8.6305,24.8467,67.5237,-19.9825,0.8421,100,0,100,0,0,-350,0
126,1786014295.4432,1786014295.4485,0.03339,33.0549,9.1868,24.8791,67.6923,-19.5604,1.9180,33.3698,8.1496,23.8489,68.5705,-20.4343,1.1646,33.3698,8.1496,23.8489,68.5705,-20.4343,1.1646,50,0,0,-50,-50,-150,0
127,1786014295.4765,1786014295.481,0.03336,32.9670,9.1868,24.8791,67.6923,-19.5604,1.7196,33.2610,7.2830,23.3314,69.4608,-20.7693,1.2242,33.2610,7.2830,23.3314,69.4608,-20.7693,1.2242,0,0,0,0,0,-100,0
128,1786014295.5099,1786014295.5144,0.0334,32.9670,9.1868,24.8791,67.6923,-19.8242,1.7196,33.0357,7.2168,21.3263,71.4666,-22.4052,1.2359,33.0357,7.2168,21.3263,71.4666,-22.4052,1.2359,0,0,0,0,-150,0,0
129,1786014295.5433,1786014295.548,0.03337,32.9670,9.1868,24.6154,68.3956,-20.2637,1.7196,32.8202,7.2263,19.0570,74.0304,-23.8067,1.3514,32.8202,7.2263,19.0570,74.0304,-23.8067,1.3514,0,0,-50,150,-150,0,0
130,1786014295.5767,1786014295.5812,0.03345,32.9670,9.1868,24.0879,69.6264,-20.9670,1.7196,32.1057,6.5547,15.7844,76.8375,-25.3093,1.5723,32.1057,6.5547,15.7844,76.8375,-25.3093,1.5723,0,0,-100,350,-200,0,0
131,1786014295.6101,1786014295.6151,0.03335,33.0549,9.1868,22.8571,71.3846,-22.2857,1.7196,31.1546,5.2056,12.3372,80.0063,-27.6734,1.5589,31.1546,5.2056,12.6813,80.0063,-27.6734,1.5589,50,0,-450,550,-450,0,0
132,1786014295.6436,1786014295.6501,0.03352,32.9670,9.1868,20.9231,73.3187,-23.5165,1.7196,29.8646,4.0158,8.6484,83.4340,-29.8217,1.6623,29.8646,4.0158,10.4835,83.4340,-29.8217,1.6623,0,0,-700,700,-450,0,0
133,1786014295.6769,1786014295.6826,0.03329,32.3516,8.9231,18.5495,75.6044,-25.0110,1.7196,28.3925,2.5295,4.4957,85.8648,-31.9189,1.8365,28.3925,2.5295,8.1099,85.8648,-31.9189,1.8365,-200,0,-800,800,-500,0,0
134,1786014295.7103,1786014295.7154,0.03336,31.4725,8.2198,16.0879,78.2418,-26.8571,1.7196,26.8501,1.3603,0.2994,88.6642,-33.6824,1.9067,26.8501,1.3603,5.8242,88.6642,-33.6824,1.9067,-350,-250,-850,900,-700,0,0
135,1786014295.7436,1786014295.7483,0.03338,30.2418,7.1648,13.7143,81.0549,-28.8791,1.7196,24.6867,-0.2718,-2.9881,90.6584,-36.1272,2.1169,24.6867,-0.2718,3.4505,90.6584,-36.1272,2.1169,-400,-350,-800,900,-700,0,0
136,1786014295.777,1786014295.7821,0.03341,28.9231,5.9341,11.4286,83.7802,-30.8132,1.7196,22.5592,-1.8920,-6.9059,91.9797,-37.5845,2.3131,22.5592,-1.8920,1.0769,91.9797,-37.5845,2.3131,-500,-450,-800,950,-650,0,0
137,1786014295.8104,1786014295.815,0.0334,27.3407,4.6154,9.0549,86.4176,-32.7473,1.8519,19.9244,-3.0623,-8.7784,92.7474,-39.8145,2.3237,19.9244,-3.0623,-1.2088,92.7474,-39.8145,2.3237,-550,-450,-800,900,-600,50,0
138,1786014295.8438,1786014295.8485,0.03341,25.5824,3.2088,6.7692,88.7033,-34.7692,1.9841,17.0154,-3.9456,-11.5595,92.7861,-40.3551,2.3375,17.0154,-3.9456,-3.5824,92.7861,-40.3551,2.3375,-600,-500,-800,700,-750,100,0
139,1786014295.8772,1786014295.8818,0.03336,23.6484,1.8022,4.3956,90.2857,-36.6154,1.9841,14.5660,-5.1027,-13.9614,92.7013,-41.0685,2.4967,14.5660,-5.1027,-5.9560,92.7013,-41.0685,2.4967,-650,-500,-800,650,-600,0,0
140,1786014295.9106,1786014295.9153,0.03338,21.2747,0.6593,2.0220,91.0769,-38.1978,1.9841,11.4622,-5.9981,-15.9764,92.2421,-40.8808,2.5023,11.4622,-5.9981,-8.2418,92.2421,-40.8808,2.5023,-750,-450,-800,200,-500,0,0
141,1786014295.944,1786014295.9487,0.03342,18.8132,-0.5714,-0.3516,91.5165,-39.1648,2.0503,9.3090,-6.3086,-17.5760,91.8812,-41.0456,2.4622,9.3090,-6.3086,-10.7033,91.8812,-41.0456,2.4622,-850,-400,-800,100,-400,50,0
142,1786014295.9774,1786014295.9825,0.03341,16.2637,-1.6264,-2.6374,91.6044,-39.6923,2.1825,7.0782,-6.9538,-20.2809,91.1351,-39.5913,2.6327,7.0782,-6.9538,-12.9890,91.1351,-39.5913,2.6327,-900,-350,-750,50,-200,50,0
143,1786014296.0108,1786014296.0155,0.03334,13.6264,-2.5055,-5.0110,91.6044,-40.1319,2.1825,4.8019,-6.4158,-21.5484,89.9642,-38.3873,2.6104,4.8019,-6.4158,-15.3626,89.9642,-38.3873,2.6104,-900,-300,-850,0,-150,0,0
144,1786014296.0442,1786014296.0491,0.0334,11.0769,-3.2088,-7.3846,91.5165,-39.9560,2.1825,3.7478,-6.0543,-22.0775,89.1553,-37.1256,2.7466,3.7478,-6.0543,-17.6484,89.1553,-37.1256,2.7466,-850,-250,-800,-50,-50,0,0
145,1786014296.0775,1786014296.0822,0.03337,8.6154,-3.3846,-9.7582,90.9011,-39.1648,2.3148,1.8895,-5.8444,-23.0724,87.7312,-34.8007,2.6856,1.8895,-5.8444,-20.1099,87.7312,-34.8007,2.6856,-800,-50,-800,-150,350,50,0
146,1786014296.111,1786014296.1156,0.03345,6.5934,-3.3846,-12.1319,90.1978,-38.5495,2.4471,0.9805,-5.5605,-23.2806,86.1376,-32.8506,2.6993,0.9805,-5.5605,-22.4835,86.1376,-32.8506,2.6993,-700,0,-800,-250,150,100,0
147,1786014296.1443,1786014296.1489,0.03336,4.8352,-3.3846,-14.4176,89.4066,-37.1429,2.4471,0.3983,-5.5849,-23.1686,84.5979,-30.6516,2.7330,0.3983,-5.5849,-23.1686,84.5979,-30.6516,2.7330,-550,0,-750,-300,400,0,0
148,1786014296.1777,1786014296.1821,0.03338,3.5165,-3.3846,-16.7033,88.0879,-35.3846,2.4471,-0.0335,-4.6190,-22.8751,82.7074,-28.5164,2.7773,-0.0335,-4.6190,-22.8751,82.7074,-28.5164,2.7773,-500,0,-800,-400,600,0,0
149,1786014296.2111,1786014296.2156,0.03342,2.3736,-3.3846,-18.5495,86.6813,-33.7143,2.4471,0.0863,-3.8451,-23.1280,80.9896,-26.0883,2.8075,0.0863,-3.8451,-23.1280,80.9896,-26.0883,2.8075,-400,0,-650,-500,550,0,0
150,1786014296.2445,1786014296.4762,0.03338,1.6703,-3.5604,-19.4286,85.2747,-31.7802,2.4471,10.4635,2.5704,-35.9886,91.1730,-20.7120,2.3834,10.4635,2.5704,-30.6593,91.1730,-20.7120,2.3834,-300,-100,-300,-500,700,0,1
151,1786014296.4774,1786014296.4824,0.23287,0.5275,-3.1209,-20.6593,81.6703,-26.5055,2.5794,11.8855,3.6547,-38.7957,92.7521,-19.0361,2.3845,10.5275,3.6547,-30.6593,91.6703,-19.0361,2.3845,0,50,0,0,50,0,1
152,1786014296.5107,1786014296.5154,0.03331,0.6154,-3.1209,-20.6593,81.6703,-26.5055,2.5794,13.2690,4.7819,-41.1473,94.2507,-17.1717,2.4938,10.6154,4.7819,-30.6593,91.6703,-17.1717,2.4938,0,0,0,0,0,0,0
153,1786014296.5441,1786014296.5488,0.03336,1.0549,-2.4176,-21.8022,82.4615,-25.6264,2.5794,14.6770,5.4389,-42.5839,95.2799,-14.9885,2.5339,11.1429,5.4389,-32.0659,92.6374,-15.3626,2.5339,200,100,-450,250,500,0,0
154,1786014296.5774,1786014296.582,0.03339,2.8132,-0.2198,-24.4396,84.6593,-22.9011,2.5794,15.8962,6.1928,-43.2212,96.3750,-12.9535,2.6601,13.2527,6.1928,-34.8791,95.0989,-12.9535,2.6601,800,800,-800,850,750,0,0
155,1786014296.6109,1786014296.6155,0.03343,5.4505,2.4176,-27.0769,87.8242,-20.0879,2.5794,17.0759,6.1600,-43.0540,96.9640,-11.3296,2.6917,15.8022,6.1600,-37.4286,96.9640,-11.3296,2.6917,900,950,-900,1050,950,0,0
156,1786014296.6442,1786014296.6487,0.03334,8.5275,4.6154,-29.1868,90.7253,-17.5385,2.5794,18.3815,6.4682,-42.2642,97.3706,-9.9739,2.7276,18.3815,6.4682,-39.4505,97.3706,-9.9739,2.7276,1000,800,-700,950,850,0,0
157,1786014296.6777,1786014296.682,0.03343,11.4286,5.9341,-31.1209,93.1868,-15.1648,2.5794,19.3978,6.7188,-41.2681,97.3523,-8.5307,2.7480,19.3978,6.7188,-41.2681,97.3523,-8.5307,2.7480,950,450,-650,850,850,0,0
158,1786014296.711,1786014296.7156,0.03339,14.2418,6.3736,-33.2308,94.8571,-13.0549,2.5794,20.4788,6.3850,-39.0314,97.1117,-7.3570,2.7126,20.4788,6.3850,-39.0314,97.1117,-7.3570,2.7126,950,100,-700,650,700,0,0
159,1786014296.7444,1786014296.7489,0.03338,16.3516,6.4615,-35.6923,95.5604,-11.2967,2.5794,21.9394,6.1794,-36.7178,96.3763,-5.7876,2.6520,21.9394,6.1794,-36.7178,96.3763,-5.7876,2.6520,750,50,-850,250,600,0,0
160,1786014296.7779,1786014296.7823,0.03343,17.8462,6.1978,-37.1868,95.9121,-9.8901,2.5794,23.0164,5.5245,-33.5044,95.2822,-4.4870,2.5955,23.0164,5.5245,-33.5044,95.2822,-4.4870,2.5955,500,-50,-400,100,500,0,0
161,1786014296.8112,1786014296.8156,0.03339,19.1648,6.1978,-36.9231,96.0000,-8.3956,2.5794,24.2544,4.9458,-29.9937,93.7023,-2.8943,2.4566,24.2544,4.9458,-29.9937,93.7023,-2.8943,2.4566,500,0,0,50,550,0,0
162,1786014296.8446,1786014296.849,0.03336,20.4835,6.2857,-35.3407,95.8242,-6.8132,2.5794,25.1815,4.0308,-25.8255,91.4001,-1.6046,2.3890,25.1815,4.0308,-25.8255,91.4001,-1.6046,2.3890,400,0,550,0,500,0,0
163,1786014296.878,1786014296.8826,0.03339,21.8022,6.4615,-32.9670,94.9451,-5.4945,2.5794,26.0812,3.5090,-22.0651,88.8319,-0.2376,2.2894,26.0812,3.5090,-22.6154,88.8319,-0.2376,2.2894,450,50,850,-350,450,0,0
164,1786014296.9114,1786014296.9162,0.03342,23.2088,6.4615,-30.1538,93.6264,-3.9121,2.5794,27.0559,2.8091,-18.3152,86.3804,0.7942,2.1907,27.0559,2.8091,-19.7143,86.3804,0.7942,2.1907,450,0,900,-400,550,0,0
165,1786014296.9448,1786014296.9494,0.03336,24.5275,6.1978,-26.9890,91.7802,-2.4176,2.5794,27.8364,1.9628,-15.0325,84.1655,1.4468,2.1465,27.8364,1.9628,-16.5495,84.1655,1.4468,2.1465,500,-100,1050,-600,550,0,0
166,1786014296.9782,1786014296.9828,0.0334,25.5824,5.9341,-23.9121,89.6703,-1.2747,2.5794,28.6405,1.5079,-12.0669,82.3297,2.2830,2.1370,28.6405,1.5079,-13.5604,82.3297,2.2830,2.1370,300,-100,1000,-700,400,0,0
167,1786014297.0116,1786014297.0161,0.0334,26.2857,5.5824,-20.9231,87.5604,-0.3077,2.5794,29.3898,1.1097,-9.1783,80.8905,2.8947,2.1164,29.3898,1.1097,-10.4835,80.8905,2.8947,2.1164,300,-100,1000,-750,300,0,0
168,1786014297.045,1786014297.05,0.03342,26.9011,5.3187,-17.7582,85.6264,0.6593,2.5794,30.0475,0.5649,-6.4138,79.4982,3.0797,2.1695,30.0475,0.5649,-7.3187,79.4982,3.0797,2.1695,150,-100,1100,-650,350,0,0
169,1786014297.0783,1786014297.0831,0.03333,27.7802,4.9670,-14.7692,83.7802,1.4505,2.5794,30.7353,0.4257,-4.2049,78.2911,3.8162,2.1402,30.7353,0.4257,-4.4176,78.2911,3.8162,2.1402,300,-150,1050,-650,300,0,0
170,1786014297.1118,1786014297.1166,0.03343,28.5714,4.5275,-11.6923,82.2857,1.9780,2.5794,30.9702,0.0888,-1.8453,76.9345,4.0421,2.0774,30.9702,0.0888,-1.8453,76.9345,4.0421,2.0774,300,-200,1050,-500,200,0,0
171,1786014297.1451,1786014297.15,0.03335,29.6264,4.2637,-8.5275,80.7033,2.5934,2.5794,31.3732,-0.0031,0.2196,75.7102,4.4391,2.0781,31.3732,-0.0031,0.2196,75.7102,4.4391,2.0781,350,-100,1100,-550,200,0,0
172,1786014297.1785,1786014297.183,0.03338,30.2418,3.9121,-5.6264,79.2967,3.1209,2.5132,31.6796,-0.2908,2.4677,74.3771,4.3541,2.1272,31.6796,-0.2908,2.4677,74.3771,4.3541,2.1272,250,-100,1000,-500,250,-50,0
173,1786014297.2119,1786014297.2164,0.03344,30.6813,3.6484,-2.9011,77.8901,3.5604,2.4471,31.9527,-0.3355,4.2059,73.2178,4.3355,2.1212,31.9527,-0.3355,4.2059,73.2178,4.3355,2.1212,150,-100,950,-450,200,-50,0
174,1786014297.2453,1786014297.2498,0.03335,30.8571,3.5604,-0.5275,76.5714,3.7363,2.4471,32.0593,-0.5823,6.4548,71.8643,4.2016,2.0562,32.0593,-0.5823,6.4548,71.8643,4.2016,2.0562,100,-50,850,-400,50,0,0
175,1786014297.2787,1786014297.2832,0.03338,31.0330,3.5604,1.7582,75.2527,3.7363,2.4471,32.3658,-0.7825,8.2350,70.7916,3.8733,2.1014,32.3658,-0.7825,8.2350,70.7916,3.8733,2.1014,50,0,750,-450,0,0,0
176,1786014297.3121,1786014297.3166,0.0334,31.2967,3.3846,3.8681,74.0220,3.7363,2.4471,32.3872,-0.9210,9.9909,69.8086,3.6169,2.1795,32.3872,-0.9210,9.9909,69.8086,3.6169,2.1795,50,-50,700,-450,0,0,0
177,1786014297.3454,1786014297.35,0.03335,31.7363,3.2088,5.9780,72.7033,3.7363,2.4471,32.5184,-1.1428,11.8121,69.0909,3.4036,2.2123,32.5184,-1.1428,11.8121,69.0909,3.4036,2.2123,150,-50,750,-450,0,0,0
178,1786014297.3789,1786014297.3833,0.03347,32.1758,3.0330,7.9121,71.6484,3.7363,2.4471,32.4134,-1.3888,13.3873,68.1521,3.2988,2.1693,32.4134,-1.3888,13.3873,68.1521,3.2988,2.1693,150,-50,650,-350,0,0,0
179,1786014297.4122,1786014297.4167,0.03333,32.2637,2.7692,9.8462,70.6813,3.7363,2.4471,32.5510,-1.2926,14.7573,67.3411,3.0627,2.1465,32.5510,-1.2926,14.7573,67.3411,3.0627,2.1465,50,-100,650,-350,0,0,0
180,1786014297.4456,1786014297.45,0.03337,32.1758,2.5055,11.6923,69.8022,3.7363,2.4471,32.6868,-1.4098,16.4874,66.4241,3.0908,2.0674,32.6868,-1.4098,16.4874,66.4241,3.0908,2.0674,0,-100,600,-250,0,0,0
181,1786014297.479,1786014297.4836,0.03342,31.9121,2.4176,13.1868,68.7473,3.5604,2.4471,32.7508,-1.8723,17.6187,65.6310,2.5642,2.1286,32.7508,-1.8723,17.6187,65.6310,2.5642,2.1286,-150,-50,500,-350,-50,0,0
182,1786014297.5124,1786014297.517,0.03339,31.8242,2.1538,14.7692,67.8681,3.5604,2.4471,32.8687,-1.9835,18.5932,64.8055,2.4579,2.0965,32.8687,-1.9835,18.5932,64.8055,2.4579,2.0965,0,-50,500,-300,0,0,0
183,1786014297.5458,1786014297.5503,0.03339,32.1758,1.8022,16.4396,66.9890,3.1209,2.4471,32.8663,-1.9385,19.7690,63.9256,2.3633,2.1650,32.8663,-1.9385,19.7690,63.9256,2.3633,2.1650,100,-150,550,-350,-200,0,0
184,1786014297.5792,1786014297.5836,0.03337,32.5275,1.4505,17.5824,66.1099,2.8571,2.4471,32.8772,-2.4327,20.1172,63.3607,1.8474,2.3910,32.8772,-2.4327,20.1172,63.3607,1.8474,2.3910,150,-100,400,-300,-100,0,0
185,1786014297.6126,1786014297.617,0.0334,32.6154,1.3626,18.7253,65.3187,2.7692,2.4471,32.8731,-2.5447,20.4190,62.6334,1.6344,2.8363,32.8731,-2.5447,20.4190,62.6334,1.6344,2.8363,0,-50,450,-300,0,0,0
186,1786014297.6459,1786014297.6503,0.03337,32.3516,1.0989,19.6923,64.5275,2.4176,2.4471,33.1832,-2.5428,20.7156,62.0523,1.5641,3.5444,33.1832,-2.5428,20.7156,62.0523,1.5641,3.5444,-150,-50,350,-300,-150,0,0
187,1786014297.6793,1786014297.6837,0.0334,32.1758,1.0110,20.2198,63.8242,2.2418,2.5794,33.0532,-2.2574,20.9345,61.8188,1.7224,4.3149,33.0532,-2.2574,20.9345,61.8188,1.7224,4.3149,-100,-50,200,-200,0,0,0
188,1786014297.7128,1786014297.7171,0.03343,32.2637,0.9231,20.5714,63.1209,1.9780,2.9762,33.0969,-2.2150,20.4594,62.0009,1.7675,5.0467,33.0969,-2.2150,20.4594,62.0009,1.7675,5.0467,50,-50,150,-250,0,200,0
189,1786014297.7461,1786014297.7504,0.03335,32.6154,0.8352,20.8352,62.7692,1.9780,3.3730,33.1730,-2.5939,20.5794,62.1859,1.6298,5.8304,33.1730,-2.5939,20.5794,62.1859,1.6298,5.8304,150,-50,150,-50,0,150,0
190,1786014297.7795,1786014297.7841,0.03342,32.9670,0.9231,20.9231,62.5934,1.9780,4.1005,33.2858,-2.2894,20.5421,62.5375,1.8067,6.4104,33.2858,-2.2894,20.5421,62.5375,1.8067,6.4104,150,0,50,-100,0,300,0
191,1786014297.8129,1786014297.8174,0.0334,33.0549,0.9231,20.9231,62.5934,1.9780,4.6958,33.4083,-2.4670,20.9224,62.6355,2.0347,6.9714,33.4083,-2.4670,20.9224,62.6355,2.0347,6.9714,0,0,0,0,0,300,0
192,1786014297.8463,1786014297.8508,0.0334,32.9670,0.8352,20.9231,62.5934,1.9780,5.4233,33.5047,-2.0045,20.8673,62.8582,2.2225,7.3504,33.5047,-2.0045,20.8673,62.8582,2.2225,7.3504,-50,-50,0,0,0,250,0
