ramp,t,pos_raw,vel_raw,goal_raw
pos,1.0999974620062858e-07,1741,0,2412
pos,0.0010701729988795705,1741,0,2412
pos,0.0016538599993509706,1741,0,2412
pos,0.002234461999250925,1741,0,2412
pos,0.0028129889997217106,1741,0,2412
pos,0.0034114329992007697,1741,0,2412
pos,0.003990852999777417,1741,0,2412
pos,0.004554982999252388,1741,0,2412
pos,0.005161061999388039,1741,0,2412
pos,0.00573691499994311,1741,0,2412
pos,0.00636177799970028,1741,0,2412
pos,0.006961625998883392,1741,0,2412
pos,0.007554088999313535,1741,0,2412
pos,0.008159887000147137,1741,0,2412
pos,0.008733034999750089,1741,0,2412
pos,0.009356415999718593,1741,0,2412
pos,0.009933479999745032,1741,0,2412
pos,0.01053742499971122,1741,0,2412
pos,0.011121522999019362,1741,0,2412
pos,0.011849628999698325,1741,0,2412
pos,0.012439056999937748,1741,0,2412
pos,0.0130537919994822,1741,0,2412
pos,0.013651305000166758,1741,0,2412
pos,0.014233047999368864,1741,0,2412
pos,0.014804291999098496,1741,0,2412
pos,0.015435086999787018,1741,0,2412
pos,0.01605937000022095,1741,0,2412
pos,0.016654908999043982,1741,0,2412
pos,0.017292365999310277,1741,0,2412
pos,0.017857017999631353,1741,0,2412
pos,0.01842954399944574,1741,0,2412
pos,0.019060267999520875,1741,0,2412
pos,0.01965090900012001,1741,0,2412
pos,0.020232631999533623,1741,0,2412
pos,0.02080331499928434,1741,0,2412
pos,0.021409463999589207,1741,0,2412
pos,0.022053292999771656,1741,0,2412
pos,0.022650003998933244,1741,0,2412
pos,0.02323527400039893,1741,0,2412
pos,0.02383481099968776,1741,0,2412
pos,0.024408418999882997,1741,0,2412
pos,0.024982467999507207,1741,0,2412
pos,0.025553772000421304,1741,0,2412
pos,0.026159580000239657,1741,0,2412
pos,0.026730944999144413,1741,0,2412
pos,0.0273557679993246,1741,0,2412
pos,0.027933583998674294,1741,0,2412
pos,0.02853700800005754,1741,0,2412
pos,0.02910601799885626,1741,0,2412
pos,0.029680838999411208,1741,0,2412
pos,0.030284372998721665,1741,0,2412
pos,0.030860545999530586,1741,0,2412
pos,0.03143364300012763,1741,0,2412
pos,0.03205425899977854,1741,0,2412
pos,0.032649226999637904,1741,0,2412
pos,0.03323839400036377,1741,0,2412
pos,0.033810880999226356,1741,0,2412
pos,0.03440815300018585,1741,0,2412
pos,0.03498533799938741,1741,0,2412
pos,0.03555343599873595,1741,0,2412
pos,0.03615990599973884,1741,0,2412
pos,0.03673824299949047,1741,0,2412
pos,0.03735768600017764,1741,0,2412
pos,0.037933708999844384,1741,0,2412
pos,0.03853660200002196,1742,0,2412
pos,0.03911167299884255,1742,0,2412
pos,0.03968296699895291,1742,0,2412
pos,0.040288213998792344,1742,0,2412
pos,0.040861362000214285,1742,0,2412
pos,0.04145372499988298,1742,0,2412
pos,0.042053230999954394,1742,0,2412
pos,0.04264952199991967,1742,0,2412
pos,0.0432332789987413,1742,0,2412
pos,0.0438029099987034,1742,0,2412
pos,0.04441468000004534,1742,0,2412
pos,0.04498443099873839,1742,0,2412
pos,0.04555440199874283,1742,0,2412
pos,0.046160771998984274,1743,0,2412
pos,0.04673878799985687,1743,0,2412
pos,0.04735954399984621,1743,0,2412
pos,0.04793070800042187,1743,100,2412
pos,0.04853658600040944,1743,100,2412
pos,0.04911223799899744,1743,100,2412
pos,0.04967831300018588,1743,100,2412
pos,0.05028345999926387,1743,100,2412
pos,0.05086036399916338,1743,100,2412
pos,0.05142802199952712,1744,100,2412
pos,0.05205604099865013,1744,100,2412
pos,0.052649065999503364,1744,100,2412
pos,0.05323837299874867,1744,100,2412
pos,0.053810327999599394,1744,100,2412
pos,0.0544083419990784,1745,100,2412
pos,0.05498595799872419,1745,100,2412
pos,0.055558583999300026,1745,100,2412
pos,0.05615994399886404,1745,100,2412
pos,0.05673692900018068,1745,100,2412
pos,0.05735878700033936,1745,100,2412
pos,0.057953624998845044,1745,100,2412
pos,0.058552180000333465,1746,100,2412
pos,0.05915732699941145,1746,100,2412
pos,0.05973613499918429,1746,100,2412
pos,0.06035469699963869,1746,100,2412
pos,0.060899672000232385,1746,100,2412
pos,0.06148197599941341,1747,100,2412
pos,0.06205681699975685,1747,100,2412
pos,0.0626488399993832,1747,100,2412
pos,0.06323010199957935,1748,100,2412
pos,0.0638282359996083,1748,100,2412
pos,0.06441291499868385,1748,100,2412
pos,0.06497929000033764,1749,100,2412
pos,0.06555261799985601,1749,100,2412
pos,0.06615780500032997,1749,100,2412
pos,0.06676433499887935,1749,100,2412
pos,0.06736004399863305,1750,100,2412
pos,0.06795479199900001,1750,350,2412
pos,0.06855273499968462,1750,350,2412
pos,0.06916232099865738,1751,350,2412
pos,0.06973683999967761,1751,350,2412
pos,0.0703609129996039,1751,350,2412
pos,0.07093213699954504,1751,350,2412
pos,0.07153517000006104,1752,350,2412
pos,0.07213460599996324,1753,350,2412
pos,0.07272914399982255,1753,350,2412
pos,0.07336206199943263,1753,350,2412
pos,0.07393204399886599,1754,350,2412
pos,0.07453564800016466,1754,350,2412
pos,0.07510739299868874,1754,350,2412
pos,0.07567671299875656,1754,350,2412
pos,0.07630158699976164,1755,350,2412
pos,0.07689922999998089,1755,350,2412
pos,0.07747913999992306,1756,350,2412
pos,0.0780896969990863,1757,350,2412
pos,0.07869180899979256,1757,350,2412
pos,0.07931612199899973,1758,350,2412
pos,0.07989995899879432,1759,350,2412
pos,0.08048817399867403,1759,350,2412
pos,0.08108394400005636,1759,350,2412
pos,0.08165821299917297,1759,350,2412
pos,0.08228847699865582,1760,350,2412
pos,0.08285757699923124,1761,350,2412
pos,0.08343134599999757,1761,350,2412
pos,0.08405850399867631,1762,350,2412
pos,0.08464950399866211,1762,350,2412
pos,0.08522888399966178,1763,350,2412
pos,0.08580124999934924,1763,350,2412
pos,0.08640657700016163,1764,350,2412
pos,0.08698357199864404,1765,350,2412
pos,0.08757783799956087,1765,800,2412
pos,0.08815793899884738,1766,800,2412
pos,0.08873530399978335,1766,800,2412
pos,0.08936150999943493,1766,800,2412
pos,0.08992668300015794,1767,800,2412
pos,0.09053796099942701,1767,800,2412
pos,0.09110577899991767,1768,800,2412
pos,0.0916762809993088,1768,800,2412
pos,0.0922871689999738,1769,800,2412
pos,0.09285535799972422,1770,800,2412
pos,0.0934569979999651,1770,800,2412
pos,0.09405162499933795,1771,800,2412
pos,0.09465634200023487,1771,800,2412
pos,0.09528767799929483,1772,800,2412
pos,0.09585412199885468,1774,800,2412
pos,0.09645966999960365,1774,800,2412
pos,0.0970590369997808,1774,800,2412
pos,0.09764764299870876,1774,800,2412
pos,0.09823056799905316,1775,800,2412
pos,0.09880211299969233,1777,800,2412
pos,0.099412809999194,1777,800,2412
pos,0.09998400400036189,1778,800,2412
pos,0.10055052899951988,1778,800,2412
pos,0.10112930699870049,1779,800,2412
pos,0.10170207400005893,1780,800,2412
pos,0.10235703400030616,1780,800,2412
pos,0.10295526799927757,1781,800,2412
pos,0.10355103700021573,1781,800,2412
pos,0.1041566049989342,1782,800,2412
pos,0.10475811499964038,1784,800,2412
pos,0.10536118900017755,1784,800,2412
pos,0.10592996800005494,1785,800,2412
pos,0.10653473399906943,1785,800,2412
pos,0.10711067699958221,1787,800,2412
pos,0.10790352399999392,1788,1100,2412
pos,0.10848432499915361,1788,1100,2412
pos,0.10908658699918306,1789,1100,2412
pos,0.1096482829998422,1791,1100,2412
pos,0.11023885299982794,1791,1100,2412
pos,0.1108379489996878,1792,1100,2412
pos,0.11142693599867926,1792,1100,2412
pos,0.11205154900017078,1793,1100,2412
pos,0.11264717799895152,1794,1100,2412
pos,0.11322825099887268,1794,1100,2412
pos,0.11380075699889858,1796,1100,2412
pos,0.11440596399916103,1796,1100,2412
pos,0.11497814999893308,1797,1100,2412
pos,0.1155619969995314,1797,1100,2412
pos,0.11616321699875698,1799,1100,2412
pos,0.11672981199990318,1800,1100,2412
pos,0.11735464599951229,1800,1100,2412
pos,0.1179322019997926,1802,1100,2412
pos,0.11854902999948536,1802,1100,2412
pos,0.11914244499894266,1803,1100,2412
pos,0.11973200299871678,1805,1100,2412
pos,0.1203564869992988,1805,1100,2412
pos,0.121159030999479,1806,1100,2412
pos,0.12173566499950539,1808,1100,2412
pos,0.12235873600002378,1808,1100,2412
pos,0.12295302299935429,1810,1100,2412
