step,t_obs,t_cmd,dt,pos_shoulder_pan,pos_shoulder_lift,pos_elbow_flex,pos_wrist_flex,pos_wrist_roll,pos_gripper,cmd_shoulder_pan,cmd_shoulder_lift,cmd_elbow_flex,cmd_wrist_flex,cmd_wrist_roll,cmd_gripper,sent_shoulder_pan,sent_shoulder_lift,sent_elbow_flex,sent_wrist_flex,sent_wrist_roll,sent_gripper,velraw_shoulder_pan,velraw_shoulder_lift,velraw_elbow_flex,velraw_wrist_flex,velraw_wrist_roll,velraw_gripper,chunk_start
10,1786005787.7242,1786005787.7288,0.03339,-2.4615,-102.6374,96.0879,79.0330,-88.3956,1.7857,-1.2287,-101.5988,94.4431,78.1945,-87.6824,1.5656,-1.2287,-101.5988,94.4431,78.1945,-87.6824,1.5656,200,200,150,-150,500,0,0
11,1786005787.7576,1786005787.7622,0.03343,-1.4945,-101.0549,95.7363,78.9451,-88.3077,1.7857,-1.1757,-101.1649,92.2638,77.0955,-87.5698,1.2863,-1.1757,-101.1649,92.2638,77.0955,-87.5698,1.2863,350,450,-100,-50,0,0,0
12,1786005787.7909,1786005787.7957,0.03334,-1.4945,-100.9670,95.3846,78.9451,-88.3077,1.7857,-1.4597,-102.3978,95.5434,79.6609,-91.5860,1.5222,-1.4597,-102.3978,95.5434,79.6609,-91.5860,1.5222,50,50,-100,0,0,0,0
13,1786005787.8244,1786005787.8289,0.03342,-1.8462,-101.7582,94.9451,78.4176,-87.8681,1.7857,-3.1609,-101.4427,95.8957,78.2150,-90.4986,1.7308,-3.1609,-101.4427,95.8957,78.2150,-90.4986,1.7308,-100,-150,-150,-300,150,0,0
14,1786005787.8577,1786005787.862,0.03338,-1.7582,-101.7582,94.5055,78.2418,-88.3956,1.7857,-0.8020,-100.6994,93.7001,79.1357,-90.1596,1.3287,-0.8020,-100.6994,93.7001,79.1357,-90.1596,1.3287,0,0,-150,-100,-200,0,0
15,1786005787.8912,1786005787.8953,0.03342,-1.8462,-101.9341,94.7692,78.3297,-89.6264,1.7857,-2.8764,-101.5822,94.6773,79.0647,-92.2483,1.7006,-2.8764,-101.5822,94.6773,79.0647,-92.2483,1.7006,0,-50,150,0,-350,0,0
16,1786005787.9246,1786005787.9293,0.03341,-2.7253,-100.9670,95.3846,78.5934,-89.5385,1.7857,-3.0621,-100.9588,94.8963,76.8611,-94.0272,1.6830,-3.0621,-100.9588,94.8963,76.8611,-94.0272,1.6830,-300,500,250,150,0,0,0
17,1786005787.958,1786005787.9626,0.03341,-2.8132,-101.2308,95.3846,78.7692,-90.1538,1.7857,-2.1746,-101.5144,93.3564,78.2269,-93.4574,1.5940,-2.1746,-101.5144,93.3564,78.2269,-93.4574,1.5940,-100,50,0,100,-300,0,0
18,1786005787.9913,1786005787.9961,0.03334,-2.3736,-101.5824,95.2967,78.5055,-92.0000,1.7857,-2.6851,-100.8574,95.6559,77.3727,-93.0511,1.8195,-2.6851,-100.8574,95.6559,77.3727,-93.0511,1.8195,200,-150,0,-100,-650,0,0
19,1786005788.0248,1786005788.0294,0.03344,-2.7253,-101.2308,95.0330,77.8901,-92.6154,1.7857,-2.9346,-99.3284,94.1113,78.5095,-94.9024,1.6985,-2.9346,-99.3284,94.1113,78.5095,-94.9024,1.6985,-150,150,-50,-200,-300,0,0
20,1786005788.0582,1786005788.0628,0.03338,-2.9011,-101.4945,95.0330,77.9780,-92.3516,1.7857,-3.5386,-102.0360,96.5828,77.9755,-92.2027,1.8101,-3.5386,-102.0360,96.5828,77.9755,-92.2027,1.8101,-100,-150,0,0,100,0,0
21,1786005788.0915,1786005788.0962,0.03338,-2.9011,-101.0549,95.0330,78.1538,-93.1429,1.7857,-2.1858,-100.4458,95.4298,76.6613,-91.9593,1.5519,-2.1858,-100.4458,95.4298,76.6613,-91.9593,1.5519,0,100,0,0,-350,0,0
22,1786005788.1249,1786005788.1296,0.03339,-2.8132,-100.1758,95.2967,78.2418,-93.9341,1.7857,-2.3127,-99.1553,95.6734,76.3357,-91.6356,1.5952,-2.3127,-99.1553,95.6734,76.3357,-91.6356,1.5952,0,350,0,0,-350,0,0
23,1786005788.1584,1786005788.163,0.03344,-2.7253,-100.6154,95.8242,77.6264,-93.4945,1.7857,-2.7782,-98.4764,94.8951,78.2304,-91.2122,1.3073,-2.7782,-98.4764,94.8951,78.2304,-91.2122,1.3073,50,-200,250,-150,150,0,0
24,1786005788.1918,1786005788.1964,0.0334,-2.6374,-100.5275,95.8242,77.1868,-92.6154,1.7857,-2.6755,-98.8744,94.8786,77.1525,-93.4466,1.7590,-2.6755,-98.8744,94.8786,77.1525,-93.4466,1.7590,50,-150,0,-200,300,0,0
25,1786005788.2251,1786005788.2298,0.03335,-2.5495,-99.3846,95.5604,77.5385,-92.0879,1.7857,-3.0507,-97.8363,94.3171,76.9236,-93.1194,1.4115,-3.0507,-97.8363,94.3171,76.9236,-93.1194,1.4115,0,400,-100,150,250,0,0
26,1786005788.2585,1786005788.2631,0.03342,-2.5495,-99.2088,95.5604,77.8022,-92.3516,1.7857,-2.1448,-97.6821,94.2888,77.3236,-92.0466,1.8226,-2.1448,-97.6821,94.2888,77.3236,-92.0466,1.8226,0,0,0,200,-100,0,0
27,1786005788.2919,1786005788.2962,0.03334,-2.5495,-99.3846,95.4725,77.3626,-92.9670,1.7857,-3.3994,-99.9796,94.7251,77.8233,-92.5661,1.3332,-3.3994,-99.9796,94.7251,77.8233,-92.5661,1.3332,0,-150,-50,-150,-150,0,0
28,1786005788.3254,1786005788.33,0.03349,-2.5495,-98.5055,95.3846,77.5385,-92.7033,1.7857,-3.8152,-98.3843,92.4364,76.3858,-93.4117,1.3472,-3.8152,-98.3843,92.4364,76.3858,-93.4117,1.3472,0,250,-50,100,100,0,0
29,1786005788.3587,1786005788.3631,0.03337,-2.5495,-98.5934,95.3846,77.7143,-92.6154,1.7196,-4.2167,-97.1171,91.2584,75.5643,-94.0967,1.5968,-4.2167,-97.1171,91.2584,75.5643,-94.0967,1.5968,0,-50,0,0,0,-50,0
30,1786005788.3921,1786005788.3969,0.03337,-3.2527,-99.6484,95.1209,77.3626,-93.1429,1.7196,-3.6651,-93.6101,84.4165,76.1909,-96.9946,1.7090,-3.6651,-93.6101,84.9451,76.1909,-96.9946,1.7090,-200,-450,-150,-50,-100,0,0
31,1786005788.4255,1786005788.4305,0.03341,-3.8681,-99.1209,94.1538,76.7473,-93.4066,1.7857,-0.0224,-83.4097,76.4233,74.9084,-87.3707,1.3732,-0.0224,-88.9451,83.9780,74.9084,-87.3707,1.3732,-300,150,-250,-250,0,0,0
32,1786005788.4589,1786005788.4638,0.03339,-3.6044,-97.2747,92.8352,76.6593,-94.2857,1.7857,-1.3434,-74.4646,73.0268,73.0466,-89.1255,1.6409,-1.3434,-87.0110,82.5714,73.0466,-89.1255,1.6409,150,650,-400,0,-300,0,0
33,1786005788.4923,1786005788.4972,0.03337,-2.9890,-94.3736,90.5495,76.3077,-95.4286,1.7196,1.8508,-76.1511,70.0753,75.2912,-88.5831,1.6767,1.8508,-83.9341,80.1978,75.2912,-88.5831,1.6767,150,1100,-750,-50,-400,-50,0
34,1786005788.5257,1786005788.5306,0.0334,-2.3736,-92.0000,88.2637,75.0769,-95.0769,1.7857,6.0650,-62.8978,58.5118,76.9393,-81.1294,1.8604,6.0650,-81.7363,77.9121,76.9393,-84.9890,1.8604,250,900,-850,-400,-50,50,0
35,1786005788.5591,1786005788.5641,0.03343,-1.3187,-89.3626,85.8022,74.5495,-93.0549,1.7857,6.3182,-55.5662,54.1803,73.2983,-77.5289,1.8471,6.3182,-78.9231,75.4505,73.2983,-82.7033,1.8471,400,950,-800,-100,700,0,0
36,1786005788.5925,1786005788.5974,0.0334,0.7912,-86.6374,83.5165,75.4286,-90.4176,1.8519,6.4892,-47.1410,43.3719,77.2725,-73.2321,2.0279,6.4892,-76.1978,73.2527,77.2725,-80.0659,2.0279,600,900,-750,200,950,50,0
37,1786005788.6259,1786005788.6311,0.03339,3.4286,-83.9121,81.4066,76.3077,-87.7802,1.8519,8.0505,-45.3277,40.7594,76.6965,-71.5522,2.0238,8.0505,-73.4725,71.0549,76.6965,-77.3407,2.0238,900,950,-750,350,800,0,0
38,1786005788.6593,1786005788.6642,0.03341,4.5714,-80.9231,79.0330,76.5714,-84.9670,1.8519,10.4299,-37.6528,35.3065,76.0161,-63.8303,2.3222,10.4299,-70.6593,68.7692,76.0161,-74.6154,2.3222,300,1000,-800,50,1000,0,0
39,1786005788.6927,1786005788.6973,0.03337,5.1868,-78.4615,76.7473,76.5714,-82.0659,1.8519,9.3445,-37.9057,37.5978,77.6544,-68.3701,2.2574,9.3445,-68.1099,66.3956,77.6544,-71.6264,2.2574,100,850,-800,0,1050,0,0
40,1786005788.7261,1786005788.7305,0.03342,7.2088,-75.8242,74.4615,76.5714,-79.6044,1.9180,10.7203,-25.8436,25.5096,78.7067,-63.0734,2.1832,10.7203,-65.4725,64.1099,78.7067,-69.3407,2.1832,650,850,-750,0,900,0,0
41,1786005788.7595,1786005788.764,0.03342,8.7912,-72.8352,72.0879,76.9231,-76.8791,1.9841,10.9812,-23.9708,22.8670,80.5880,-56.1938,1.9718,10.9812,-62.4835,61.7363,80.5880,-66.4396,1.9718,500,1000,-850,150,950,0,0
42,1786005788.7929,1786005788.7974,0.03336,8.7033,-70.1978,69.7143,77.8022,-73.9780,2.0503,13.1459,-23.7631,19.6199,83.1070,-48.3932,1.7354,13.1459,-59.9341,59.4505,83.1070,-63.5385,1.7354,-50,900,-800,300,950,0,0
43,1786005788.8263,1786005788.8307,0.03339,9.4066,-67.5604,67.3407,78.7692,-71.2527,1.9841,16.3036,-22.6881,20.6706,81.5104,-45.8812,1.9058,16.3036,-57.2088,57.0769,81.5104,-60.9011,1.9058,250,850,-800,300,1050,-50,0
44,1786005788.8597,1786005788.8646,0.03342,10.9011,-64.6593,65.0549,80.6154,-68.6154,1.9841,17.1341,-22.1749,20.4015,81.9227,-45.2767,1.8044,17.1341,-54.2198,54.7033,81.9227,-58.2637,1.8044,500,950,-800,700,850,0,0
45,1786005788.8931,1786005788.8977,0.03342,12.3956,-61.8462,62.7692,81.4945,-65.8022,1.9841,20.6237,-18.1736,19.7940,80.1605,-45.6910,1.8813,20.6237,-51.5824,52.5055,80.1605,-55.3626,1.8813,500,950,-750,450,900,0,0
46,1786005788.9265,1786005788.931,0.03339,14.4176,-59.2967,60.4835,81.4066,-63.1648,1.9841,19.9601,-20.4469,21.1971,80.4895,-46.7137,1.6767,19.9601,-48.8571,50.1319,80.4895,-52.8132,1.6767,650,900,-800,0,1050,0,0
47,1786005788.9599,1786005788.9649,0.03342,16.4396,-56.3956,58.1099,81.0549,-60.4396,1.9841,23.5132,-15.0246,15.1119,81.2145,-43.4405,1.8058,23.5132,-45.9560,47.7582,81.2145,-50.0879,1.8058,700,1000,-850,-100,900,0,0
48,1786005788.9933,1786005788.9984,0.0334,18.1099,-53.5824,55.8242,80.7912,-57.7143,1.9841,24.8347,-13.0699,18.0106,79.1112,-44.5680,1.9318,24.8347,-43.2308,45.4725,79.1112,-47.2747,1.9318,550,950,-750,-50,950,0,0
49,1786005789.0267,1786005789.0316,0.03336,19.4286,-50.8571,53.4505,81.0549,-54.9890,1.9841,24.6007,-12.5582,15.7424,79.8035,-43.0758,1.8873,24.6007,-40.4176,43.0989,79.8035,-44.5495,1.8873,400,900,-750,100,900,0,0
50,1786005789.0601,1786005789.1736,0.03339,21.4505,-47.9560,51.1648,80.5275,-52.1758,1.9841,27.0321,-22.8361,22.4964,82.6281,-43.7416,1.9890,27.0321,-31.8022,36.4176,82.6281,-43.7416,1.9890,700,1000,-850,-200,1000,0,1
51,1786005789.1748,1786005789.1798,0.11474,23.3846,-41.8022,46.4176,80.0879,-46.1978,1.9841,31.2794,-19.7126,22.3686,82.1651,-39.4726,1.8009,31.2794,-31.7143,36.3297,82.1651,-39.4726,1.8009,50,250,-150,0,400,0,1
52,1786005789.208,1786005789.2129,0.03324,24.0000,-41.0989,45.8901,80.0879,-45.9341,1.9841,34.1894,-15.5178,21.2895,81.8709,-35.5127,1.9562,34.0879,-31.0110,35.8022,81.8709,-35.7582,1.9562,250,250,-200,0,50,0,0
53,1786005789.2414,1786005789.2463,0.03339,24.8791,-39.8681,44.7473,80.7912,-44.5275,1.9841,34.1500,-10.2144,18.0680,79.4136,-35.6051,2.0881,34.1500,-29.6044,34.4835,79.4136,-35.6051,2.0881,350,550,-250,250,350,0,0
54,1786005789.2748,1786005789.2797,0.03341,27.2527,-37.4066,42.2857,81.3187,-41.8022,1.9841,33.7827,-9.7817,16.1115,80.4442,-32.5427,1.5855,33.7827,-26.8791,31.8462,80.4442,-32.5427,1.5855,800,800,-850,150,1000,0,0
55,1786005789.3083,1786005789.3134,0.03346,29.9780,-34.2418,39.6484,80.7912,-39.5165,1.9841,35.0731,-5.5430,8.0560,85.1359,-31.2414,1.8400,35.0731,-23.7143,29.3846,85.1359,-31.2414,1.8400,900,1050,-850,-100,750,0,0
56,1786005789.3416,1786005789.3464,0.0333,32.0000,-31.0769,37.5385,80.1758,-37.0549,1.9841,35.9837,-3.6958,9.4563,85.4717,-28.8094,1.8255,35.9837,-20.6374,27.1868,85.4717,-28.8094,1.8255,850,1050,-750,-250,750,0,0
57,1786005789.375,1786005789.3797,0.03339,32.7033,-28.1758,35.0769,80.7912,-34.7692,1.9841,35.7317,-2.5817,6.7646,89.4426,-27.6146,1.8533,35.7317,-17.7363,24.7253,89.4426,-27.6146,1.8533,250,1000,-850,300,800,0,0
58,1786005789.4084,1786005789.4129,0.03343,33.4945,-25.3626,32.6154,82.7253,-32.3956,1.9841,35.9007,-2.3367,-0.0848,87.9422,-24.9420,2.0011,35.9007,-15.0110,22.3516,87.9422,-24.9420,2.0011,300,900,-850,550,800,0,0
59,1786005789.4419,1786005789.4468,0.03344,34.3736,-22.1978,30.3297,85.0110,-30.7253,1.9841,39.3626,4.7359,-2.9800,88.7616,-30.3285,1.8194,39.3626,-11.7582,19.9780,88.7616,-30.3285,1.8194,250,1100,-800,750,600,0,0
60,1786005789.4753,1786005789.48,0.0334,35.1648,-19.1209,28.0440,86.8571,-28.8791,1.9841,37.9406,-1.4878,-2.0962,90.1115,-25.4538,1.9094,37.9406,-8.6813,17.7802,90.1115,-25.4538,1.9094,300,1100,-750,650,650,0,0
61,1786005789.5087,1786005789.5131,0.03339,35.6044,-16.2198,25.7582,87.3846,-27.3846,1.9841,39.2248,5.7887,-6.4134,90.1044,-22.6893,1.9249,39.2248,-5.6923,15.4066,90.1044,-22.6893,1.9249,100,950,-800,300,450,0,0
62,1786005789.542,1786005789.5469,0.03339,36.5714,-13.1429,23.2088,88.0000,-26.9451,1.9841,39.1885,5.8084,-11.6007,90.8875,-24.6651,2.0823,39.1885,-2.7033,12.7692,90.8875,-24.6651,2.0823,350,1000,-800,150,200,0,0
63,1786005789.5755,1786005789.5803,0.03343,37.7143,-10.0659,20.9231,88.8791,-25.8901,1.9841,40.9728,14.2801,-19.5817,92.1473,-20.6061,2.2063,40.9728,0.3736,10.5714,92.1473,-20.6061,2.2063,350,1050,-850,300,350,0,0
64,1786005789.6088,1786005789.6132,0.03335,38.5055,-6.9011,18.5495,89.7582,-24.5714,1.9841,40.9054,12.9768,-15.5332,88.8005,-23.3312,2.3605,40.9054,3.4505,8.2857,88.8005,-23.3312,2.3605,200,1050,-750,250,400,0,0
65,1786005789.6422,1786005789.6466,0.03339,38.9451,-3.8242,16.0000,90.2857,-23.4286,1.9841,37.2505,15.5789,-20.1706,91.1839,-17.7306,2.1512,37.2505,6.5275,5.7363,91.1839,-17.7306,2.1512,200,1050,-850,250,300,0,0
66,1786005789.6756,1786005789.6801,0.03342,39.3846,-0.8352,13.7143,90.9011,-22.2857,1.9841,40.5790,18.4364,-23.3932,90.9392,-15.4940,2.5068,40.5790,9.6044,3.4505,90.9392,-15.4940,2.5068,150,1000,-850,150,400,0,0
67,1786005789.709,1786005789.7138,0.0334,39.6484,2.2418,11.2527,90.9011,-21.2308,1.9841,40.1218,15.6797,-20.3098,90.4364,-17.2593,2.4828,40.1218,12.7692,0.9890,90.4364,-17.2593,2.4828,150,1050,-800,-50,400,0,0
68,1786005789.7424,1786005789.7471,0.03335,39.5604,5.4945,8.9670,90.7253,-19.2088,2.0503,41.7000,17.5493,-21.5049,89.1310,-13.7436,2.4181,41.7000,15.9341,-1.4725,89.1310,-13.7436,2.4181,0,1050,-850,-100,600,50,0
69,1786005789.7758,1786005789.7806,0.03342,39.2088,8.5714,6.5055,90.6374,-17.7143,2.1825,42.9528,18.7586,-23.0232,88.4035,-12.8537,2.3781,42.9528,18.7586,-3.7582,88.4035,-12.8537,2.3781,-100,1050,-800,-50,600,50,0
70,1786005789.8092,1786005789.8136,0.03335,39.8242,11.7363,4.1319,90.1978,-16.3956,2.1825,44.1170,18.4972,-22.8003,87.9093,-14.2173,2.2968,44.1170,18.4972,-6.2198,87.9093,-14.2173,2.2968,250,1050,-850,-200,450,0,0
71,1786005789.8426,1786005789.8473,0.03344,40.7912,14.7253,1.6703,89.0549,-15.0769,2.1825,44.6810,16.4307,-20.3649,87.0072,-16.7570,2.4824,44.6810,16.4307,-8.6813,87.0072,-16.7570,2.4824,350,1050,-800,-400,550,0,0
72,1786005789.876,1786005789.8807,0.0334,42.4615,16.9231,-0.6154,88.5275,-14.9011,2.1825,45.5472,19.0546,-21.7193,86.4957,-16.9062,2.5112,45.5472,19.0546,-10.8791,86.4957,-16.9062,2.5112,600,650,-850,-150,50,0,0
73,1786005789.9094,1786005789.9139,0.03337,43.4286,17.3626,-2.6374,87.9121,-15.6923,2.2487,46.2716,21.0763,-23.5819,85.8047,-17.0815,2.4908,46.2716,21.0763,-12.8132,85.8047,-17.0815,2.4908,350,250,-650,-200,-250,50,0
74,1786005789.9428,1786005789.9477,0.03339,44.3077,17.1868,-4.9231,87.4725,-16.2198,2.2487,44.6023,22.7571,-23.1958,84.3721,-17.1031,2.4702,44.6023,22.7571,-15.2747,84.3721,-17.1031,2.4702,300,-50,-850,-150,-300,0,0
75,1786005789.9762,1786005789.9811,0.03342,44.6593,17.7143,-7.6484,86.8571,-16.4835,2.2487,45.7045,23.2763,-22.8749,83.8267,-16.4787,2.2270,45.7045,23.2763,-18.0879,83.8267,-16.4787,2.2270,150,250,-900,-250,-50,0,0
76,1786005790.0096,1786005790.0142,0.03346,44.8352,19.8242,-10.3736,85.8901,-16.6593,2.2487,46.6956,25.1554,-21.8716,82.7857,-17.8005,2.4063,46.6956,25.1554,-20.7253,82.7857,-17.8005,2.4063,50,550,-900,-350,-50,0,0
77,1786005790.043,1786005790.0475,0.03333,44.8352,22.1978,-12.6593,84.6593,-16.5714,2.2487,46.1233,29.6563,-26.4860,82.1066,-16.2466,2.2051,46.1233,29.6563,-23.0110,82.1066,-16.2466,2.2051,0,800,-750,-400,50,0,0
78,1786005790.0764,1786005790.0808,0.03343,45.2747,24.1319,-14.6813,84.3077,-16.8352,2.2487,46.2906,30.3497,-27.3753,81.8261,-16.4409,2.0646,46.2906,30.3497,-24.9451,81.8261,-16.4409,2.0646,50,650,-700,-100,-100,0,0
79,1786005790.1098,1786005790.1143,0.03344,45.7143,26.2418,-17.1429,83.3407,-17.1868,2.2487,46.7730,31.1180,-24.6185,80.7649,-16.0526,2.3905,46.7730,31.1180,-24.6185,80.7649,-16.0526,2.3905,100,750,-850,-350,-150,0,0
80,1786005790.1432,1786005790.1478,0.03334,46.1538,28.3516,-19.8681,82.4615,-16.7473,2.2487,49.0273,31.4144,-25.1229,80.4901,-9.7550,2.1564,49.0273,31.4144,-25.1229,80.4901,-9.7550,2.1564,100,750,-900,-400,150,0,0
81,1786005790.1766,1786005790.1809,0.03344,46.4176,30.1099,-21.0989,81.8462,-16.5714,2.2487,48.7184,31.6108,-23.0054,79.2729,-10.5771,2.4075,48.7184,31.6108,-23.0054,79.2729,-10.5771,2.4075,50,550,-650,-250,100,0,0
82,1786005790.21,1786005790.2143,0.03338,46.6813,31.2527,-21.5385,81.5824,-15.6923,2.2487,49.0692,29.3707,-22.4488,79.7476,-9.9902,2.4324,49.0692,29.3707,-22.4488,79.7476,-9.9902,2.4324,50,350,-150,-50,250,0,0
83,1786005790.2434,1786005790.2477,0.03337,47.2967,31.6923,-21.6264,80.7033,-13.8462,2.2487,48.0536,28.9138,-21.1182,79.4790,-10.0498,2.8485,48.0536,28.9138,-21.1182,79.4790,-10.0498,2.8485,200,200,0,-300,700,0,0
84,1786005790.2768,1786005790.2811,0.03341,48.1758,31.6923,-21.4505,80.2637,-12.1758,2.2487,47.4893,31.1875,-26.8625,80.5992,-9.8329,2.4905,47.4893,31.1875,-26.8625,80.5992,-9.8329,2.4905,200,0,50,-250,650,0,0
85,1786005790.3102,1786005790.3147,0.03338,48.3516,31.5165,-21.1868,80.3516,-11.4725,2.3148,46.1052,30.7179,-25.6455,80.7422,-9.5610,2.3720,46.1052,30.7179,-25.6455,80.7422,-9.5610,2.3720,100,-50,50,0,250,0,0
86,1786005790.3436,1786005790.348,0.03345,48.3516,31.6923,-21.0110,80.3516,-10.9451,2.3810,46.1835,31.9482,-25.0938,79.3494,-9.4427,2.4959,46.1835,31.9482,-25.0938,79.3494,-9.4427,2.4959,0,0,50,50,200,100,0
87,1786005790.377,1786005790.3814,0.03335,47.6484,32.3077,-21.8022,80.6154,-10.5055,2.3148,45.3284,33.1087,-27.0801,78.2905,-9.6786,3.7909,45.3284,33.1087,-27.0801,78.2905,-9.6786,3.7909,-150,250,-400,100,150,0,0
88,1786005790.4104,1786005790.4148,0.03343,46.8571,32.6593,-22.6813,80.0879,-10.2418,2.3148,45.6523,31.1213,-23.5066,79.4010,-10.0477,3.3438,45.6523,31.1213,-23.5066,79.4010,-10.0477,3.3438,-250,100,-300,-200,150,0,0
89,1786005790.4438,1786005790.4481,0.03339,46.1538,33.1868,-23.6484,79.2088,-10.2418,2.6455,44.8539,32.9605,-24.5495,78.5701,-9.4965,3.9122,44.8539,32.9605,-24.5495,78.5701,-9.4965,3.9122,-200,100,-400,-300,0,0,0
90,1786005790.4772,1786005790.4815,0.03338,45.8901,33.3626,-24.2637,79.0330,-10.2418,3.1085,43.7862,33.9936,-26.0964,78.4535,-8.2356,3.8373,43.7862,33.9936,-26.0964,78.4535,-8.2356,3.8373,-50,100,-100,-100,0,250,0
91,1786005790.5106,1786005790.515,0.03343,45.6264,33.3626,-23.7363,79.3846,-9.8022,3.1085,42.8711,34.6700,-27.2262,76.4516,-8.9412,3.6391,42.8711,34.6700,-27.2262,76.4516,-8.9412,3.6391,-100,0,200,150,100,0,0
92,1786005790.544,1786005790.5484,0.03337,45.2747,34.2418,-23.9121,78.6813,-9.4505,3.3069,42.1413,32.2655,-24.6433,77.5392,-5.9664,2.9299,42.1413,32.2655,-24.6433,77.5392,-5.9664,2.9299,-150,200,-100,-250,150,0,0
93,1786005790.5774,1786005790.5817,0.03342,44.7473,35.1209,-24.6154,78.2418,-9.1868,3.3730,42.5443,33.0802,-28.3640,79.5183,-9.6582,7.9837,42.5443,33.0802,-28.3640,79.5183,-9.6582,7.9837,-200,350,-200,-100,150,0,0
94,1786005790.6107,1786005790.615,0.03335,43.7802,35.2088,-24.7033,77.3626,-9.0110,3.2407,41.9682,32.8738,-25.0019,79.2968,-11.3497,12.1494,41.9682,32.8738,-25.0019,79.2968,-11.3497,12.1494,-300,0,-50,-400,0,-100,0
95,1786005790.6442,1786005790.6485,0.03345,42.9890,35.0330,-24.7033,78.1538,-8.7473,3.2407,41.4365,32.8428,-26.7347,80.3698,-11.3838,16.0490,41.4365,32.8428,-26.7347,80.3698,-11.3838,13.3730,-250,-100,0,400,50,-50,0
96,1786005790.6775,1786005790.6821,0.03333,42.4615,34.9451,-24.7912,78.8571,-9.6264,4.7619,42.5364,31.7979,-25.7877,81.8125,-9.6549,17.5881,42.5364,31.7979,-25.7877,81.8125,-9.6549,15.0265,-200,-50,0,250,-150,600,0
97,1786005790.711,1786005790.7154,0.03344,42.1099,34.9451,-24.6154,79.5604,-10.4176,7.4074,42.3258,33.4456,-27.2069,80.9488,-9.8737,17.5930,42.3258,33.4456,-27.2069,80.9488,-9.8737,17.5930,-150,0,100,150,-250,1200,0
98,1786005790.7444,1786005790.7487,0.03339,42.1099,35.1209,-24.6154,80.5275,-10.1538,10.1190,41.3277,33.6887,-26.9520,80.6235,-11.6351,20.9032,41.3277,33.6887,-26.9520,80.6235,-11.6351,20.4497,0,50,0,350,150,1200,0
