step,t_obs,t_cmd,dt,pos_shoulder_pan,pos_shoulder_lift,pos_elbow_flex,pos_wrist_flex,pos_wrist_roll,pos_gripper,cmd_shoulder_pan,cmd_shoulder_lift,cmd_elbow_flex,cmd_wrist_flex,cmd_wrist_roll,cmd_gripper,sent_shoulder_pan,sent_shoulder_lift,sent_elbow_flex,sent_wrist_flex,sent_wrist_roll,sent_gripper,velraw_shoulder_pan,velraw_shoulder_lift,velraw_elbow_flex,velraw_wrist_flex,velraw_wrist_roll,velraw_gripper,chunk_start
212,1786005794.7934,1786005794.7977,0.0334,10.7253,46.4615,-45.9780,82.4615,-12.9670,12.1693,10.3634,45.3733,-46.7571,83.3679,-13.4274,10.2378,10.3634,45.3733,-46.7571,83.3679,-13.4274,10.2378,-150,100,-300,300,0,-600,0
213,1786005794.8269,1786005794.8312,0.03343,10.6374,47.2527,-45.8901,83.5165,-12.6154,11.3757,11.2031,46.3389,-48.8189,84.0115,-12.4862,10.0506,11.2031,46.3389,-48.8189,84.0115,-12.4862,10.0506,-50,150,0,200,200,-300,0
214,1786005794.8603,1786005794.865,0.0334,10.6374,47.8681,-45.7143,83.8681,-12.7912,10.7804,11.2091,46.8848,-48.6855,83.3380,-12.6617,10.1613,11.2091,46.8848,-48.6855,83.3380,-12.6617,10.1613,0,250,100,200,0,-350,0
215,1786005794.8937,1786005794.898,0.0334,10.9011,47.8681,-45.6264,83.6923,-13.0549,10.7143,10.7847,46.6828,-47.8211,82.3496,-12.7304,10.5053,10.7847,46.6828,-47.8211,82.3496,-12.7304,10.5053,50,0,50,-50,-100,0,0
216,1786005794.9271,1786005794.9314,0.03341,11.1648,47.6923,-46.0659,83.6923,-12.8791,10.4497,10.7680,45.1870,-48.7972,82.1178,-9.6706,10.3693,10.7680,45.1870,-48.7972,82.1178,-9.6706,10.3693,50,-50,-150,0,100,-50,0
217,1786005794.9605,1786005794.965,0.03344,11.1648,47.6044,-46.2418,83.0769,-12.8791,10.5820,10.0396,43.7223,-47.3231,82.0557,-10.1757,9.8469,10.0396,43.7223,-47.3231,82.0557,-10.1757,9.8469,0,-50,0,-250,0,50,0
218,1786005794.9939,1786005794.9984,0.03337,11.1648,47.6923,-46.5055,82.8132,-12.2637,10.3836,9.9149,45.6065,-47.9813,81.1785,-10.5767,10.4768,9.9149,45.6065,-47.9813,81.1785,-10.5767,10.4768,0,0,0,-50,150,-50,0
219,1786005795.0273,1786005795.0321,0.03339,10.9011,47.7802,-46.5934,82.6374,-11.2967,10.1852,10.6333,48.6846,-48.0921,80.1953,-13.1753,10.7025,10.6333,48.6846,-48.0921,80.1953,-13.1753,10.7025,-100,50,-50,-50,300,0,0
220,1786005795.0607,1786005795.0654,0.03343,10.7253,47.7802,-46.5934,82.0220,-11.2967,10.1852,9.5289,46.5778,-47.2953,81.5451,-12.3980,11.0879,9.5289,46.5778,-47.2953,81.5451,-12.3980,11.0879,-50,0,0,-150,50,-50,0
221,1786005795.0941,1786005795.0989,0.03334,10.6374,48.1319,-46.7692,81.3187,-11.5604,10.4497,10.5985,49.5063,-49.4942,80.0752,-13.4087,15.7370,10.5985,49.5063,-49.4942,80.0752,-13.4087,15.7370,-50,100,-50,-250,0,100,0
222,1786005795.1275,1786005795.1319,0.03342,10.3736,49.0989,-46.7692,81.0549,-12.3516,10.7804,10.3346,47.5793,-48.0097,80.7455,-12.4015,17.8706,10.3346,47.5793,-48.0097,80.7455,-12.4015,17.8706,-100,300,0,-50,-300,200,0
223,1786005795.161,1786005795.1656,0.0335,10.1978,49.9780,-46.7692,81.5824,-12.7912,11.2434,9.3496,48.4517,-49.9519,81.5179,-10.6172,19.0337,9.3496,48.4517,-49.9519,81.5179,-10.6172,19.0337,-50,300,0,200,-150,100,0
224,1786005795.1943,1786005795.1988,0.0333,10.2857,50.0659,-47.1209,80.8791,-12.5275,13.0291,10.5391,48.9271,-50.5159,81.0567,-11.6845,17.5019,10.5391,48.9271,-50.5159,81.0567,-11.6845,17.5019,50,50,-100,-300,0,800,0
225,1786005795.2277,1786005795.2331,0.03342,10.3736,49.8022,-47.5604,81.5824,-11.8242,15.2116,10.9608,50.3425,-49.8107,82.2362,-11.0129,19.8838,10.9608,50.3425,-49.8107,82.2362,-11.0129,19.8838,50,-100,-100,400,300,850,0
226,1786005795.2612,1786005795.2655,0.03346,10.3736,49.8022,-48.2637,81.2308,-11.5604,16.7989,10.6522,51.5875,-51.2464,81.3136,-12.5876,21.2701,10.6522,51.5875,-51.2464,81.3136,-12.5876,21.2701,0,0,-250,0,200,750,0
227,1786005795.2945,1786005795.2987,0.03337,10.3736,50.5055,-48.3516,81.2308,-11.6484,17.9894,10.4821,50.4481,-50.0079,82.2044,-12.2118,22.5208,10.4821,50.4481,-50.0079,82.2044,-12.2118,22.5208,0,250,0,0,-50,650,0
228,1786005795.3279,1786005795.3323,0.0334,10.2857,51.6484,-48.7912,81.7582,-11.6484,18.9815,10.2609,50.4987,-49.4690,81.9351,-12.5756,23.8006,10.2609,50.4987,-49.4690,81.9351,-12.5756,23.8006,-50,400,-100,50,-50,500,0
229,1786005795.3614,1786005795.3657,0.03344,10.5495,51.9121,-49.0549,81.0549,-12.0879,20.5026,10.4081,50.1380,-50.1880,81.7907,-13.0891,23.6750,10.4081,50.1380,-50.1880,81.7907,-13.0891,23.6750,50,50,-100,-400,-100,650,0
230,1786005795.3947,1786005795.399,0.03335,10.7253,51.7363,-48.7912,82.0220,-12.1758,21.6270,9.7374,51.8751,-52.3430,83.0002,-13.9294,23.0795,9.7374,51.8751,-52.3430,83.0002,-13.9294,23.0795,50,-50,100,450,-50,500,0
231,1786005795.4282,1786005795.4325,0.03345,10.8132,51.7363,-48.7912,81.5824,-12.7033,22.3545,10.1183,50.8100,-49.7808,82.8698,-13.9563,23.0705,10.1183,50.8100,-49.7808,82.8698,-13.9563,23.0705,50,0,0,-250,-200,250,0
232,1786005795.4616,1786005795.4661,0.03341,10.6374,52.2637,-49.4066,82.4615,-13.2308,22.3545,9.3487,54.0406,-53.7386,83.9348,-13.8704,23.0964,9.3487,54.0406,-53.7386,83.9348,-13.8704,23.0964,-50,250,-200,50,-200,150,0
233,1786005795.4949,1786005795.4992,0.03336,10.4615,52.7033,-50.0220,82.5495,-13.4945,22.5529,8.8590,52.1594,-51.9903,83.7848,-13.7645,22.9857,8.8590,52.1594,-51.9903,83.7848,-13.7645,22.9857,-100,200,-200,100,-100,100,0
234,1786005795.5284,1786005795.5326,0.03341,10.1099,52.8791,-50.5495,82.6374,-13.5824,22.6852,9.2032,52.8228,-49.0017,83.5466,-13.2257,23.3556,9.2032,52.8228,-49.0017,83.5466,-13.2257,23.3556,-50,50,-100,150,-50,50,0
235,1786005795.5618,1786005795.5661,0.03344,9.9341,53.2308,-51.0769,83.3407,-13.5824,22.6852,9.5023,52.5157,-50.5324,83.4537,-12.8922,23.2786,9.5023,52.5157,-50.5324,83.4537,-12.8922,23.2786,-100,100,-250,50,0,0,0
236,1786005795.5951,1786005795.5993,0.03336,9.8462,53.3187,-50.7253,82.9890,-13.4945,22.8836,9.6922,51.8710,-49.2852,83.8413,-12.2370,23.0914,9.6922,51.8710,-49.2852,83.8413,-12.2370,23.0914,0,0,150,-200,50,50,0
237,1786005795.6286,1786005795.6331,0.03343,9.6703,53.3187,-49.6703,82.9011,-13.4945,22.8836,9.7269,52.8135,-51.2741,84.4099,-11.1770,23.6271,9.7269,52.8135,-51.2741,84.4099,-11.1770,23.6271,0,0,400,0,0,0,0
238,1786005795.662,1786005795.6664,0.03341,9.3187,53.3187,-49.4945,83.2527,-13.2308,22.8836,10.1734,51.9661,-50.4289,84.9255,-11.7502,23.7093,10.1734,51.9661,-50.4289,84.9255,-11.7502,23.7093,-150,0,50,100,150,0,0
239,1786005795.6954,1786005795.7,0.03337,9.2308,53.4945,-49.5824,83.6923,-12.5275,23.1481,10.7387,52.2821,-49.8603,83.5562,-11.4872,23.2029,10.7387,52.2821,-49.8603,83.5562,-11.4872,23.2029,0,0,-50,150,250,100,0
240,1786005795.7288,1786005795.7334,0.03341,9.2308,53.4945,-49.8462,84.1319,-12.3516,23.2804,11.2168,52.8985,-51.7242,85.6403,-10.3623,23.4975,11.2168,52.8985,-51.7242,85.6403,-10.3623,23.4975,50,0,-150,150,50,100,0
241,1786005795.7622,1786005795.7668,0.03344,9.7582,53.4945,-49.4945,84.3077,-12.2637,23.2143,11.1306,54.0019,-53.0250,85.7882,-10.5738,23.4536,11.1306,54.0019,-53.0250,85.7882,-10.5738,23.4536,150,0,100,50,0,0,0
242,1786005795.7956,1786005795.8002,0.03336,10.1978,53.6703,-49.5824,83.7802,-11.6484,23.2143,11.1425,54.2439,-54.4958,86.8280,-10.5977,23.6673,11.1425,54.2439,-54.4958,86.8280,-10.5977,23.6673,150,50,-50,-200,250,0,0
243,1786005795.829,1786005795.8336,0.03347,10.8132,54.3736,-50.5495,84.7473,-11.2967,23.4127,10.3764,52.9292,-51.7814,85.5167,-11.7779,23.7778,10.3764,52.9292,-51.7814,85.5167,-11.7779,23.7778,250,200,-300,350,150,50,0
244,1786005795.8624,1786005795.8667,0.03338,10.9890,54.8132,-51.4286,85.8901,-11.2967,23.2804,10.1158,52.3733,-50.5288,85.1287,-11.9739,23.7604,10.1158,52.3733,-50.5288,85.1287,-11.9739,23.7604,100,150,-350,300,0,-50,0
245,1786005795.8958,1786005795.9006,0.03339,11.0769,54.9011,-51.6044,85.3626,-11.5604,23.4127,10.2650,52.8411,-50.4438,84.6498,-12.0402,23.9958,10.2650,52.8411,-50.4438,84.6498,-12.0402,23.9958,50,0,0,-100,-50,100,0
246,1786005795.9292,1786005795.9338,0.03339,10.9011,54.8132,-50.9011,85.0989,-11.7363,23.5450,9.9242,53.6306,-50.4726,84.9104,-12.8137,23.9916,9.9242,53.6306,-50.4726,84.9104,-12.8137,23.9916,-50,0,150,-100,-100,50,0
247,1786005795.9626,1786005795.9673,0.03339,10.6374,54.8132,-50.3736,85.1868,-11.7363,23.6111,10.2018,54.6202,-50.3277,83.2843,-12.7741,24.4332,10.2018,54.6202,-50.3277,83.2843,-12.7741,24.4332,-100,0,250,50,0,50,0
248,1786005795.996,1786005796.0006,0.03338,10.4615,54.9011,-50.3736,84.9231,-12.1758,23.8757,9.6707,54.2582,-50.4222,84.5150,-12.5059,24.2912,9.6707,54.2582,-50.4222,84.5150,-12.5059,24.2912,-100,50,0,0,-100,150,0
249,1786005796.0294,1786005796.0341,0.03345,10.4615,55.0769,-50.2857,84.6593,-12.3516,23.9418,9.6775,54.1861,-50.1798,84.6578,-13.3243,23.7730,9.6775,54.1861,-50.1798,84.6578,-13.3243,23.7730,0,50,50,-150,-50,0,0
250,1786005796.0628,1786005796.1768,0.03334,10.4615,55.1648,-50.2857,84.0440,-12.3516,24.1402,9.6562,57.0542,-58.1573,87.6124,-12.8432,24.4754,9.6562,57.0542,-58.1573,87.6124,-12.8432,24.4754,0,0,0,-250,0,50,1
251,1786005796.178,1786005796.1828,0.11524,10.2857,55.1648,-50.1978,84.3956,-12.9670,23.8757,10.6696,60.1728,-61.5614,90.0267,-14.1384,25.9308,10.6696,60.1728,-60.1978,90.0267,-14.1384,25.9308,0,0,0,0,0,0,1
252,1786005796.2113,1786005796.2159,0.03331,10.2857,55.1648,-50.1978,84.3956,-12.9670,23.8757,12.0470,56.8796,-58.3214,88.6632,-13.2911,24.3879,12.0470,56.8796,-58.3214,88.6632,-13.2911,24.3879,0,0,0,0,0,0,0
253,1786005796.2447,1786005796.249,0.03339,10.3736,55.8681,-50.9011,85.2747,-13.4066,24.4709,9.9855,58.4898,-60.9319,89.0012,-13.9217,24.2590,9.9855,58.4898,-60.9319,89.0012,-13.9217,24.2590,50,100,-100,350,-200,300,0
254,1786005796.2781,1786005796.2824,0.03339,10.7253,57.0989,-53.0989,86.7692,-13.4945,25.1323,10.8452,57.7405,-58.5146,90.0769,-11.1688,24.6085,10.8452,57.7405,-58.5146,90.0769,-11.1688,24.6085,100,400,-750,450,50,400,0
255,1786005796.3116,1786005796.3169,0.03348,10.8132,58.1538,-55.7363,87.8242,-13.4945,24.8677,9.3781,56.3759,-60.0688,90.0940,-12.7714,23.1849,9.3781,56.3759,-60.0688,90.0940,-12.7714,23.1849,0,350,-850,450,50,-50,0
256,1786005796.3449,1786005796.3497,0.03334,10.9011,58.3297,-57.1429,88.2637,-13.4945,24.4709,9.8970,57.6613,-58.2540,89.0950,-13.0487,22.9734,9.8970,57.6613,-58.2540,89.0950,-13.0487,22.9734,50,100,-650,100,0,-200,0
257,1786005796.3783,1786005796.3828,0.03336,10.9011,58.3297,-57.3187,89.0549,-13.1429,24.0741,11.5516,56.1364,-58.1149,88.5698,-12.7538,23.8525,11.5516,56.1364,-58.1149,88.5698,-12.7538,23.8525,0,0,-50,250,50,-100,0
258,1786005796.4118,1786005796.4164,0.03346,10.6374,58.2418,-57.3187,89.0549,-13.1429,23.4788,9.8987,55.8941,-57.7706,89.2932,-13.1811,23.6294,9.8987,55.8941,-57.7706,89.2932,-13.1811,23.6294,-100,-50,0,150,0,-400,0
259,1786005796.4452,1786005796.45,0.03343,10.3736,58.2418,-57.3187,88.4396,-13.1429,23.6772,8.9793,57.1651,-56.5275,88.6461,-11.6483,23.7116,8.9793,57.1651,-56.5275,88.6461,-11.6483,23.7116,-150,0,0,-200,0,100,0
260,1786005796.4785,1786005796.4832,0.03333,10.5495,58.3297,-57.3187,88.9670,-13.1429,23.7434,9.5687,56.1942,-55.1604,87.4684,-14.4542,23.9473,9.5687,56.1942,-55.1604,87.4684,-14.4542,23.9473,100,50,0,250,0,100,0
261,1786005796.512,1786005796.5166,0.03343,10.3736,58.3297,-56.7033,88.8791,-12.7912,23.7434,9.5273,57.6848,-56.8985,87.8991,-12.7302,24.1582,9.5273,57.6848,-56.8985,87.8991,-12.7302,24.1582,0,0,200,50,50,0,0
262,1786005796.5453,1786005796.5501,0.03338,10.2857,58.2418,-55.8242,88.0879,-12.4396,23.7434,9.7244,56.9843,-55.4395,88.5638,-12.0946,23.9562,9.7244,56.9843,-55.4395,88.5638,-12.0946,23.9562,-50,-50,350,-350,100,0,0
263,1786005796.5787,1786005796.5833,0.03338,10.1099,58.2418,-55.7363,87.9121,-12.6154,23.8095,9.3211,55.9355,-53.1059,88.4258,-11.6114,24.0209,9.3211,55.9355,-53.1059,88.4258,-11.6114,24.0209,-50,0,50,0,-100,-50,0
264,1786005796.6121,1786005796.6168,0.0334,9.9341,58.2418,-55.9121,88.1758,-12.4396,23.7434,10.0636,59.3231,-58.0678,89.8552,-14.4223,23.8515,10.0636,59.3231,-58.0678,89.8552,-14.4223,23.8515,-50,0,-50,100,50,-50,0
265,1786005796.6455,1786005796.6502,0.0334,9.9341,58.1538,-55.1209,88.2637,-12.1758,23.7434,8.9921,56.0812,-57.8468,91.8448,-14.0115,21.0160,8.9921,56.0812,-57.8468,91.8448,-14.0115,21.0160,0,-50,150,0,50,0,0
266,1786005796.6789,1786005796.6835,0.03339,10.1099,57.9780,-54.1538,88.6154,-12.6154,23.8757,8.3500,54.8068,-59.2118,90.9586,-14.2895,18.3144,8.3500,54.8068,-59.2118,90.9586,-14.2895,18.3144,50,-50,400,150,-200,100,0
267,1786005796.7123,1786005796.7171,0.03342,10.0220,58.0659,-54.4176,89.8462,-13.4945,23.3466,7.7767,54.2167,-56.8978,90.1596,-13.4140,15.6191,7.7767,54.2167,-56.8978,90.1596,-13.4140,15.6191,0,50,-50,350,-300,-100,0
268,1786005796.7458,1786005796.7509,0.03348,9.5824,57.9780,-55.6484,90.3736,-13.7582,21.6931,8.2330,54.0482,-56.2152,89.9428,-13.9973,11.7806,8.2330,54.0482,-56.2152,89.9428,-13.9973,11.7806,-150,-50,-500,200,-100,-750,0
269,1786005796.7792,1786005796.7835,0.03335,9.2308,57.9780,-56.5275,90.1099,-13.6703,19.5106,8.8989,55.6894,-57.0419,88.4802,-14.1719,12.9747,8.8989,55.6894,-57.0419,88.4802,-14.1719,12.9747,-100,0,-350,-100,50,-1000,0
270,1786005796.8126,1786005796.8172,0.03339,8.9670,57.8901,-56.6154,89.7582,-13.7582,17.1296,9.1339,54.9797,-57.3642,89.4088,-13.4654,11.3333,9.1339,54.9797,-57.3642,89.4088,-13.4654,11.3333,-100,0,0,-50,0,-1050,0
271,1786005796.846,1786005796.8507,0.03339,8.8791,57.8022,-56.4396,89.6703,-13.9341,14.9471,10.7553,57.0983,-57.5831,88.6719,-15.3551,14.2612,10.7553,57.0983,-57.5831,88.6719,-15.3551,14.2612,-50,-50,0,0,-50,-1000,0
272,1786005796.8794,1786005796.884,0.03339,9.0549,57.8901,-56.3516,89.0549,-13.7582,13.6243,9.9663,56.6112,-58.7055,89.2622,-15.4490,14.3900,9.9663,56.6112,-58.7055,89.2622,-15.4490,14.3900,50,0,50,-250,50,-500,0
273,1786005796.9127,1786005796.9169,0.03339,9.3187,57.9780,-56.3516,89.2308,-14.1978,13.3598,9.6108,56.9608,-59.1717,88.6129,-15.0633,14.7386,9.6108,56.9608,-59.1717,88.6129,-15.0633,14.7386,50,50,0,100,-50,-250,0
274,1786005796.9462,1786005796.9504,0.03341,9.5824,57.9780,-56.5275,89.2308,-14.7253,13.9550,9.7159,58.4786,-61.5773,89.2078,-15.2453,14.2768,9.7159,58.4786,-61.5773,89.2078,-15.2453,14.2768,150,0,-100,0,-200,300,0
275,1786005796.9795,1786005796.984,0.03337,9.8462,57.9780,-56.9670,89.0549,-14.7253,14.3519,9.6712,57.0156,-60.3336,88.8828,-15.3798,14.3422,9.6712,57.0156,-60.3336,88.8828,-15.3798,14.3422,50,0,-150,-50,0,150,0
276,1786005797.013,1786005797.0175,0.03344,9.9341,58.5055,-57.8462,88.9670,-14.8132,14.2196,9.5444,56.3093,-60.4441,88.7752,-14.0669,13.6630,9.5444,56.3093,-60.4441,88.7752,-14.0669,13.6630,50,150,-300,0,-50,-50,0
277,1786005797.0464,1786005797.051,0.0334,9.9341,58.9451,-58.7253,88.9670,-14.9890,14.2196,10.3255,56.5134,-62.7044,90.4777,-13.4011,12.4444,10.3255,56.5134,-62.7044,90.4777,-13.4011,12.4444,0,150,-250,0,-50,0,0
278,1786005797.0798,1786005797.0841,0.03339,9.8462,58.9451,-58.7253,88.7912,-14.6374,13.9550,10.5518,55.9578,-62.9728,89.8598,-15.7377,9.9600,10.5518,55.9578,-62.9728,89.8598,-15.7377,9.9600,-50,0,0,-50,100,-200,0
279,1786005797.1132,1786005797.1178,0.03342,9.8462,58.9451,-59.2527,89.4945,-14.1978,13.2937,10.2607,57.2999,-61.3219,89.8162,-15.6101,9.0202,10.2607,57.2999,-61.3219,89.8162,-15.6101,9.0202,0,0,-150,300,250,-250,0
280,1786005797.1466,1786005797.1513,0.03342,9.9341,58.9451,-60.0440,89.7582,-14.5495,12.1032,9.6401,57.3705,-60.4678,89.7851,-14.6013,6.6084,9.6401,57.3705,-60.4678,89.7851,-14.6013,6.6084,0,0,-250,200,-50,-550,0
281,1786005797.18,1786005797.1846,0.03337,10.0220,58.9451,-60.0440,89.7582,-15.0769,11.1111,9.5137,56.6832,-59.5388,88.3076,-15.2014,5.8578,9.5137,56.6832,-59.5388,88.3076,-15.2014,5.8578,50,0,-50,0,-200,-400,0
282,1786005797.2134,1786005797.2179,0.03344,10.1099,58.9451,-59.6044,89.7582,-14.9890,10.3175,9.5935,55.6463,-58.1642,88.5517,-14.2970,5.7826,9.5935,55.6463,-58.1642,88.5517,-14.2970,5.7826,50,0,150,0,50,-400,0
283,1786005797.2468,1786005797.2515,0.03341,10.0220,58.9451,-59.4286,89.2308,-14.9890,9.6561,9.8177,56.0512,-58.0737,88.5649,-15.8519,5.1869,9.8177,56.0512,-58.0737,88.5649,-15.8519,5.1869,0,0,100,-100,0,-300,0
284,1786005797.2802,1786005797.2848,0.03339,9.9341,58.8571,-58.7253,88.7912,-14.8132,9.4577,10.5058,55.8198,-56.3219,87.3044,-14.6286,4.3884,10.5058,55.8198,-56.3219,87.3044,-14.6286,4.3884,-50,0,200,-200,100,-100,0
285,1786005797.3136,1786005797.3181,0.03339,10.0220,58.7692,-58.1978,88.6154,-14.9890,9.1270,9.8601,55.8109,-57.8246,87.7243,-16.3138,3.2099,9.8601,55.8109,-57.8246,87.7243,-16.3138,3.2099,50,-50,200,-50,-100,-150,0
286,1786005797.3471,1786005797.3518,0.03349,10.1099,58.7692,-57.5824,88.0879,-15.2527,8.7302,8.4553,57.3352,-57.4030,88.2768,-15.5985,3.1593,8.4553,57.3352,-57.4030,88.2768,-15.5985,3.1593,0,0,250,-100,-150,-150,0
287,1786005797.3804,1786005797.385,0.03331,10.1099,58.7692,-57.1429,87.8242,-15.2527,8.3995,9.3075,56.7805,-57.7988,87.3815,-15.7363,3.2273,9.3075,56.7805,-57.7988,87.3815,-15.7363,3.2273,0,0,250,-150,0,-200,0
288,1786005797.4138,1786005797.4182,0.03343,9.8462,58.7692,-57.1429,87.9121,-15.7802,8.3333,8.7617,53.8480,-56.5484,88.7171,-15.9243,3.2502,8.7617,53.8480,-56.5484,88.7171,-15.9243,3.2502,-150,0,0,50,-200,-50,0
289,1786005797.4473,1786005797.4516,0.03344,9.7582,58.7692,-57.1429,87.8242,-15.7802,8.2672,8.7905,55.1585,-59.0209,88.2519,-17.7596,3.3400,8.7905,55.1585,-59.0209,88.2519,-17.7596,3.3400,-50,0,0,0,0,-50,0
290,1786005797.4806,1786005797.4848,0.03333,9.5824,58.3297,-56.7033,87.7363,-15.7802,8.2672,8.7290,57.2991,-59.7946,88.1594,-17.3173,3.6088,8.7290,57.2991,-59.7946,88.1594,-17.3173,3.6088,-50,-200,50,-50,0,0,0
291,1786005797.514,1786005797.5186,0.03344,9.4945,58.0659,-56.6154,88.4396,-16.3077,8.2011,8.4957,56.5520,-61.9032,90.2892,-17.3500,3.4296,8.4957,56.5520,-61.9032,90.2892,-17.3500,3.4296,0,-50,50,300,-250,0,0
292,1786005797.5474,1786005797.5518,0.03341,9.4066,58.1538,-57.3187,88.3516,-16.7473,8.2011,7.0787,56.1451,-64.3673,91.6600,-18.1393,3.8007,7.0787,56.1451,-64.3673,91.6600,-18.1393,3.8007,-50,0,-250,-50,-250,0,0
293,1786005797.5808,1786005797.5851,0.03336,9.2308,58.6813,-58.5495,88.4396,-16.8352,8.1349,7.6074,57.1965,-66.2773,92.8382,-19.2856,3.5775,7.6074,57.1965,-66.2773,92.8382,-19.2856,3.5775,-100,200,-400,-50,-50,-50,0
294,1786005797.6142,1786005797.6185,0.03339,8.7912,58.7692,-59.9560,90.2857,-17.2747,8.1349,6.9298,55.8710,-68.8085,94.5386,-17.4969,3.3600,6.9298,55.8710,-68.8085,94.5386,-17.4969,3.3600,-150,50,-500,600,-200,0,0
295,1786005797.6476,1786005797.6519,0.03344,8.5275,58.7692,-61.5385,91.4286,-17.9780,8.1349,7.3755,52.2311,-68.8159,95.6987,-19.6317,3.2420,7.3755,52.2311,-68.8159,95.6987,-19.6317,3.2420,-150,0,-500,300,-200,0,0
296,1786005797.681,1786005797.6856,0.0334,8.0879,58.7692,-63.4725,92.1319,-18.1538,7.9365,6.5396,52.9435,-70.1650,97.3130,-17.3455,3.4822,6.5396,52.9435,-70.1650,97.3130,-17.3455,3.4822,-100,0,-650,100,-100,-100,0
297,1786005797.7144,1786005797.7192,0.03341,7.8242,58.2418,-64.7912,93.8022,-18.0659,7.8704,7.9347,51.0126,-69.6539,95.3591,-20.1212,3.2381,7.9347,51.0126,-69.6539,95.3591,-20.1212,3.2381,-50,-200,-500,550,0,-50,0
298,1786005797.7479,1786005797.7525,0.03342,7.6484,57.4505,-65.9341,95.1209,-17.9780,7.8704,8.0382,51.4142,-72.9882,98.6504,-19.4737,3.4757,8.0382,51.4142,-72.9882,98.6504,-19.4737,3.4757,-50,-300,-400,450,0,0,0
299,1786005797.7812,1786005797.786,0.03336,7.5604,56.8352,-66.6374,95.6484,-17.8901,7.8704,7.8239,48.1190,-78.3156,99.8869,-23.5877,2.7161,7.8239,48.1190,-76.7253,99.8869,-23.5877,2.7161,-50,-250,-150,200,0,0,0
300,1786005797.8146,1786005797.9271,0.03339,7.6484,56.3077,-67.3407,96.0879,-18.5934,7.8042,7.7063,59.1308,-72.4198,96.7661,-19.1823,1.9373,7.7063,59.1308,-72.4198,96.7661,-19.1823,1.9373,0,-150,-150,150,-300,0,1
301,1786005797.9283,1786005797.9329,0.11365,7.9121,54.1978,-72.7912,98.8132,-22.3736,7.6720,8.0438,58.9211,-77.1676,98.3554,-23.2056,1.9616,8.0438,58.9211,-77.1676,98.3554,-23.2056,1.9616,0,-400,-350,50,-250,0,1
302,1786005797.9616,1786005797.9659,0.03335,7.9121,53.4066,-73.5824,99.0769,-22.6374,7.6058,9.6273,56.7773,-75.2771,98.9312,-22.1863,1.8638,9.6273,56.7773,-75.2771,98.9312,-22.1863,1.8638,0,-300,-250,150,-100,0,0
303,1786005797.995,1786005797.9992,0.03337,7.9121,53.3187,-74.2857,99.0769,-22.5495,7.4074,6.6329,56.9868,-76.6014,96.9644,-21.3844,1.7252,6.6329,56.9868,-76.6014,96.9644,-21.3844,1.7252,0,0,-250,50,50,-100,0
304,1786005798.0284,1786005798.0326,0.03339,7.9121,54.3736,-74.5495,98.6374,-22.5495,7.3413,7.3497,58.3075,-79.9024,99.8913,-20.2318,1.8949,7.3497,58.3075,-79.9024,99.8913,-20.2318,1.8949,0,400,-100,-150,0,0,0
305,1786005798.0618,1786005798.0661,0.03343,8.1758,56.2198,-74.6374,98.6374,-21.9341,7.3413,5.4437,57.2585,-80.4848,99.9947,-24.3398,2.3180,5.4437,57.2585,-80.4848,99.9947,-24.3398,2.3180,150,600,-50,0,200,0,0
306,1786005798.0952,1786005798.0995,0.0334,8.2637,57.9780,-75.3407,98.5495,-21.4066,7.3413,5.3533,54.6044,-83.0673,102.4297,-25.6297,2.0853,5.3533,54.6044,-83.0673,102.4297,-25.6297,2.0853,50,650,-150,-50,200,0,0
307,1786005798.1286,1786005798.1328,0.03339,7.8242,58.8571,-76.2198,99.2527,-21.3187,7.3413,6.1391,55.9538,-82.4542,100.8256,-26.1554,2.1863,6.1391,55.9538,-82.4542,100.8256,-26.1554,2.1863,-200,200,-350,300,150,0,0
308,1786005798.162,1786005798.1662,0.0334,7.3846,58.6813,-77.4505,100.3956,-22.3736,7.3413,3.2557,49.0643,-85.4368,104.8894,-26.4350,2.4486,3.2557,49.0643,-85.4368,104.8894,-26.4350,2.4486,-150,50,-500,400,-350,0,0
309,1786005798.1954,1786005798.1996,0.03341,6.5934,58.0659,-78.7692,101.1868,-24.0440,7.3413,-0.4363,48.5322,-82.2794,102.8055,-28.1692,2.1765,-0.4363,48.5322,-82.2794,102.8055,-28.1692,2.1765,-250,-150,-500,350,-550,0,0
310,1786005798.2288,1786005798.2329,0.03339,5.9780,57.2747,-80.1758,101.3626,-25.0110,7.3413,0.1462,47.6619,-85.6205,103.2384,-26.3117,2.3997,0.1462,47.6619,-85.6205,103.2384,-26.3117,2.3997,-200,-250,-500,50,-400,0,0
311,1786005798.2622,1786005798.2663,0.03341,4.6593,56.1319,-80.9670,102.4176,-26.1538,7.3413,0.0933,46.3349,-85.4825,104.6771,-26.8481,2.2756,0.0933,46.3349,-85.4825,104.6771,-26.8481,2.2756,-350,-450,-200,350,-350,0,0
312,1786005798.2956,1786005798.2998,0.03341,3.3407,55.1648,-81.3187,102.5934,-26.7692,7.3413,-2.1488,46.7786,-87.8655,105.8720,-31.2629,2.5959,-2.1488,46.7786,-87.8655,105.8720,-31.2629,2.5959,-400,-350,-50,100,-200,0,0
