ramp,t,pos_raw,vel_raw,goal_raw
pos,2.110009518219158e-07,1741,0,2411
pos,0.0009400819999427767,1741,0,2411
pos,0.001534418999654008,1741,0,2411
pos,0.0021244880008453038,1741,0,2411
pos,0.002695842000321136,1741,0,2411
pos,0.0033067100011976436,1741,0,2411
pos,0.0038798580008005956,1741,0,2411
pos,0.004445492000741069,1741,0,2411
pos,0.0050497470001573674,1741,0,2411
pos,0.00562500900014129,1741,0,2411
pos,0.006224015000043437,1741,0,2411
pos,0.006819494001319981,1741,0,2411
pos,0.007415334001052543,1741,0,2411
pos,0.008002438000403345,1741,0,2411
pos,0.008569083000111277,1741,0,2411
pos,0.009175311999570113,1741,0,2411
pos,0.009747779000463197,1741,0,2411
pos,0.010319404000256327,1741,0,2411
pos,0.010927657000138424,1741,0,2411
pos,0.011496226001327159,1741,0,2411
pos,0.012127382000471698,1741,0,2411
pos,0.012698706001174287,1741,0,2411
pos,0.013302571000167518,1741,0,2411
pos,0.013874546000806731,1741,0,2411
pos,0.014451721001023543,1741,0,2411
pos,0.015068820999658783,1741,0,2411
pos,0.015667186000428046,1741,0,2411
pos,0.01625793600032921,1741,0,2411
pos,0.01684612200006086,1741,0,2411
pos,0.01741575300002296,1741,0,2411
pos,0.017999691001023166,1741,0,2411
pos,0.018569272000604542,1741,0,2411
pos,0.01917994900031772,1741,0,2411
pos,0.01975499000036507,1741,0,2411
pos,0.02031836999958614,1741,0,2411
pos,0.020923808000588906,1741,0,2411
pos,0.021496625000509084,1741,0,2411
pos,0.02212684900041495,1741,0,2411
pos,0.022698243001286755,1741,0,2411
pos,0.023300595001273905,1741,0,2411
pos,0.02387034700041113,1741,0,2411
pos,0.024451159000818734,1741,0,2411
pos,0.02504815100110136,1741,0,2411
pos,0.02562048700019659,1741,0,2411
pos,0.026219583000056446,1741,0,2411
pos,0.026818939000804676,1741,0,2411
pos,0.02741571099977591,1741,0,2411
pos,0.027995631000521826,1741,0,2411
pos,0.028567987001224537,1741,0,2411
pos,0.02917936700032442,1741,0,2411
pos,0.029826812000464997,1741,0,2411
pos,0.030417002000831417,1741,0,2411
pos,0.030999447000795044,1741,0,2411
pos,0.031569378999847686,1741,0,2411
pos,0.032176359000004595,1741,0,2411
pos,0.03275613900041208,1741,0,2411
pos,0.033318116000373266,1741,0,2411
pos,0.03392321300088952,1741,0,2411
pos,0.03449682199970994,1741,0,2411
pos,0.035120434000418754,1741,0,2411
pos,0.035693992000233266,1741,0,2411
pos,0.036302776001321035,1741,0,2411
pos,0.037600953999572084,1741,0,2411
pos,0.038201703000595444,1741,0,2411
pos,0.03881979499965382,1741,0,2411
pos,0.039414543000020785,1741,0,2411
pos,0.03999819999989995,1741,0,2411
pos,0.04057593600009568,1741,0,2411
pos,0.04117302899976494,1741,0,2411
pos,0.04174723800133506,1741,0,2411
pos,0.042348117000074126,1741,0,2411
pos,0.042948866001097485,1741,0,2411
pos,0.04355121899970982,1741,0,2411
pos,0.044155053999929805,1741,0,2411
pos,0.044692645000395714,1741,0,2411
pos,0.045301529000425944,1741,0,2411
pos,0.04586959700100124,1741,0,2411
pos,0.04641381100009312,1741,0,2411
pos,0.04699691700079711,1741,0,2411
pos,0.0475673300006747,1741,0,2411
pos,0.04817830800129741,1741,0,2411
pos,0.0487485600006039,1741,0,2411
pos,0.04933056499976374,1741,0,2411
pos,0.04992475099970761,1741,0,2411
pos,0.05049944200072787,1741,0,2411
pos,0.051121561000400106,1741,0,2411
pos,0.051723902999583515,1741,0,2411
pos,0.05231929200090235,1741,0,2411
pos,0.05292364799970528,1742,0,2411
pos,0.05353023800125811,1742,0,2411
pos,0.05412350299957325,1742,0,2411
pos,0.05469277300107933,1742,0,2411
pos,0.05530143699979817,1742,0,2411
pos,0.05587508600001456,1742,0,2411
pos,0.05644300400126667,1742,0,2411
pos,0.05705213799956255,1742,0,2411
pos,0.05762630800018087,1742,0,2411
pos,0.05822544399961771,1742,0,2411
pos,0.05881717600095726,1743,0,2411
pos,0.05962829700001748,1743,0,2411
pos,0.060176949000378954,1743,0,2411
pos,0.06074899499981257,1743,0,2411
pos,0.06131702300081088,1743,100,2411
pos,0.06190194299961149,1743,100,2411
pos,0.06244219899963355,1743,100,2411
pos,0.06305270600023505,1743,100,2411
pos,0.06362731700028235,1743,100,2411
pos,0.06420067500039295,1743,100,2411
pos,0.06481759400048759,1743,100,2411
pos,0.06541418500091822,1743,100,2411
pos,0.0659956580002472,1743,100,2411
pos,0.06656751400078065,1744,100,2411
pos,0.06717862200093805,1744,100,2411
pos,0.06774751200100582,1744,100,2411
pos,0.06831650200001604,1745,100,2411
pos,0.06892825100112532,1745,100,2411
pos,0.06952811900009692,1745,100,2411
pos,0.0701275049996184,1745,100,2411
pos,0.07069890000093437,1745,100,2411
pos,0.07130091100043501,1745,100,2411
pos,0.07190201100092963,1746,100,2411
pos,0.0724420469996403,1746,100,2411
pos,0.07306641000104719,1746,100,2411
pos,0.07366550600090704,1746,100,2411
pos,0.0742176540006767,1746,100,2411
pos,0.07481577900034608,1747,100,2411
pos,0.07567689300049096,1747,100,2411
pos,0.07627839300039341,1748,100,2411
pos,0.07687023600010434,1748,100,2411
pos,0.0774424020000879,1748,100,2411
pos,0.07805082500090066,1748,100,2411
pos,0.07862095699965721,1749,100,2411
pos,0.07919090900031733,1749,100,2411
pos,0.07981806700081506,1750,100,2411
pos,0.08041675300046336,1750,100,2411
pos,0.08100182199996198,1750,400,2411
pos,0.08159635000083654,1751,400,2411
pos,0.08217150100063009,1751,400,2411
pos,0.08282470800077135,1752,400,2411
pos,0.08341556900086289,1752,400,2411
pos,0.08399627000108012,1752,400,2411
pos,0.08456608199958282,1753,400,2411
pos,0.08517084900086047,1754,400,2411
pos,0.08582177100106492,1754,400,2411
pos,0.08641457500016259,1754,400,2411
pos,0.08699378399978741,1754,400,2411
pos,0.08756633099983446,1755,400,2411
pos,0.0881498279995867,1756,400,2411
pos,0.08875134800109663,1756,400,2411
pos,0.08931702200061409,1757,400,2411
pos,0.08992532500087691,1757,400,2411
pos,0.09049311300077534,1758,400,2411
pos,0.09111794700038445,1759,400,2411
pos,0.09166356300011103,1759,400,2411
pos,0.09224366400121653,1759,400,2411
pos,0.0928441420001036,1759,400,2411
pos,0.0934121709997271,1760,400,2411
pos,0.09399338299954252,1760,400,2411
pos,0.09456533900083741,1761,400,2411
pos,0.09517082700040191,1762,400,2411
pos,0.09574619799968787,1762,400,2411
pos,0.09634567499961122,1763,400,2411
pos,0.09694079400105693,1763,400,2411
pos,0.0975492170000507,1764,400,2411
pos,0.09812138300003426,1765,400,2411
pos,0.09872410600110015,1765,400,2411
pos,0.0993156580007053,1766,400,2411
pos,0.09990120899965405,1766,400,2411
