step,wall_time,dt,pos_shoulder_pan,pos_shoulder_lift,pos_elbow_flex,pos_wrist_flex,pos_wrist_roll,pos_gripper,qdot_shoulder_pan,qdot_shoulder_lift,qdot_elbow_flex,qdot_wrist_flex,qdot_wrist_roll,qdot_gripper,qddot_shoulder_pan,qddot_shoulder_lift,qddot_elbow_flex,qddot_wrist_flex,qddot_wrist_roll,qddot_gripper,velraw_shoulder_pan,velraw_shoulder_lift,velraw_elbow_flex,velraw_wrist_flex,velraw_wrist_roll,velraw_gripper,load_shoulder_pan,load_shoulder_lift,load_elbow_flex,load_wrist_flex,load_wrist_roll,load_gripper,current_shoulder_pan,current_shoulder_lift,current_elbow_flex,current_wrist_flex,current_wrist_roll,current_gripper
292,1785849411.6467,0.03339,-8.9670,-1.0989,6.4176,65.7582,-4.6154,2.9762,0.0000,52.6538,-50.0211,23.6942,5.2654,0.0000,-157.701,157.504,-630.618,867.269,157.682,0.000,0,600,-600,250,50,0,20,32,44,64,0,0,0,2,0,2,0,0
293,1785849411.6801,0.03338,-9.0549,-0.8352,5.9780,65.4945,-4.7912,2.9762,-2.6338,7.9013,-13.1689,-7.9013,-5.2675,0.0000,-78.905,-1340.746,1104.062,-946.575,-315.557,0.000,0,50,-50,-50,-100,0,40,48,24,44,108,-64,0,0,0,0,2,1
294,1785849411.7135,0.03342,-9.1429,-0.8352,5.8022,65.5824,-5.4945,3.1085,-2.6309,0.0000,-5.2618,2.6309,-21.0472,3.9585,0.086,-236.458,236.630,315.191,-472.228,118.465,0,0,0,50,-250,100,72,-160,224,-64,44,20,1,5,12,1,0,0
295,1785849411.7469,0.03342,-9.1429,0.3077,4.3077,66.0220,-5.8462,3.1085,0.0000,34.1924,-44.7132,13.1509,-10.5207,0.0000,78.712,1022.982,-1180.321,314.742,314.933,-118.433,0,350,-450,100,-100,0,-32,-48,152,-108,80,0,1,0,0,2,2,0
296,1785849411.7802,0.03337,-9.4066,1.1868,2.9890,66.6374,-6.3736,3.1085,-7.9042,26.3474,-39.5211,18.4432,-15.8084,0.0000,-236.891,-235.117,155.608,158.609,-158.473,0.000,-100,250,-350,250,-200,0,36,56,96,-40,-28,28,1,0,1,1,0,0
297,1785849411.8136,0.03344,-9.4945,1.3626,2.3736,67.4286,-6.4615,3.1085,-2.6293,5.2586,-18.4050,23.6635,-2.6293,0.0000,157.763,-630.726,631.542,156.131,394.163,0.000,-50,100,-150,250,-50,0,-52,-116,160,20,68,44,0,2,5,0,1,0
298,1785849411.8471,0.03337,-9.4066,2.1538,1.4945,67.4286,-6.9011,3.0423,2.6342,23.7075,-26.3417,0.0000,-13.1708,-1.9817,157.712,552.798,-237.813,-709.046,-315.863,-59.380,0,250,-300,-50,-200,-50,-44,48,-36,56,-44,-32,0,2,1,1,1,0
299,1785849411.8804,0.03339,-9.1429,2.3297,1.6703,66.6374,-6.8132,3.1085,7.8983,5.2655,5.2655,-23.6948,2.6328,1.9807,157.647,-552.293,946.558,-709.601,473.279,118.664,50,50,50,-300,50,50,44,24,-96,112,60,60,1,0,1,1,2,1
300,1785849411.9139,0.03342,-8.8791,2.2418,2.2857,65.9341,-6.9011,2.9762,7.8911,-2.6304,18.4125,-21.0429,-2.6304,-3.9577,-0.214,-236.248,393.365,79.345,-157.475,-177.679,50,-50,300,-250,50,-50,-20,-44,84,24,68,-28,0,0,3,0,1,0
301,1785849411.9472,0.03337,-9.0549,2.5055,2.0220,65.4945,-7.1648,2.9762,-5.2685,7.9027,-7.9027,-13.1712,-7.9027,0.0000,-394.319,315.618,-788.522,235.872,-157.983,118.591,-50,50,-100,-150,-100,0,-28,20,140,56,-32,24,0,0,5,1,0,0
302,1785849412.063,0.11574,-9.1429,2.8571,1.0549,65.0549,-7.1648,2.9762,-0.7596,3.0382,-8.3551,-3.7978,0.0000,0.0000,38.957,-42.029,-3.909,80.986,68.279,0.000,50,50,-50,-100,0,0,-24,20,76,20,0,24,0,0,3,0,0,0
303,1785849412.0963,0.03331,-9.1429,2.9451,0.9670,64.9670,-7.1648,2.9762,0.0000,2.6392,-2.6392,-2.6392,0.0000,0.0000,22.802,-11.979,171.596,34.782,0.000,0.000,0,0,-50,-50,0,0,112,-64,164,-28,-120,116,4,0,9,0,5,5
304,1785849412.1296,0.03336,-9.4945,3.5604,0.1758,65.0549,-6.3736,2.5794,-10.5402,18.4454,-23.7155,2.6351,23.7155,-11.8943,-315.929,473.770,-631.734,158.089,710.841,-356.517,0,300,-200,0,150,-200,112,-52,260,-44,-272,20,2,0,11,0,8,0
305,1785849412.163,0.03339,-9.9341,4.4396,-1.3187,65.2308,-4.5275,2.5132,-13.1655,26.3311,-44.7629,5.2662,55.2953,-1.9809,-78.633,236.190,-630.403,78.808,945.867,296.923,-150,300,-500,100,600,0,-52,-64,100,48,-172,56,0,0,1,1,0,1
306,1785849412.1964,0.03342,-10.0220,5.3187,-1.8462,65.2308,-2.7692,2.3810,-2.6308,26.3075,-15.7845,0.0000,52.6151,-3.9583,315.252,-0.705,867.172,-157.591,-80.205,-59.173,-50,300,-100,0,450,-50,-80,-68,132,-28,56,48,2,0,7,0,2,0
307,1785849412.2299,0.03339,-9.7582,5.8462,-2.3736,64.9670,-2.8571,2.3148,7.8993,15.7985,-15.7985,-7.8993,-2.6331,-1.9809,315.389,-314.759,-0.419,-236.594,-1654.759,59.226,0,200,-200,-100,50,-50,-80,64,44,44,96,0,1,2,1,0,2,0
308,1785849412.2632,0.03338,-9.2308,5.8462,-2.1978,64.4396,-3.6484,2.3148,15.8040,0.0000,5.2680,-15.8040,-23.7059,0.0000,236.838,-473.350,631.188,-236.838,-631.378,59.351,150,0,50,-200,-250,0,-44,88,-84,120,116,20,0,3,0,2,0,0
309,1785849412.2966,0.03344,-8.7912,5.7582,-1.4066,63.4725,-4.4396,2.2487,13.1431,-2.6286,23.6577,-28.9149,-23.6577,-1.9776,-79.560,-78.598,549.863,-392.026,1.443,-59.130,150,0,300,-300,-200,0,-68,0,-44,80,-36,0,3,0,0,0,1,0
310,1785849412.33,0.03338,-8.7033,6.0220,-1.1429,62.5934,-4.4396,2.2487,2.6339,7.9016,7.9016,-26.3387,0.0000,0.0000,-314.861,315.489,-472.056,77.184,708.790,59.248,0,100,150,-300,0,0,0,-72,56,136,60,44,0,1,1,3,1,1
311,1785849412.3634,0.03335,-8.7912,6.4615,-1.2308,61.6264,-4.7033,2.2487,-2.6361,13.1805,-2.6361,-28.9970,-7.9083,0.0000,-158.023,158.289,-315.979,-79.711,-237.134,0.000,-50,200,-50,-350,-100,0,-52,32,76,-52,24,0,0,0,1,3,0,0
312,1785849412.3969,0.03345,-8.8791,6.5495,-1.4066,61.4505,-4.7912,2.2487,-2.6278,2.6278,-5.2557,-5.2557,-2.6278,0.0000,0.247,-315.434,-78.303,709.665,157.841,0.000,-50,50,-50,-100,0,0,48,-36,52,-28,104,-24,1,0,2,1,4,0
313,1785849412.4302,0.03334,-8.7912,6.6374,-1.4066,61.7143,-5.4066,2.2487,2.6369,2.6369,0.0000,7.9106,-18.4581,0.0000,157.912,0.271,157.640,394.915,-474.821,0.000,50,50,0,150,-150,0,76,48,-32,76,140,0,0,1,1,3,2,0
314,1785849412.4635,0.03338,-8.8791,6.6374,-1.1429,60.9231,-6.4615,2.2487,-2.6339,0.0000,7.9017,-23.7052,-31.6069,0.0000,-157.917,-79.003,236.742,-947.234,-393.949,0.000,0,0,50,-300,-400,0,-40,0,-108,112,-40,24,1,0,1,1,2,0
315,1785849412.497,0.03345,-9.0549,6.6374,-0.2637,59.9560,-6.4615,2.2487,-5.2567,0.0000,26.2833,-28.9116,0.0000,0.0000,-78.413,0.000,549.559,-155.658,944.961,0.000,-50,0,250,-400,50,0,44,40,-56,0,84,20,1,1,0,0,3,0
316,1785849412.5304,0.03336,-9.2308,6.6374,0.1758,59.7802,-6.7253,2.2487,-5.2698,0.0000,13.1745,-5.2698,-7.9047,0.0000,-0.393,0.000,-392.897,708.591,-236.918,0.000,-50,0,200,-50,-50,0,40,-36,44,92,80,28,1,0,1,2,1,0
317,1785849412.5637,0.03339,-9.2308,6.9890,0.0000,59.0769,-7.3407,2.2487,0.0000,10.5323,-5.2661,-21.0645,-18.4315,0.0000,157.836,315.453,-552.317,-473.071,-315.289,0.000,0,200,-50,-300,-200,0,-28,-136,160,132,-28,40,0,2,6,1,0,0
318,1785849412.5971,0.03337,-9.2308,8.0440,-0.9670,57.9341,-7.3407,2.2487,0.0000,31.6164,-28.9817,-34.2510,0.0000,0.0000,0.000,631.883,-710.746,-395.196,552.385,0.000,0,350,-350,-400,50,0,0,72,60,-84,64,36,0,4,0,4,2,0
319,1785849412.6305,0.0334,-9.2308,8.2198,-1.2308,58.1099,-7.5165,2.2487,0.0000,5.2639,-7.8958,5.2639,-5.2639,0.0000,0.000,-788.947,631.273,1183.006,-157.591,0.000,0,0,-150,0,-50,0,0,72,24,-100,72,20,0,1,0,3,1,0
320,1785849412.664,0.03337,-9.1429,8.0440,-1.2308,58.8132,-8.0440,2.2487,2.6341,-5.2682,0.0000,21.0730,-15.8047,0.0000,78.927,-315.575,236.583,473.691,-315.838,0.000,50,-100,0,250,-200,0,32,-40,108,36,-40,40,1,1,4,0,1,1
321,1785849412.6973,0.0334,-9.3187,8.4835,-1.6703,58.5495,-7.9560,2.2487,-5.2644,13.1611,-13.1611,-7.8966,2.6322,0.0000,-236.494,551.800,-394.061,-867.392,552.029,0.000,-100,50,-150,0,50,0,60,-32,160,-36,20,32,1,0,5,0,0,0
322,1785849412.7307,0.03339,-9.3187,8.9231,-2.5495,58.5495,-7.9560,2.2487,0.0000,13.1658,-26.3316,0.0000,0.0000,0.0000,157.681,0.142,-394.487,236.522,-78.841,0.000,0,200,-300,0,50,0,-20,56,88,-68,68,48,0,1,2,2,2,1
323,1785849412.7641,0.03339,-9.3187,9.1868,-2.9011,58.9011,-8.4835,2.2487,0.0000,7.8976,-10.5302,10.5302,-15.7952,0.0000,0.000,-157.757,473.177,315.327,-472.990,0.000,0,100,-150,150,-150,0,-24,-104,144,-32,84,32,0,1,5,0,1,0
324,1785849412.7974,0.03337,-9.3187,9.8901,-3.6923,59.1648,-9.0110,2.2487,0.0000,21.0775,-23.7122,7.9041,-15.8082,0.0000,0.000,394.998,-395.063,-78.702,-0.388,0.000,0,300,-250,50,-200,0,56,-76,192,-84,84,28,1,0,6,3,1,0
325,1785849412.8309,0.03342,-9.4066,10.8571,-4.9231,59.5165,-9.6264,2.2487,-2.6308,28.9387,-36.8311,10.5232,-18.4155,0.0000,-78.727,235.246,-392.584,78.377,-78.026,0.000,0,300,-450,100,-150,0,104,-24,84,-32,48,52,3,0,1,0,0,1
326,1785849412.8642,0.03338,-9.5824,11.2967,-5.3626,59.5165,-9.8022,2.2487,-5.2681,13.1703,-13.1703,0.0000,-5.2681,0.0000,-79.021,-472.459,708.934,-315.299,393.928,0.000,-50,100,-200,0,-100,0,48,32,-124,40,60,-24,2,0,4,0,1,0
327,1785849412.8976,0.03338,-9.5824,11.2967,-4.3956,59.1648,-10.0659,2.2487,0.0000,0.0000,28.9711,-10.5349,-7.9012,0.0000,157.826,-394.565,1262.502,-315.613,-78.884,0.000,-50,0,350,-150,-100,0,-36,-52,-120,-20,28,40,0,0,0,1,0,1
328,1785849412.931,0.03341,-9.4066,11.5604,-3.7802,58.9890,-10.2418,2.2487,5.2634,7.8951,18.4218,-5.2634,-5.2634,0.0000,157.562,236.343,-315.797,157.807,78.964,0.000,50,100,300,-50,-50,0,-20,-88,-36,48,72,32,0,2,0,1,2,0
329,1785849412.9644,0.03338,-9.3187,12.1758,-3.7802,58.4615,-10.5934,2.2487,2.6335,18.4343,0.0000,-15.8008,-10.5339,0.0000,-78.781,315.708,-551.838,-315.655,-157.881,0.000,50,200,50,-200,-150,0,-32,-56,132,56,-24,-20,0,0,3,0,0,0
330,1785849412.9978,0.03342,-9.2308,12.5275,-4.3956,57.9341,-10.5934,2.2487,2.6307,10.5228,-18.4150,-15.7843,0.0000,0.0000,-0.082,-236.744,-551.055,0.495,315.218,0.000,50,100,-250,-200,0,0,-32,100,40,20,-36,20,0,3,0,0,0,0
331,1785849413.0312,0.03337,-9.1429,12.4396,-4.5714,57.7582,-10.5055,2.2487,2.6345,-2.6345,-5.2690,-5.2690,2.6345,0.0000,0.114,-394.292,393.951,315.115,78.949,0.000,0,0,0,-100,50,0,24,52,-32,-48,-68,36,0,1,0,1,2,1
332,1785849413.0645,0.03338,-9.1429,12.2637,-4.5714,57.9341,-10.2418,2.2487,0.0000,-5.2678,0.0000,5.2678,7.9017,0.0000,-78.931,-78.895,157.863,315.689,157.809,0.000,0,0,50,50,100,0,-20,36,60,-40,32,20,0,1,0,0,0,0
333,1785849413.098,0.03339,-9.1429,12.2637,-4.7473,57.8462,-10.2418,2.2487,0.0000,0.0000,-5.2650,-2.6325,0.0000,0.0000,0.000,157.742,-157.658,-236.571,-236.613,0.000,0,0,-50,-50,0,0,-48,88,0,32,64,28,1,3,0,0,1,0
334,1785849413.1315,0.03353,-9.1429,12.2637,-4.6593,57.5824,-10.5055,2.2487,0.0000,0.0000,2.6220,-7.8659,-7.8659,0.0000,0.000,0.000,235.229,-156.087,-234.601,0.000,0,0,0,-150,-150,0,32,20,88,-124,-20,32,0,0,2,6,1,0
335,1785849413.1648,0.03337,-9.0549,12.2637,-5.1868,58.1099,-10.5934,2.2487,2.6342,0.0000,-15.8050,15.8050,-2.6342,0.0000,78.929,0.000,-552.138,709.266,156.763,0.000,0,0,-150,250,-100,0,-24,56,140,20,-88,-20,1,1,3,1,2,0
336,1785849413.1982,0.03331,-9.0549,12.2637,-5.8022,58.1978,-10.2418,2.2487,0.0000,0.0000,-18.4736,2.6391,10.5564,0.0000,-79.077,0.000,-80.113,-395.236,395.975,0.000,0,0,-250,0,150,0,-72,104,0,0,64,24,1,5,0,0,2,0
337,1785849413.2315,0.03334,-8.9670,12.3516,-5.8022,58.0220,-10.4176,2.2487,2.6365,2.6365,0.0000,-5.2730,-5.2730,0.0000,79.070,79.070,554.030,-237.287,-474.728,0.000,0,50,0,-100,-100,0,-60,64,80,-84,-24,32,0,2,2,2,1,1
338,1785849413.265,0.03345,-8.7033,12.4396,-6.0659,58.4615,-10.5055,2.2487,7.8856,2.6285,-7.8856,13.1426,-2.6285,0.0000,156.945,-0.239,-235.775,550.620,79.069,0.000,100,0,0,100,-50,0,-40,-32,184,-116,-40,0,0,0,8,2,1,0
339,1785849413.2983,0.03335,-8.5275,12.7912,-6.9451,59.0769,-10.3297,2.2487,5.2724,10.5449,-26.3622,18.4535,5.2724,0.0000,-78.361,237.387,-554.057,159.257,236.926,0.000,50,150,-300,200,50,0,0,40,116,-32,-80,-20,0,1,3,0,1,0
340,1785849413.3317,0.03338,-8.5275,13.1429,-7.3846,59.0769,-9.8022,2.2487,0.0000,10.5348,-13.1685,0.0000,15.8022,0.0000,-157.954,-0.301,395.261,-552.838,315.456,0.000,0,200,-150,0,200,0,-64,-96,44,44,60,0,2,0,1,1,2,0
341,1785849413.3651,0.03342,-8.5275,13.8462,-7.3846,58.9011,-10.0659,2.2487,0.0000,21.0449,0.0000,-5.2612,-7.8918,0.0000,0.000,314.494,394.044,-157.432,-709.001,0.000,50,250,-50,0,0,0,-108,-64,-56,-48,68,-20,4,0,0,2,0,0
342,1785849413.3985,0.03338,-8.1758,14.3736,-7.3846,58.9890,-10.2418,2.2487,10.5355,15.8032,0.0000,2.6339,-5.2677,0.0000,315.646,-157.042,0.000,236.539,78.618,0.000,100,200,50,0,-50,0,-28,44,84,-20,-24,48,0,0,3,0,0,0
343,1785849413.4319,0.03338,-8.0879,14.2857,-7.5604,58.9890,-10.3297,2.2487,2.6336,-2.6336,-5.2672,0.0000,-2.6336,0.0000,-236.717,-552.313,-157.789,-78.903,78.911,0.000,50,-50,-100,0,-50,0,-68,140,104,-100,60,-28,2,5,3,4,1,0
344,1785849413.4652,0.03339,-7.9121,13.9341,-8.0879,59.4286,-10.5934,2.2487,5.2653,-10.5307,-15.7960,13.1633,-7.8980,0.0000,78.812,-236.491,-315.302,394.197,-157.651,0.000,50,-150,-150,100,-150,0,0,92,-32,-60,-24,28,0,4,0,0,0,0
345,1785849413.4986,0.03338,-7.9121,13.9341,-7.7363,59.4286,-10.8571,2.2487,0.0000,0.0000,10.5355,0.0000,-7.9016,0.0000,-157.751,315.501,788.897,-394.377,-0.108,0.000,0,0,50,-50,-100,0,-76,76,-188,136,64,-24,2,3,6,2,1,1
346,1785849413.5321,0.03339,-7.7363,13.7582,-6.4176,58.2857,-11.2088,2.2487,5.2650,-5.2650,39.4877,-34.2227,-10.5301,0.0000,157.660,-157.660,866.970,-1024.792,-78.709,0.000,50,0,500,-400,-100,0,24,92,-116,112,32,0,0,3,0,0,0,0
347,1785849413.5654,0.03341,-7.7363,13.6703,-5.6264,57.2308,-11.3846,2.2487,0.0000,-2.6317,23.6853,-31.5804,-5.2634,0.0000,-157.611,78.830,-473.054,79.099,157.660,0.000,0,-100,300,-400,-50,0,-24,52,-40,-32,72,0,1,1,0,1,1,0
348,1785849413.5988,0.03337,-7.8242,13.6703,-5.4505,57.1429,-12.0879,2.2487,-2.6345,0.0000,5.2689,-2.6345,-21.0758,0.0000,-78.948,78.864,-551.884,867.425,-473.852,0.000,-50,0,50,0,-200,0,40,116,-120,52,104,-64,1,6,3,1,1,2
349,1785849413.6322,0.03343,-8.0879,13.1429,-4.6593,56.8791,-12.7912,2.6455,-7.8893,-15.7786,23.6679,-7.8893,-21.0381,11.8705,-157.190,-471.993,550.377,-157.190,1.127,355.087,-100,-200,300,-150,-250,100,20,80,-52,0,100,-56,0,2,0,0,2,0
350,1785849413.6656,0.03336,-8.1758,12.8791,-4.2198,56.7912,-13.5824,2.9762,-2.6352,-7.9056,13.1760,-2.6352,-23.7167,9.9125,157.493,235.996,-314.498,157.493,-80.293,-58.691,0,-50,300,-50,-250,200,-44,24,68,44,68,104,1,1,2,0,0,3
351,1785849413.699,0.03338,-8.1758,12.9670,-4.3956,56.3516,-13.9341,2.7116,0.0000,2.6339,-5.2678,-13.1695,-10.5356,-7.9261,78.952,315.770,-552.588,-315.615,394.915,-534.456,0,50,-100,-150,-150,-150,-64,-40,-24,24,24,48,2,0,0,0,0,0
352,1785849413.8166,0.11761,-7.9121,13.1429,-4.4835,56.0879,-14.4615,2.6455,2.2424,1.4949,-0.7475,-2.2424,-4.4848,-0.5623,19.066,-9.684,38.434,92.907,51.447,62.610,0,0,-50,0,0,0,-32,28,0,0,32,48,0,0,0,0,1,1
353,1785849413.8499,0.03327,-7.9121,13.1429,-4.4835,56.0879,-14.4615,2.5794,0.0000,0.0000,0.0000,0.0000,0.0000,-1.9880,-67.403,-44.935,22.468,67.403,134.806,-42.853,0,0,0,0,0,0,44,20,96,32,-96,64,1,0,4,0,3,2
354,1785849413.8832,0.03339,-8.0879,13.4945,-5.1868,56.0879,-13.6703,2.4471,-5.2656,10.5311,-21.0622,0.0000,23.6950,-3.9614,-157.692,315.384,-630.768,0.000,709.614,-59.098,-50,200,-100,0,150,-50,72,-108,308,-28,-228,40,0,1,14,0,6,1
355,1785849413.9166,0.03337,-8.4396,14.5495,-7.3846,56.5275,-11.9121,2.3810,-10.5378,31.6134,-65.8613,13.1723,52.6890,-1.9819,-157.993,631.771,-1342.488,394.731,868.860,59.317,-150,350,-700,100,600,0,40,-56,352,-48,-176,64,0,0,13,0,1,1
356,1785849413.9501,0.03343,-8.7912,15.6044,-9.8462,57.1429,-10.3297,2.2487,-10.5197,31.5590,-73.6376,18.4094,47.3384,-3.9570,0.543,-1.629,-232.630,156.670,-160.064,-59.086,-150,400,-800,250,500,-50,-36,56,280,-108,-60,20,0,2,10,1,0,0
357,1785849413.9835,0.03342,-8.7912,15.8681,-11.3407,58.1978,-9.7143,2.2487,0.0000,7.8921,-44.7221,31.5685,18.4150,0.0000,314.793,-708.214,865.277,393.778,-865.515,118.412,0,50,-600,450,350,0,24,104,232,-100,32,-20,0,4,12,0,0,0
358,1785849414.0168,0.03337,-8.7033,15.7802,-12.5714,59.0769,-9.5385,2.2487,2.6341,-2.6341,-36.8774,26.3410,5.2682,0.0000,78.925,-315.396,235.049,-156.631,-393.915,0.000,50,0,-400,300,50,0,44,-48,276,-152,-80,44,1,1,16,2,1,1
359,1785849414.0502,0.0334,-8.6154,16.0440,-14.2418,60.1319,-9.1868,2.2487,2.6325,7.8974,-50.0168,31.5895,10.5298,0.0000,-0.049,315.357,-393.448,157.163,157.556,0.000,50,100,-550,300,100,0,-32,-28,76,60,52,0,0,0,0,2,1,0
360,1785849414.0836,0.03336,-8.4396,16.5714,-14.7692,59.8681,-9.2747,2.2487,5.2701,15.8103,-15.8103,-7.9052,-2.6351,0.0000,79.060,237.180,1025.294,-1183.802,-394.601,0.000,50,200,-300,50,50,0,-36,-124,108,68,56,0,0,0,4,0,0,0
361,1785849414.117,0.03341,-8.4396,17.8022,-15.1209,59.5165,-9.4505,2.2487,0.0000,36.8335,-10.5239,-10.5239,-5.2619,0.0000,-157.720,629.166,158.209,-78.371,-78.615,0.000,0,400,-100,-150,-50,0,-40,-36,108,-72,-104,44,1,0,5,2,2,0
362,1785849414.1504,0.03335,-8.4396,18.6813,-15.5604,59.2527,-9.0989,2.2487,0.0000,26.3611,-13.1806,-7.9083,10.5444,0.0000,0.000,-314.023,-79.663,78.429,473.966,0.000,0,350,-150,-150,200,0,-44,96,-24,-20,-28,-44,1,4,0,0,0,1
363,1785849414.1838,0.03343,-8.4396,18.4176,-15.2088,59.6923,-8.6593,2.3148,0.0000,-7.8882,10.5176,13.1470,13.1470,1.9781,0.000,-1024.377,708.798,629.753,77.841,59.165,0,-100,-50,100,50,0,-92,192,-76,76,-60,0,3,12,0,1,1,0
364,1785849414.2172,0.03339,-8.0879,17.9780,-14.6813,59.3407,-8.2198,2.3148,10.5311,-13.1638,15.7966,-10.5311,13.1638,0.0000,315.382,-157.993,158.094,-709.105,0.504,-59.241,150,-100,250,-150,0,0,-88,36,80,-120,-172,40,2,1,3,3,4,0
365,1785849414.2506,0.0334,-7.6484,18.0659,-14.6813,59.8681,-6.9890,2.2487,13.1606,2.6321,0.0000,15.7928,36.8498,-1.9802,78.730,472.938,-472.957,788.147,709.167,-59.288,150,0,50,150,500,-50,-60,100,-28,-156,-32,32,1,4,0,3,0,0
366,1785849414.284,0.03338,-7.2967,17.9780,-14.6813,61.4505,-6.7253,2.2487,10.5339,-2.6335,0.0000,47.4025,7.9004,0.0000,-78.686,-157.735,0.000,946.893,-867.199,59.318,100,-50,0,400,100,0,48,108,76,20,84,20,1,5,3,0,2,0
367,1785849414.3174,0.03341,-7.1209,17.8901,-14.9451,61.6264,-7.1648,2.2487,5.2621,-2.6311,-7.8932,5.2621,-13.1554,0.0000,-157.775,0.072,-236.232,-1261.195,-630.167,0.000,50,0,0,50,-100,0,60,128,164,-24,60,32,0,6,6,0,0,1
368,1785849414.3508,0.03342,-7.3846,17.9780,-15.4725,61.6264,-7.6044,2.2487,-7.8925,2.6308,-15.7850,0.0000,-13.1541,0.0000,-393.661,157.466,-236.166,-157.473,0.037,0.000,-50,50,-250,0,-50,0,-20,44,44,-28,-40,-32,0,1,1,0,0,0
369,1785849414.3841,0.03334,-7.6484,18.1538,-15.4725,61.8022,-7.1648,2.2487,-7.9094,5.2729,0.0000,5.2729,13.1823,0.0000,-0.507,79.236,473.388,158.134,789.826,0.000,-100,50,0,100,50,0,-24,-40,128,-72,108,32,0,0,7,1,3,1
370,1785849414.4176,0.03342,-7.7363,18.4176,-16.0000,62.2418,-7.7802,2.2487,-2.6303,7.8908,-15.7817,13.1514,-18.4120,0.0000,157.948,78.327,-472.180,235.720,-945.285,0.000,-50,50,-100,150,-150,0,0,164,260,-72,120,-28,0,10,14,1,2,0
371,1785849414.451,0.03337,-7.7363,18.4176,-17.1429,63.1209,-8.4835,2.2487,0.0000,0.0000,-34.2515,26.3473,-21.0779,0.0000,78.830,-236.490,-553.543,395.483,-79.897,0.000,0,0,-400,350,-250,0,36,136,124,-132,-92,-32,1,8,3,1,3,1
372,1785849414.4843,0.0334,-7.4725,18.5055,-17.4945,64.0879,-8.0440,2.2487,7.8961,2.6320,-10.5282,28.9524,13.1602,0.0000,236.406,78.802,710.265,77.995,1025.070,0.000,50,50,0,250,50,0,64,140,-64,72,-28,24,2,7,1,3,0,0
373,1785849414.5177,0.03338,-7.4725,18.0659,-16.7912,63.8242,-7.6923,2.2487,0.0000,-13.1698,21.0717,-7.9019,10.5358,0.0000,-236.578,-473.443,946.771,-1104.202,-78.630,0.000,0,-150,150,50,200,0,104,116,-136,148,32,-20,3,4,1,3,0,0
374,1785849414.551,0.03337,-7.7363,17.9780,-15.5604,62.6813,-7.5165,2.2487,-7.9045,-2.6348,36.8876,-34.2528,5.2697,0.0000,-236.906,315.745,474.022,-789.767,-157.833,0.000,-100,-100,450,-350,100,0,28,112,44,28,0,0,0,5,2,0,0,0
375,1785849414.5845,0.0334,-8.0879,17.9780,-15.3846,62.4176,-7.5165,2.2487,-10.5273,0.0000,5.2636,-7.8955,0.0000,0.0000,-78.519,78.879,-946.725,789.057,-157.757,0.000,-100,0,0,0,0,0,60,160,80,48,-24,0,1,12,2,1,0,0
376,1785849414.618,0.03345,-8.3516,17.6264,-15.3846,62.5934,-7.5165,2.2487,-7.8853,-10.5137,0.0000,5.2568,0.0000,0.0000,78.992,-314.341,-157.374,393.231,0.000,0.000,-100,-150,0,200,0,0,20,228,-84,48,-64,0,0,21,1,1,2,0
377,1785849414.6512,0.03333,-8.4396,17.1868,-14.5055,62.5055,-7.1648,2.2487,-2.6375,-13.1877,26.3753,-2.6375,10.5501,0.0000,157.442,-80.224,791.310,-236.846,316.524,0.000,-50,-100,300,0,50,0,-28,48,-48,-32,-28,24,0,0,0,0,0,0
378,1785849414.6847,0.03341,-8.3516,17.0989,-13.8901,62.5055,-6.9011,2.2487,2.6317,-2.6317,18.4219,0.0000,7.8951,0.0000,157.737,315.998,-238.091,78.956,-79.480,0.000,0,-50,100,0,50,0,36,40,116,-72,-32,24,1,1,6,2,0,0
379,1785849414.718,0.03337,-8.3516,17.2747,-14.4176,62.5934,-6.9011,2.2487,0.0000,5.2688,-15.8065,2.6344,0.0000,0.0000,-78.862,236.750,-1025.700,78.944,-236.587,0.000,0,50,-50,-50,0,0,-36,120,168,56,40,-20,1,6,5,2,0,0
380,1785849414.7514,0.03342,-8.3516,17.2747,-15.0330,62.8571,-6.9890,2.2487,0.0000,0.0000,-18.4162,7.8927,-2.6309,0.0000,0.000,-157.677,-78.102,157.361,-78.733,0.000,0,0,-250,200,0,0,-32,172,148,120,-36,0,0,9,8,2,1,0
381,1785849414.7848,0.03338,-8.3516,17.0989,-15.4725,62.4176,-6.9011,2.2487,0.0000,-5.2678,-13.1694,-13.1694,2.6339,0.0000,0.000,-157.824,157.197,-631.029,157.735,0.000,0,-100,-200,-150,50,0,-56,-44,216,-80,-92,0,0,0,12,2,2,0
382,1785849414.8182,0.03338,-8.1758,17.5385,-16.2637,62.8571,-6.3736,2.2487,5.2677,13.1694,-23.7049,13.1694,15.8032,0.0000,157.823,552.382,-315.645,789.118,394.558,0.000,50,150,-300,100,150,0,40,-48,64,48,-32,-20,1,0,1,2,1,0
383,1785849414.8516,0.0334,-8.0879,17.8901,-16.2637,62.7692,-6.1099,2.2487,2.6322,10.5288,0.0000,-2.6322,7.8966,0.0000,-78.912,-79.063,709.751,-473.117,-236.735,0.000,50,50,0,0,50,0,-56,128,0,116,-36,20,1,7,0,3,0,1
